aircraft_type,distance_km,passengers,fuel_kg,load_factor_pct,engine_type,co2_kg
A380,2416,112,50399,90,Trent1000,158464
B777,1200,93,5007,59,CFM56,15935
B777,4047,167,29158,73,Trent1000,91647
B737,6056,284,14576,82,PW1100,45641
A380,12685,399,48040,61,GE90,151539
A350,2055,91,11865,56,GE90,36927
A380,9679,107,52237,63,PW1100,165328
B777,11947,237,64559,98,GE90,203490
A380,13591,408,36865,97,Trent1000,116600
B787,6016,440,35408,87,Trent1000,112341
B787,8763,246,28153,73,PW1100,89405
B737,4880,97,22235,98,CFM56,70440
B787,959,380,5028,62,PW1100,17077
A350,1636,355,54342,73,CFM56,171763
B787,5410,365,42180,53,PW1100,132150
A350,9405,198,57766,83,Trent1000,182537
A350,8709,322,51183,64,GE90,160738
B737,6216,483,56835,58,GE90,179304
B777,3082,220,62196,88,CFM56,196343
A350,13621,341,79639,53,PW1100,251803
B737,6921,463,6492,56,GE90,19774
B777,9060,123,51648,67,GE90,163377
B777,7566,319,72616,75,GE90,228983
A320,9961,454,54975,92,PW1100,173659
B737,12798,121,46670,86,PW1100,147972
A320,913,356,59671,94,Trent1000,188854
B787,9421,369,73947,75,Trent1000,233867
A350,6087,55,26529,70,CFM56,83650
A350,5127,79,70333,51,GE90,222938
A350,7162,105,60963,79,GE90,193103
A380,2483,151,36649,60,PW1100,115464
B737,10187,115,64584,82,Trent1000,205340
B787,6359,369,41319,96,Trent1000,131149
B737,10835,264,41813,86,Trent1000,130913
A350,12553,218,49916,66,GE90,157250
A320,7946,386,43120,95,GE90,135986
B787,3629,405,11817,73,PW1100,37406
A350,2640,377,59863,92,Trent1000,188957
A380,13470,464,21536,66,Trent1000,68507
A350,2064,370,60959,78,GE90,192826
A380,826,438,58072,76,PW1100,183803
A320,6592,98,13127,50,Trent1000,42107
B737,8442,212,10942,95,Trent1000,34546
A350,4712,87,66593,71,Trent1000,210562
A320,3112,172,78742,53,PW1100,249308
A320,6375,176,36150,84,CFM56,114090
A380,13452,353,42128,53,PW1100,133995
A380,7575,366,18545,58,CFM56,59008
B777,8757,204,15644,81,CFM56,49879
B737,3652,169,26383,51,CFM56,82601
A380,4567,353,64748,72,GE90,204387
A350,11290,117,79128,74,Trent1000,249778
A380,1255,411,18314,79,Trent1000,57466
A320,1370,150,64570,90,CFM56,204377
B737,6212,245,28571,56,CFM56,90712
A320,3646,251,16147,58,CFM56,51134
B787,6206,388,50627,76,PW1100,160350
A320,12752,294,47154,51,Trent1000,149182
A350,988,423,42495,98,CFM56,133492
A380,6729,74,49348,98,PW1100,155338
B787,5335,427,42719,67,GE90,135407
B737,8401,297,50559,92,GE90,159178
B777,4716,291,78440,75,Trent1000,248149
A380,12230,225,30574,93,CFM56,96800
B787,10650,146,11786,76,CFM56,36518
A380,11924,140,67346,75,CFM56,212712
A380,9419,306,44765,55,CFM56,141997
B737,2603,319,38505,55,GE90,121385
B737,4268,341,45887,89,PW1100,145338
A320,3381,319,72841,94,Trent1000,230358
A320,3053,293,25329,83,Trent1000,80200
A350,5257,322,46380,73,GE90,145624
A350,10614,275,32164,97,PW1100,101439
A380,13132,473,19367,70,GE90,60309
A350,12513,185,36285,82,CFM56,115470
A350,7391,55,43880,64,PW1100,138943
B737,11234,451,30017,62,CFM56,94766
B777,8336,302,27649,91,PW1100,86981
A320,7045,469,73695,77,CFM56,233039
A350,9479,390,51648,99,PW1100,162461
A350,10507,124,5258,58,CFM56,15834
B737,12256,266,46659,85,Trent1000,147387
A320,11505,215,79530,80,PW1100,251457
B787,13999,265,76380,90,GE90,241308
B777,12179,498,17151,85,PW1100,54182
B777,7753,397,45927,72,PW1100,145397
B737,10049,403,43422,88,GE90,136749
B737,11092,87,35799,83,CFM56,113785
B737,11404,411,69712,84,GE90,219784
B777,11306,403,40305,83,Trent1000,126558
A350,4261,186,58922,54,GE90,187028
B787,4782,148,69680,54,Trent1000,220591
B787,13824,145,30692,87,PW1100,97010
B787,8119,288,39540,91,Trent1000,125975
A380,13079,470,65075,90,Trent1000,204804
B787,8512,60,8298,80,PW1100,24953
B777,10032,235,37606,94,GE90,118905
B787,7389,83,73653,77,GE90,232491
A350,4807,112,6228,52,Trent1000,18881
B737,13682,223,29728,83,Trent1000,93029
A380,3618,422,62887,61,Trent1000,198715
A380,10856,333,65985,73,PW1100,208596
B777,3709,183,58641,77,Trent1000,186906
B777,12234,188,10018,94,PW1100,31124
B737,3156,163,17316,68,GE90,54107
A380,12810,460,55340,85,PW1100,174733
B787,11548,116,73389,51,PW1100,231615
B737,3127,270,22308,50,GE90,70481
A350,8248,65,40614,96,GE90,129455
B787,6194,326,62557,64,PW1100,197702
A380,3245,248,26596,81,CFM56,83760
A350,4115,220,30863,68,GE90,97216
B777,4906,378,20491,63,GE90,64265
A380,4890,67,19501,60,CFM56,61583
B777,4630,329,64570,73,Trent1000,204421
A380,3156,448,65426,59,CFM56,207165
A380,10075,380,58346,85,GE90,184526
A350,13476,460,47665,53,GE90,151189
A350,11218,81,39673,94,CFM56,125203
B777,777,57,65360,84,PW1100,206953
B787,8318,254,71797,57,Trent1000,226806
A320,9566,158,6710,92,PW1100,21393
A380,3845,411,45666,82,GE90,143528
A380,9419,260,28158,79,CFM56,89412
A350,7914,344,57247,82,Trent1000,181047
A320,3579,497,21373,86,CFM56,68130
A350,2103,142,45865,98,Trent1000,145086
A320,5370,438,34397,78,GE90,109003
A380,966,262,37548,79,CFM56,118732
B787,6099,499,46354,84,CFM56,145615
A350,6477,200,7568,81,CFM56,23545
B787,4729,204,46387,92,PW1100,146592
A350,1582,366,29975,81,PW1100,94917
A350,7623,206,75854,92,PW1100,239869
A350,9356,178,26140,69,GE90,81329
B737,9850,169,28596,77,PW1100,91377
B787,13667,478,19057,70,CFM56,59665
B777,11585,316,50136,76,CFM56,158481
B777,11618,313,47726,61,PW1100,150313
B737,5369,454,12071,74,GE90,38198
B787,12820,329,79079,73,Trent1000,250699
B787,3304,253,74688,92,Trent1000,236571
B787,6956,371,79384,66,Trent1000,250673
A380,13812,407,73044,82,Trent1000,231203
B737,10615,337,32888,63,PW1100,103596
B777,4469,92,8708,52,Trent1000,27478
A380,9646,149,78217,96,PW1100,246324
A380,5721,348,9174,65,Trent1000,29451
B737,13725,50,68183,73,GE90,215700
A350,5792,422,71250,87,Trent1000,224724
B777,11969,354,19735,91,GE90,63142
B787,7250,164,19988,64,GE90,62922
A350,1121,283,71810,54,PW1100,227290
B737,9038,195,32079,92,CFM56,100926
A320,8927,298,26036,92,Trent1000,82080
A320,4791,159,45304,83,PW1100,143783
A350,3285,389,44500,54,GE90,140573
A350,1807,169,14455,74,PW1100,45216
B777,2449,239,75088,94,CFM56,237616
B737,11441,262,27608,89,Trent1000,86716
B787,3852,106,74519,92,PW1100,236119
B737,1855,90,35367,69,CFM56,111978
A320,10428,434,62759,83,GE90,197733
B777,12694,267,42565,67,GE90,133893
A320,9509,171,71702,74,GE90,227658
A380,3800,378,27070,91,GE90,84881
A350,5255,312,38005,78,Trent1000,120818
B737,6551,128,57758,82,Trent1000,182272
A320,11813,321,38935,81,Trent1000,123509
A320,2702,483,13724,69,PW1100,43005
B737,4114,178,51524,67,GE90,163706
B777,2700,103,62545,78,PW1100,197126
A350,2042,394,38070,99,CFM56,119481
A350,10413,430,26181,99,PW1100,82253
A320,11323,444,79006,50,Trent1000,250021
A320,5096,221,54887,60,CFM56,173580
A380,8887,432,59894,72,PW1100,189075
A380,3247,74,78339,51,CFM56,246993
B787,9979,249,55817,76,PW1100,176084
A350,13390,371,75565,66,Trent1000,238331
B737,11636,390,66126,91,GE90,208591
B787,7119,338,52677,66,GE90,166473
B737,3989,436,9691,84,GE90,30653
B777,9648,323,38339,83,Trent1000,121462
B737,1408,89,56869,99,Trent1000,180210
B737,9781,325,78874,52,CFM56,248495
B787,8288,417,21019,63,Trent1000,66313
A350,5773,206,27616,78,Trent1000,87446
A320,6565,154,77725,56,GE90,245195
A320,625,403,34744,84,PW1100,109412
A320,7033,438,57358,57,CFM56,181286
A350,6774,91,57476,99,Trent1000,181599
A350,13988,57,33949,86,CFM56,106803
B777,13058,172,78337,88,Trent1000,247136
B777,4768,487,63493,61,PW1100,200729
B777,9480,249,9931,66,GE90,30759
B787,6309,199,63743,90,CFM56,201355
B777,3466,483,17674,82,Trent1000,56367
A350,12944,178,60574,74,Trent1000,190476
B737,11818,313,18649,83,PW1100,58601
B737,10833,474,13835,81,Trent1000,43538
B787,4968,211,39368,85,PW1100,125252
A350,9123,206,34439,60,CFM56,108638
B787,3916,432,43845,57,GE90,138726
A350,10912,307,17281,58,PW1100,54949
B777,576,394,51818,68,GE90,163775
A380,7302,366,34864,65,Trent1000,109865
B787,10357,268,47849,56,PW1100,151507
B777,3413,284,66423,73,PW1100,210468
B777,9745,263,10359,80,GE90,31963
B777,13910,217,35210,83,GE90,112073
A320,5566,87,59069,80,Trent1000,187428
B787,4215,133,6228,59,Trent1000,19668
A380,9826,403,50542,55,GE90,160121
B777,11337,381,59783,67,CFM56,189281
B777,9261,367,60871,54,Trent1000,192802
B777,10633,64,36232,84,GE90,115259
B777,13907,262,78851,60,Trent1000,248349
A350,9735,85,70479,81,PW1100,222922
B737,13738,99,27540,88,Trent1000,87958
A320,3424,429,20651,94,Trent1000,65635
A380,13951,473,41846,65,CFM56,132530
A350,2412,142,61095,68,CFM56,193233
A380,9734,440,37963,74,CFM56,120456
A320,6898,161,51611,60,Trent1000,163498
A380,9222,144,34794,66,CFM56,109750
B787,11848,420,61559,54,GE90,193691
B787,6753,232,6357,95,GE90,20022
B737,13838,204,49042,68,PW1100,154732
B777,9053,203,77182,59,Trent1000,243825
B777,1261,206,74215,61,Trent1000,234916
A350,13324,73,65962,83,CFM56,208158
A380,1279,78,35096,68,Trent1000,110428
A350,1657,432,57642,75,Trent1000,183152
A350,8481,363,12548,94,CFM56,39096
A380,6709,394,7317,75,PW1100,23901
B737,2523,82,8445,88,CFM56,27339
A350,2364,455,29862,69,Trent1000,94617
B737,12935,266,13575,73,GE90,41980
A350,7829,152,13274,95,Trent1000,41982
A350,2725,138,47944,85,CFM56,150964
A380,1030,244,15272,75,GE90,48408
A350,2706,126,76228,63,GE90,240429
B787,5159,120,68459,84,PW1100,216928
B737,5892,405,43494,98,Trent1000,137747
A320,10037,158,79340,50,Trent1000,250887
A380,13858,277,63325,77,GE90,200263
A380,11262,153,8324,94,CFM56,25829
B777,13356,67,10150,58,GE90,32377
A350,5564,294,76734,53,PW1100,242517
A380,2450,397,31842,87,GE90,100871
B777,1032,276,9831,61,Trent1000,31014
B777,4264,220,32238,93,GE90,101626
A350,8929,229,25045,59,GE90,79144
A350,7993,415,24857,67,GE90,77959
B777,12558,297,35451,66,PW1100,112265
B737,11898,443,72624,56,PW1100,229930
B737,845,458,29885,82,GE90,95058
B777,10493,310,14875,67,PW1100,47839
B787,3622,371,64913,91,CFM56,204478
B777,3930,491,35184,57,GE90,111275
B777,8099,266,72948,54,PW1100,230151
B787,2879,245,35217,92,PW1100,111072
B737,1017,314,42568,50,CFM56,135446
B737,9418,375,6165,64,PW1100,20040
A350,964,450,18847,69,Trent1000,59612
A380,8687,166,60410,94,GE90,190738
A320,3264,71,74506,76,CFM56,235724
B777,10461,460,66507,77,CFM56,210843
B777,10484,155,10723,54,PW1100,35066
B787,903,373,24698,79,CFM56,77047
A320,11904,384,26055,94,CFM56,82607
A320,1705,373,77077,55,Trent1000,243531
A320,1874,350,38814,80,PW1100,122927
B777,10824,234,55097,93,Trent1000,174353
A320,10877,234,59659,67,PW1100,187902
A350,9850,206,58497,54,Trent1000,184660
A350,2070,305,44824,87,CFM56,141985
A380,4236,214,64360,66,CFM56,204030
A380,12216,78,13847,55,GE90,43652
B777,13835,257,69865,97,GE90,220583
B737,4767,446,59554,54,PW1100,187832
A380,1516,320,56860,73,CFM56,179701
B737,1248,446,65743,81,Trent1000,208124
A320,5790,439,46970,92,PW1100,148453
B777,1885,348,58327,96,PW1100,184332
A350,13304,160,13716,69,PW1100,42895
A350,514,441,52251,91,CFM56,165129
A350,4464,320,18156,76,CFM56,58027
A350,4005,318,23901,61,GE90,75796
A320,4715,253,60075,69,Trent1000,190738
A380,7318,179,55348,65,PW1100,175408
A320,3105,189,79756,57,CFM56,252735
A350,10931,313,74152,75,Trent1000,235049
B777,3549,264,18273,84,PW1100,57666
A380,11450,105,49594,54,CFM56,156216
B737,3421,56,6916,51,GE90,22093
B777,9131,114,18435,51,GE90,58147
B777,11498,430,70959,65,CFM56,223583
B737,6509,155,65540,79,GE90,207010
B777,9211,317,63538,85,CFM56,200932
A350,7002,423,51402,99,Trent1000,163262
B737,2772,441,33837,56,PW1100,107482
B787,13998,246,66405,63,GE90,210335
B787,534,293,37302,90,Trent1000,117697
B777,10852,371,24617,83,CFM56,77789
A350,9754,69,68865,77,Trent1000,217740
B777,4124,369,56516,60,CFM56,179035
B787,8920,144,27567,56,PW1100,87357
B787,4439,427,37453,78,Trent1000,118895
A350,5854,313,12418,81,Trent1000,39189
B737,670,54,7360,85,GE90,24356
A320,3345,287,21104,96,GE90,67372
A350,7469,245,69414,75,GE90,219609
B777,10620,93,43689,68,CFM56,137941
B737,2120,404,22440,85,GE90,71595
B777,2107,233,27367,91,CFM56,86521
B787,10723,327,55569,67,CFM56,175480
A380,1616,301,30715,68,CFM56,97664
B777,4707,241,17312,61,PW1100,54688
A380,13815,203,66836,50,PW1100,211534
A380,9600,400,49679,99,Trent1000,156653
B737,12587,303,65993,84,GE90,208917
B787,2231,273,31569,71,Trent1000,100212
A380,1482,315,52345,74,CFM56,164500
A320,902,400,11615,97,PW1100,37667
A380,3313,107,12632,83,CFM56,39490
B737,13233,204,21194,99,GE90,66750
B787,6219,216,46874,63,PW1100,148353
A380,7256,87,17978,97,CFM56,56441
B737,1920,427,59184,71,PW1100,187219
B737,9198,423,6054,85,GE90,18884
A350,10002,154,60912,53,CFM56,192480
B777,927,445,65793,85,CFM56,208299
A380,11269,217,6783,92,GE90,21567
B787,704,333,69891,51,Trent1000,221603
B777,11565,308,76494,61,GE90,241120
B777,9170,298,51887,99,GE90,163276
B787,13883,218,31804,76,CFM56,99989
A350,8646,339,17825,85,GE90,56714
B777,9370,160,63169,90,PW1100,199818
A380,4182,463,43116,64,PW1100,136829
B777,11530,207,64246,86,PW1100,202661
A380,7010,113,68221,95,Trent1000,215186
A380,816,247,59273,82,PW1100,187138
A380,6275,52,39644,84,CFM56,126253
A350,6393,196,65867,59,CFM56,208291
B787,5554,213,48836,68,Trent1000,154211
B777,10861,481,72895,74,CFM56,230808
A320,7085,440,72566,79,CFM56,229001
B787,13826,267,52398,87,Trent1000,165239
B787,12358,114,62576,93,GE90,197939
A320,11269,386,79578,82,CFM56,251448
A320,7895,329,11232,70,PW1100,35698
A380,1931,296,13586,71,CFM56,43313
B737,3117,294,45229,68,PW1100,143667
A380,1756,151,45072,82,Trent1000,142755
A320,11491,468,61921,83,Trent1000,195821
B777,8844,234,51514,63,PW1100,162036
B737,4914,281,49334,84,Trent1000,155892
B787,13230,440,10969,67,CFM56,35254
B787,7098,355,32886,74,CFM56,103167
A380,13180,299,42365,60,CFM56,133304
B737,3564,374,47444,78,PW1100,150797
A350,9499,497,55914,83,GE90,177001
B787,11945,216,32000,95,PW1100,101243
A380,3459,194,7022,67,GE90,21931
A350,9772,194,58645,87,CFM56,184473
A320,5156,239,13695,80,Trent1000,42910
B787,1313,150,58955,87,Trent1000,186329
A380,7098,100,21673,76,PW1100,68987
B737,5625,119,51321,94,Trent1000,161528
A320,13288,392,33317,85,GE90,104669
A350,7602,354,70998,58,PW1100,223637
B777,7573,337,71592,88,CFM56,225888
B737,10120,421,27591,87,GE90,86524
B777,2967,366,14117,97,PW1100,44687
B737,13929,115,33731,97,CFM56,106922
A320,4707,236,62228,85,Trent1000,196656
A320,8684,468,12142,81,GE90,38448
A350,9009,155,66299,52,Trent1000,209363
A320,13159,305,15630,63,PW1100,49389
B787,5073,64,56796,71,GE90,179724
B787,12782,324,41012,92,Trent1000,130075
B777,12452,381,77863,70,GE90,247045
A350,5772,469,20536,58,Trent1000,64727
A320,13461,81,60835,50,CFM56,191976
A380,7963,374,71524,50,GE90,226370
B737,8291,285,61816,73,Trent1000,195601
A350,7987,187,73997,96,GE90,232687
A350,4113,392,49778,91,GE90,156975
B787,2440,397,71996,83,GE90,228024
B787,13915,51,18569,68,GE90,58917
B787,2492,240,35546,68,Trent1000,111614
B787,7024,244,22570,80,Trent1000,71734
B777,2732,167,41158,50,CFM56,129487
A320,4380,438,36721,81,Trent1000,116396
A350,4331,319,24634,66,CFM56,77391
B787,9856,230,24836,57,GE90,77726
A350,6552,416,45608,60,CFM56,143304
A350,3065,301,32720,67,CFM56,102436
B737,8662,445,53193,73,GE90,168375
B787,11247,464,42339,97,CFM56,133585
A320,6196,194,71112,75,CFM56,224487
B787,1038,155,79183,66,Trent1000,249996
A320,671,196,5690,75,Trent1000,17680
A350,11383,412,47510,55,GE90,149855
B777,2862,387,38023,74,CFM56,120303
B777,5451,111,11995,93,CFM56,38557
B787,9753,65,21292,71,Trent1000,67298
B737,12282,300,40204,54,GE90,127822
A350,10327,187,25528,75,GE90,79887
A380,5835,328,60771,88,GE90,192402
A350,5790,86,35404,92,CFM56,110996
A380,1598,477,58885,75,GE90,186365
A350,4781,84,51584,66,Trent1000,162733
A350,1253,162,44079,59,PW1100,139539
A380,2624,480,25321,61,GE90,80671
A350,3610,480,39463,89,PW1100,124920
B737,792,378,18333,63,GE90,58243
A350,8753,158,33809,51,GE90,106811
B777,13531,188,66634,78,GE90,210072
A350,10512,75,5694,73,PW1100,17337
B737,8706,423,47904,52,GE90,151629
A320,13935,70,37748,51,CFM56,118996
B787,7957,263,71287,82,CFM56,224573
B787,3973,172,29628,54,CFM56,94005
B737,1854,158,51773,56,GE90,163502
B777,1342,394,48967,54,PW1100,154494
B787,8033,438,57427,50,CFM56,181726
A350,3187,412,68847,63,CFM56,217536
B737,8951,258,18372,81,GE90,59228
A320,4253,146,63259,97,Trent1000,199973
B777,13194,469,5675,61,PW1100,18588
A350,1065,214,22121,51,CFM56,69187
B787,11796,72,77639,91,GE90,245908
A320,10848,120,77785,59,Trent1000,245253
B777,6834,410,27634,64,CFM56,86164
B787,6380,457,50251,98,CFM56,158512
A350,1565,391,32909,55,PW1100,104788
B787,6852,196,63803,73,Trent1000,201824
B737,7978,228,16785,98,PW1100,53000
B787,5679,342,5941,58,GE90,17884
A320,9851,183,11886,61,GE90,37384
A320,13878,480,9469,88,PW1100,29929
A380,3765,186,10695,74,CFM56,33592
B777,12133,438,51112,66,GE90,160808
A320,10568,56,46853,65,CFM56,148757
A380,5405,145,79228,89,GE90,250871
B737,2503,153,12533,67,CFM56,40146
B787,8428,116,67426,50,Trent1000,212463
A380,7320,215,57380,84,GE90,181266
B787,1692,207,62959,78,CFM56,198448
A350,9999,404,37621,65,GE90,118872
A320,732,99,18454,78,PW1100,57982
A320,8121,475,10010,67,Trent1000,31102
A350,12977,329,38918,74,PW1100,123475
B777,8207,166,46870,73,CFM56,147881
A350,8952,486,33663,50,CFM56,105920
A320,5640,489,26633,87,PW1100,84175
A380,11718,324,69969,91,GE90,221556
A350,10364,196,62618,65,CFM56,198104
A350,9086,186,32057,53,PW1100,101530
B787,10919,316,23848,92,PW1100,75198
A350,5136,446,13820,58,GE90,43404
A320,13238,445,79894,99,CFM56,252176
B737,5427,411,44715,75,CFM56,140913
B787,6779,307,58587,74,Trent1000,184406
A320,13389,323,69885,62,CFM56,220574
B737,11140,298,38450,76,CFM56,121735
B737,5476,422,20268,75,CFM56,64675
A350,3670,177,42473,50,CFM56,134010
B777,6480,499,69960,76,CFM56,221457
A320,10203,475,64173,55,PW1100,202691
A320,8610,192,76896,55,CFM56,242816
A320,12654,134,53172,82,Trent1000,168091
A320,917,204,40130,52,PW1100,126430
A320,13487,233,65434,51,Trent1000,206032
B777,2481,142,10863,56,PW1100,34033
B787,3662,146,64187,84,GE90,203085
B737,5148,394,39209,57,Trent1000,124023
B737,775,128,30170,81,Trent1000,94844
B737,6616,307,47862,63,GE90,151793
A380,10284,113,6986,61,CFM56,22076
B787,1747,382,61065,61,PW1100,193577
A350,13653,388,65485,98,PW1100,207074
B777,3820,74,78235,58,CFM56,247449
B737,3081,220,21864,75,GE90,69135
B777,12637,247,23227,75,Trent1000,73539
B777,1078,212,28711,98,CFM56,90572
B777,1539,319,78217,52,CFM56,246956
A350,6951,371,76232,80,CFM56,241270
B737,1625,320,29983,73,CFM56,94896
A320,12938,115,66641,71,GE90,209816
B787,12003,147,57744,59,CFM56,183039
A320,11523,213,5842,76,PW1100,18919
B737,7473,164,11407,69,Trent1000,36495
B787,4956,74,37087,72,Trent1000,116760
A350,12561,226,37403,91,GE90,117946
A380,12731,112,21531,51,GE90,67710
A320,9532,98,31699,87,GE90,100470
B787,8855,471,30123,98,CFM56,95176
A350,1130,185,24113,55,CFM56,76357
B787,6767,181,62768,85,CFM56,198260
B737,5099,423,26700,99,CFM56,83624
B737,2847,409,72850,95,GE90,230336
B787,3743,190,17761,75,PW1100,56282
B737,5226,90,51433,98,CFM56,162975
A320,6963,53,33617,87,GE90,106995
B737,6396,120,75587,91,Trent1000,238440
A350,12174,473,74171,64,CFM56,234869
A350,13777,165,13886,87,GE90,43016
B777,12506,481,26366,95,GE90,83803
B737,13655,450,32367,75,PW1100,102776
A320,1440,213,69982,65,Trent1000,220860
B777,4786,373,22660,93,Trent1000,71498
B787,1100,250,50904,98,PW1100,161370
B787,10723,222,64127,56,GE90,203217
B737,1220,479,14053,90,Trent1000,44455
A380,3856,416,7848,76,PW1100,25415
B787,8076,257,8306,85,Trent1000,24990
A380,10817,374,26723,65,PW1100,84619
A350,8373,214,17017,69,CFM56,53378
A380,8862,375,27692,92,CFM56,87354
A320,13530,255,48912,56,PW1100,154569
A380,4715,104,29246,86,GE90,92270
A350,1354,191,24153,60,GE90,75643
B737,8508,124,5792,86,GE90,17903
B777,4269,314,65492,61,Trent1000,206778
A320,13256,355,15587,92,PW1100,50447
B777,10124,439,25214,94,Trent1000,80426
A320,11025,402,41420,90,PW1100,131379
B777,4460,229,43664,92,PW1100,138362
B787,9526,488,77187,64,CFM56,243400
B737,11466,484,75083,90,PW1100,236747
A380,1610,304,64768,52,Trent1000,204966
A380,10508,328,36581,68,CFM56,114756
A350,11076,389,16480,81,GE90,51927
A350,8276,287,15972,87,Trent1000,50168
A380,2058,482,11744,93,PW1100,37437
A320,12227,328,45832,99,GE90,144235
B737,13432,412,65383,67,GE90,206683
A380,4774,171,66574,59,GE90,210163
B777,1661,237,49984,51,GE90,157685
B737,5391,67,13694,89,PW1100,43452
B737,3848,308,73861,94,PW1100,234541
A320,6879,435,32758,84,CFM56,103300
B737,5985,235,73307,97,PW1100,231012
A320,3763,234,73053,77,CFM56,230432
B737,6539,155,70076,88,CFM56,220492
B787,13662,322,34026,89,CFM56,107641
A320,8789,183,79761,64,CFM56,251385
A380,12952,407,77330,58,Trent1000,244380
A380,2945,406,33346,86,Trent1000,105159
B737,8583,333,48443,83,PW1100,152920
B737,10473,110,74094,89,Trent1000,233421
A380,4344,293,44761,97,Trent1000,141556
B737,9400,458,19664,87,GE90,61595
A380,12848,189,33748,75,Trent1000,106651
A380,11098,358,17102,56,GE90,54351
B787,10321,374,14419,60,GE90,45909
B777,1275,224,75057,85,GE90,237786
A320,9292,309,9230,74,GE90,28472
A350,2557,497,65536,75,CFM56,206534
B787,5516,474,42153,64,CFM56,132449
A380,10068,278,69531,81,Trent1000,220208
B787,9082,383,69817,59,GE90,219596
B737,9718,346,21765,85,GE90,69535
A320,7765,211,40004,65,GE90,125673
B787,12689,384,54810,60,Trent1000,173744
B737,4317,256,8748,96,Trent1000,27657
A320,4499,244,15051,60,GE90,48129
A320,13410,191,40829,95,CFM56,128963
A350,5983,386,48838,95,Trent1000,154285
B787,13418,400,7686,65,PW1100,24021
B737,4839,112,75341,65,PW1100,237628
B787,10872,88,46884,99,PW1100,148257
B787,912,181,59918,91,Trent1000,188759
A350,530,484,72514,88,GE90,228755
B787,5350,102,71763,71,PW1100,226521
A320,5209,424,40223,98,CFM56,127055
B737,11667,416,71186,62,CFM56,224965
B737,3640,325,32225,59,CFM56,101110
A320,12523,245,38461,61,PW1100,121609
B787,3396,283,63194,51,CFM56,200147
A380,1183,314,26292,70,Trent1000,83371
A320,8873,121,25779,98,Trent1000,82221
B737,5969,380,48532,72,CFM56,153010
A380,8658,211,54758,52,CFM56,172815
B777,7637,470,29207,59,Trent1000,92500
A380,9247,374,57492,94,Trent1000,182069
A320,7843,276,71452,84,Trent1000,225435
B787,13451,149,10952,50,CFM56,35303
B737,10087,201,62749,82,Trent1000,197257
A380,12547,441,65036,90,GE90,205022
B787,7535,245,57614,73,GE90,183260
A320,13024,203,5365,82,Trent1000,17395
A350,1384,396,64808,50,CFM56,203587
A350,11479,94,5430,53,GE90,17444
A320,2139,396,45921,50,GE90,145280
B787,9466,60,17289,89,GE90,54301
B777,7617,301,79355,73,PW1100,250549
B787,8118,472,49809,61,PW1100,157650
A380,11215,176,21904,79,PW1100,69440
A320,6070,365,46610,78,Trent1000,146820
A350,13579,280,31664,71,GE90,99745
A320,9969,54,21528,64,PW1100,68222
B737,4991,58,30538,70,Trent1000,96107
B777,1645,297,31404,98,PW1100,98483
B737,13903,220,59713,65,Trent1000,188476
B787,7764,74,24549,88,GE90,77428
B777,2149,132,15818,93,Trent1000,50496
A380,11719,308,55585,97,PW1100,175400
A350,13637,64,24378,80,CFM56,76219
B737,3657,135,5643,73,Trent1000,17043
A380,2650,295,28247,71,CFM56,88723
A320,8157,469,73539,54,Trent1000,232969
B777,1418,76,26087,90,CFM56,82351
A380,1128,364,24790,70,Trent1000,78470
A350,12544,382,5900,63,CFM56,18977
B737,12597,177,43169,87,Trent1000,136714
A380,10131,254,60364,51,GE90,191173
B737,7885,441,54915,86,CFM56,173454
B737,10208,58,49210,87,Trent1000,156151
A350,9482,155,18994,93,PW1100,60221
A320,2062,464,7328,97,Trent1000,22395
B787,12420,487,51619,64,CFM56,163174
A380,9348,186,67414,88,Trent1000,212763
B777,4138,363,74958,66,Trent1000,237585
A350,9947,449,51023,50,CFM56,160763
A320,3353,322,21153,95,CFM56,66781
B737,9295,314,50836,78,Trent1000,160761
B777,2216,338,37997,67,PW1100,121106
A320,10872,388,61526,77,Trent1000,194085
A380,8549,276,74190,75,GE90,234139
B787,13069,308,79747,85,Trent1000,252111
B787,7305,467,44433,92,CFM56,139813
B777,9860,498,66217,68,GE90,209129
A320,10504,391,47708,77,CFM56,151109
A320,3210,174,55232,94,GE90,174768
B737,3916,480,38975,97,GE90,123067
A350,3226,323,49829,94,GE90,157995
B737,8729,60,38856,63,PW1100,122455
B787,4667,358,22062,57,CFM56,69831
B777,5979,363,62559,87,CFM56,196734
B777,3957,373,43330,90,GE90,136877
A320,8316,474,36025,98,GE90,113861
B737,7114,76,61697,59,CFM56,195332
B787,13096,261,56406,98,Trent1000,178170
B737,10189,248,33349,75,CFM56,105246
B737,2494,96,46765,56,CFM56,148431
B777,3429,197,56814,59,GE90,180109
A320,12631,318,79533,88,GE90,251297
A350,12535,121,8769,63,PW1100,27299
B787,9720,210,44651,55,GE90,141235
A380,12696,167,22228,70,PW1100,70378
B737,11454,420,79863,58,PW1100,252545
B737,6689,297,25556,74,CFM56,80443
B737,7029,212,26096,54,GE90,82689
B777,11625,92,54205,73,Trent1000,171525
B777,9074,326,22464,68,GE90,71466
A350,13581,425,59050,76,PW1100,186823
B787,5355,222,56404,78,GE90,178350
B777,971,188,68467,69,Trent1000,216592
A350,7974,438,20924,51,GE90,66694
A320,1666,360,69376,89,GE90,218394
