origin,season,budget_usd,trip_type,duration_days,past_destinations,recommended_dest
SYD,spring,3305,leisure,7,9,LHR
DXB,spring,1862,family,4,15,SIN
NRT,winter,7489,leisure,18,3,NRT
CDG,summer,1652,family,6,7,SIN
LHR,summer,633,leisure,17,12,DXB
NRT,summer,1018,family,14,4,SIN
LAX,autumn,4415,leisure,24,5,LHR
LHR,summer,7706,business,9,11,NRT
SIN,winter,4426,leisure,24,2,LHR
CDG,winter,6861,business,18,16,NRT
FRA,winter,298,family,20,7,BOM
JFK,autumn,2584,leisure,11,18,CDG
SIN,spring,7147,family,24,6,NRT
LAX,autumn,631,business,26,14,BOM
LHR,spring,6641,business,11,1,NRT
NRT,winter,3626,family,3,2,LHR
DXB,spring,7271,family,28,14,NRT
SYD,winter,4799,leisure,7,16,LHR
SIN,winter,3118,business,8,12,LHR
DXB,summer,5810,family,14,7,NRT
SYD,autumn,4990,family,4,14,LHR
LAX,spring,7101,leisure,28,17,NRT
FRA,summer,7423,family,5,5,NRT
LHR,winter,5902,business,11,17,NRT
LAX,autumn,7340,leisure,29,19,NRT
CDG,summer,6580,family,18,18,NRT
SYD,winter,1241,family,7,10,SIN
LHR,winter,7299,leisure,13,6,NRT
DXB,winter,7144,family,16,6,NRT
NRT,autumn,6142,family,9,5,NRT
LAX,winter,1996,leisure,11,2,SIN
DXB,spring,4201,business,7,5,LHR
BOM,winter,6255,business,27,14,NRT
JFK,winter,7285,leisure,14,6,NRT
SYD,summer,280,business,5,8,DXB
JFK,spring,6830,family,11,1,NRT
SYD,spring,3678,business,2,11,LHR
DXB,autumn,6601,leisure,24,14,NRT
FRA,spring,231,leisure,4,7,BOM
CDG,autumn,6910,business,13,12,NRT
SYD,spring,6030,family,3,8,NRT
JFK,summer,342,family,20,18,DXB
BOM,winter,4375,leisure,1,3,LHR
FRA,winter,2517,business,25,1,CDG
BOM,summer,503,family,14,9,DXB
BOM,spring,3629,leisure,7,4,LHR
LAX,summer,5725,business,24,11,NRT
BOM,autumn,2865,business,21,9,CDG
LAX,winter,1118,business,15,2,SIN
DXB,autumn,7133,family,20,11,NRT
DXB,spring,3418,family,14,15,LHR
LHR,autumn,3080,leisure,9,14,LHR
LAX,summer,234,leisure,21,8,DXB
NRT,autumn,6644,leisure,23,19,NRT
SIN,summer,7197,family,7,5,NRT
CDG,winter,4263,family,5,10,LHR
FRA,spring,665,family,8,10,BOM
DXB,winter,5546,family,17,9,NRT
DXB,spring,2410,business,27,6,CDG
DXB,summer,5014,business,2,7,NRT
SYD,winter,3822,family,15,8,LHR
SYD,winter,6014,family,27,14,NRT
SYD,summer,7528,leisure,18,14,NRT
JFK,summer,1990,leisure,4,19,SIN
JFK,winter,7138,business,14,5,NRT
FRA,winter,6323,business,9,19,NRT
NRT,autumn,7948,leisure,21,3,NRT
SIN,spring,397,leisure,15,6,BOM
LHR,winter,5820,business,19,18,NRT
SYD,summer,7695,family,22,4,NRT
SYD,winter,5218,business,22,2,NRT
BOM,winter,5932,leisure,12,1,NRT
DXB,summer,6725,leisure,15,6,NRT
BOM,summer,5997,business,22,5,NRT
BOM,winter,5947,family,3,4,NRT
CDG,autumn,7210,business,14,12,NRT
CDG,summer,4367,business,29,14,LHR
SIN,winter,792,leisure,21,13,BOM
CDG,spring,7205,family,16,6,NRT
BOM,spring,6209,leisure,29,10,NRT
NRT,winter,1021,family,12,17,SIN
CDG,spring,5187,leisure,22,16,NRT
SYD,autumn,733,business,8,12,BOM
NRT,spring,4719,family,4,13,LHR
LAX,summer,4828,family,4,7,LHR
CDG,summer,1057,family,9,9,SIN
LHR,summer,565,leisure,17,10,DXB
SYD,spring,2076,family,25,17,CDG
SYD,autumn,4441,business,23,18,LHR
NRT,spring,4693,leisure,10,6,LHR
BOM,summer,1201,business,9,17,SIN
BOM,winter,369,family,27,2,BOM
NRT,winter,3631,family,19,13,LHR
LAX,summer,2685,business,24,2,CDG
DXB,spring,6870,business,21,11,NRT
BOM,winter,2506,business,24,11,CDG
CDG,summer,7974,business,17,16,NRT
DXB,spring,1982,family,14,1,SIN
JFK,autumn,6605,business,25,6,NRT
NRT,autumn,6296,family,7,6,NRT
NRT,spring,2244,leisure,13,6,CDG
CDG,summer,2508,leisure,2,5,CDG
NRT,spring,3045,leisure,3,10,LHR
LAX,winter,6895,leisure,23,8,NRT
CDG,spring,2346,leisure,9,11,CDG
NRT,winter,3062,business,12,10,LHR
LAX,spring,2357,business,21,1,CDG
SIN,summer,7337,family,27,17,NRT
LAX,spring,5932,leisure,11,15,NRT
SYD,summer,5078,leisure,16,5,NRT
BOM,summer,1478,family,2,19,SIN
BOM,summer,3177,business,5,4,LHR
DXB,summer,1626,business,6,14,SIN
SYD,winter,6008,leisure,11,3,NRT
LAX,autumn,5839,family,17,5,NRT
BOM,autumn,6485,family,11,9,NRT
BOM,spring,7872,leisure,16,4,NRT
LHR,winter,4728,business,7,1,LHR
BOM,spring,6739,leisure,3,13,NRT
CDG,summer,488,business,22,5,DXB
LAX,summer,5608,family,28,18,NRT
NRT,spring,924,business,8,18,BOM
LHR,summer,2237,business,6,13,CDG
JFK,spring,3321,leisure,3,19,LHR
NRT,spring,7234,leisure,20,4,NRT
LAX,autumn,1662,business,29,11,SIN
LHR,spring,1238,leisure,4,3,SIN
CDG,summer,1535,leisure,14,11,SIN
DXB,spring,4281,family,11,14,LHR
SYD,autumn,922,business,15,15,BOM
LAX,autumn,5095,business,19,11,NRT
LHR,summer,3157,leisure,4,9,LHR
SYD,summer,7334,leisure,15,19,NRT
BOM,summer,6363,business,2,5,NRT
SYD,winter,1577,leisure,6,9,SIN
LAX,winter,1179,business,19,2,SIN
LHR,summer,5969,business,14,3,NRT
BOM,winter,1678,family,12,8,SIN
BOM,summer,2826,business,10,13,CDG
NRT,summer,2142,business,13,6,CDG
LHR,spring,7633,business,11,17,NRT
LAX,summer,6058,leisure,21,14,NRT
CDG,winter,1304,family,20,4,SIN
DXB,winter,6172,family,22,3,NRT
LAX,winter,639,business,12,2,BOM
CDG,spring,5221,business,4,5,NRT
SYD,spring,4938,business,6,14,LHR
SYD,autumn,2121,leisure,10,9,CDG
JFK,autumn,1760,business,6,1,SIN
DXB,spring,7436,family,27,17,NRT
CDG,spring,5070,business,15,14,NRT
JFK,summer,3784,family,6,1,LHR
NRT,summer,7911,family,10,13,NRT
BOM,summer,4136,business,16,15,LHR
NRT,summer,7660,family,29,17,NRT
SYD,autumn,4243,leisure,22,14,LHR
CDG,summer,6154,leisure,15,15,NRT
JFK,summer,5210,leisure,6,8,NRT
LAX,winter,6077,family,2,8,NRT
LHR,autumn,7685,leisure,3,15,NRT
LAX,winter,6712,leisure,13,16,NRT
JFK,spring,3423,business,2,9,LHR
BOM,summer,5726,family,20,3,NRT
FRA,autumn,6279,leisure,15,1,NRT
SYD,winter,926,leisure,22,5,BOM
DXB,winter,956,business,2,5,BOM
CDG,autumn,7853,leisure,10,17,NRT
FRA,winter,5263,business,28,3,NRT
NRT,summer,7071,family,7,2,NRT
SYD,spring,2878,business,11,7,CDG
SYD,autumn,2104,family,28,3,CDG
JFK,winter,4881,family,4,16,LHR
FRA,autumn,6347,leisure,22,9,NRT
NRT,autumn,1556,leisure,27,9,SIN
LAX,spring,4579,business,17,7,LHR
BOM,autumn,3551,leisure,2,5,LHR
CDG,spring,3388,leisure,8,14,LHR
SYD,summer,647,family,23,17,DXB
FRA,winter,4167,leisure,20,3,LHR
DXB,winter,3559,family,22,5,LHR
JFK,summer,1113,business,3,3,SIN
NRT,spring,4941,business,8,18,LHR
FRA,summer,1060,business,11,17,SIN
FRA,summer,2742,family,23,12,CDG
SYD,autumn,6754,leisure,9,10,NRT
FRA,spring,3186,family,21,3,LHR
JFK,autumn,7202,family,2,3,NRT
LHR,winter,3562,family,19,4,LHR
JFK,autumn,7536,leisure,22,11,NRT
CDG,winter,7624,family,1,19,NRT
JFK,spring,5899,business,18,3,NRT
BOM,summer,2471,leisure,1,19,CDG
JFK,autumn,3383,business,29,3,LHR
FRA,spring,5158,family,16,5,NRT
JFK,spring,6348,family,12,8,NRT
FRA,winter,2296,leisure,26,2,CDG
FRA,autumn,4977,leisure,19,9,LHR
SYD,summer,1034,leisure,8,8,SIN
JFK,summer,1401,family,20,8,SIN
BOM,autumn,4820,family,11,11,LHR
CDG,spring,3972,leisure,12,6,LHR
FRA,autumn,1501,leisure,23,12,SIN
BOM,spring,1015,leisure,25,5,SIN
DXB,spring,7324,business,14,13,NRT
SIN,autumn,5850,family,27,19,NRT
CDG,winter,7190,family,21,17,NRT
LAX,autumn,758,family,4,5,BOM
BOM,spring,407,family,15,1,BOM
JFK,summer,4733,leisure,9,5,LHR
FRA,summer,6925,leisure,26,18,NRT
DXB,summer,4061,family,5,13,LHR
DXB,autumn,7448,family,25,7,NRT
LAX,autumn,7347,family,26,6,NRT
FRA,summer,2804,family,20,15,CDG
FRA,spring,2188,business,10,4,CDG
NRT,winter,975,family,10,19,BOM
SYD,winter,7488,family,25,2,NRT
CDG,autumn,3112,family,10,14,LHR
CDG,summer,6966,leisure,13,10,NRT
SIN,spring,7038,leisure,7,11,NRT
LAX,autumn,7482,leisure,27,12,NRT
LHR,spring,4681,family,14,19,LHR
SYD,summer,4762,family,9,9,LHR
SYD,summer,1920,leisure,20,17,SIN
SIN,spring,5948,leisure,26,15,NRT
LHR,spring,1932,leisure,13,7,SIN
SYD,spring,5005,leisure,7,10,NRT
JFK,spring,7228,business,3,18,NRT
BOM,winter,2795,family,10,8,CDG
NRT,winter,1051,family,27,17,SIN
LHR,spring,7025,leisure,3,16,NRT
LAX,summer,7966,family,16,18,NRT
SYD,autumn,3593,family,26,9,LHR
BOM,winter,3271,leisure,10,6,LHR
SIN,spring,4892,family,19,5,LHR
FRA,spring,6910,business,19,8,NRT
LAX,summer,4057,leisure,10,14,LHR
BOM,autumn,7185,leisure,29,7,NRT
SIN,winter,4260,leisure,20,11,LHR
NRT,winter,6824,family,10,3,NRT
SYD,summer,4752,family,10,15,LHR
CDG,winter,6622,business,12,19,NRT
BOM,summer,6171,family,18,12,NRT
JFK,autumn,2283,family,22,4,CDG
DXB,summer,6834,business,9,8,NRT
DXB,spring,4122,family,23,3,LHR
SYD,autumn,1661,family,28,5,SIN
DXB,winter,208,leisure,5,16,BOM
SYD,autumn,5427,family,2,11,NRT
FRA,summer,5807,business,26,14,NRT
FRA,winter,6065,business,29,10,NRT
DXB,spring,3830,leisure,21,15,LHR
LHR,autumn,936,business,15,4,BOM
SYD,autumn,1675,family,13,18,SIN
BOM,summer,5527,leisure,25,18,NRT
JFK,spring,4375,leisure,17,9,LHR
DXB,autumn,6731,family,26,1,NRT
LAX,summer,503,leisure,22,9,DXB
LAX,spring,6236,business,20,12,NRT
FRA,autumn,3503,business,22,3,LHR
SYD,summer,6054,business,20,17,NRT
CDG,autumn,3834,leisure,15,18,LHR
SIN,winter,5408,family,27,2,NRT
SIN,winter,5016,business,3,12,NRT
BOM,spring,3281,business,2,16,LHR
SYD,autumn,6443,family,13,19,NRT
LAX,spring,3198,business,27,13,LHR
CDG,winter,1550,leisure,11,13,SIN
SYD,winter,7126,leisure,9,17,NRT
CDG,autumn,2386,family,13,11,CDG
JFK,summer,4585,leisure,2,3,LHR
LAX,spring,209,leisure,21,10,BOM
SIN,winter,7691,leisure,7,16,NRT
LHR,spring,5711,family,7,19,NRT
DXB,spring,6616,leisure,18,17,NRT
NRT,autumn,2616,leisure,2,4,CDG
SIN,winter,7332,business,17,1,NRT
SIN,summer,7014,business,27,16,NRT
DXB,autumn,1512,family,8,5,SIN
LHR,summer,2496,business,2,15,CDG
LHR,spring,7098,leisure,26,2,NRT
FRA,summer,5765,business,26,9,NRT
DXB,summer,4557,family,18,14,LHR
CDG,spring,1411,family,13,10,SIN
LAX,spring,2231,leisure,16,4,CDG
SYD,winter,4444,leisure,29,18,LHR
DXB,autumn,528,family,25,15,BOM
DXB,autumn,964,family,7,3,BOM
SIN,autumn,3844,family,20,13,LHR
SYD,winter,2049,business,11,14,CDG
SIN,summer,472,business,14,18,DXB
JFK,spring,3503,business,23,3,LHR
LHR,winter,4431,leisure,10,18,LHR
CDG,winter,4746,leisure,8,4,LHR
SIN,summer,4931,family,4,11,LHR
SYD,autumn,6479,family,22,5,NRT
BOM,spring,7456,leisure,4,16,NRT
JFK,summer,7073,leisure,4,3,NRT
NRT,winter,4904,business,10,16,LHR
LAX,summer,3657,leisure,16,10,LHR
FRA,spring,6953,leisure,19,17,NRT
CDG,summer,5418,leisure,24,8,NRT
NRT,autumn,1294,leisure,27,9,SIN
JFK,spring,7457,leisure,10,15,NRT
NRT,autumn,1308,leisure,1,10,SIN
CDG,spring,5994,business,17,19,NRT
NRT,winter,3525,business,12,12,LHR
LAX,winter,2860,business,18,2,CDG
BOM,summer,3511,family,14,6,LHR
SYD,autumn,658,business,17,4,BOM
SYD,autumn,6798,family,21,9,NRT
CDG,summer,3947,leisure,24,3,LHR
JFK,summer,2366,business,24,7,CDG
NRT,spring,1045,leisure,27,4,SIN
CDG,spring,3146,leisure,13,11,LHR
CDG,spring,6374,leisure,14,3,NRT
JFK,winter,6676,leisure,24,7,NRT
JFK,winter,7121,business,21,8,NRT
FRA,summer,3577,leisure,17,2,LHR
DXB,summer,1858,leisure,19,5,SIN
SIN,spring,6010,leisure,8,2,NRT
LHR,winter,7519,family,7,9,NRT
SIN,winter,5820,leisure,29,17,NRT
SIN,winter,4459,business,3,1,LHR
LAX,autumn,7083,leisure,5,5,NRT
BOM,spring,3413,leisure,16,5,LHR
LHR,summer,7302,leisure,27,16,NRT
SYD,summer,2493,leisure,26,6,CDG
CDG,autumn,5678,family,6,11,NRT
SYD,spring,4514,family,14,3,LHR
SYD,summer,4456,business,9,17,LHR
SYD,summer,2685,family,10,14,CDG
JFK,autumn,5101,leisure,27,4,NRT
FRA,summer,2954,leisure,1,2,CDG
SIN,spring,3682,business,25,16,LHR
BOM,winter,4395,business,22,18,LHR
SYD,spring,3303,business,20,9,LHR
LAX,autumn,5462,family,18,9,NRT
BOM,spring,7741,family,13,19,NRT
DXB,winter,7320,leisure,16,2,NRT
FRA,winter,6865,business,25,14,NRT
LAX,spring,5555,business,5,10,NRT
BOM,spring,5152,leisure,22,13,NRT
LHR,summer,1135,leisure,18,3,SIN
SIN,winter,5831,leisure,4,16,NRT
DXB,spring,7540,family,1,13,NRT
JFK,spring,5110,family,28,3,NRT
NRT,autumn,517,business,8,5,BOM
LHR,autumn,3793,leisure,15,7,LHR
DXB,summer,7556,leisure,6,10,NRT
LAX,spring,2040,family,12,6,CDG
JFK,spring,4549,business,8,9,LHR
DXB,spring,4119,business,19,11,LHR
CDG,summer,7052,leisure,4,6,NRT
SIN,spring,3375,family,7,15,LHR
SIN,autumn,5505,business,6,10,NRT
DXB,winter,898,leisure,15,6,BOM
DXB,winter,3109,leisure,21,9,LHR
FRA,winter,7143,leisure,4,19,NRT
JFK,winter,7875,family,27,8,NRT
BOM,summer,6489,leisure,18,1,NRT
FRA,autumn,260,family,8,19,BOM
SIN,autumn,7443,family,24,10,NRT
LHR,spring,546,leisure,23,5,BOM
NRT,winter,1332,leisure,17,7,SIN
BOM,spring,2659,leisure,15,5,CDG
LAX,winter,7131,family,26,7,NRT
NRT,spring,871,family,11,11,BOM
JFK,winter,3325,leisure,15,12,LHR
CDG,summer,6046,leisure,16,13,NRT
CDG,autumn,5066,family,21,5,NRT
NRT,autumn,5450,leisure,25,19,NRT
FRA,winter,3738,leisure,29,7,LHR
DXB,summer,6321,family,10,4,NRT
SIN,autumn,6318,business,1,3,NRT
SIN,autumn,2968,business,13,19,CDG
SIN,spring,1895,leisure,6,16,SIN
CDG,spring,4774,family,25,5,LHR
SIN,spring,4661,family,10,10,LHR
DXB,spring,1152,family,21,9,SIN
SYD,spring,832,leisure,16,1,BOM
CDG,autumn,7850,leisure,7,19,NRT
BOM,summer,3864,leisure,6,6,LHR
CDG,autumn,2498,leisure,25,2,CDG
JFK,summer,727,family,1,19,DXB
DXB,winter,2991,family,13,8,CDG
SIN,autumn,919,leisure,10,6,BOM
NRT,winter,6685,family,27,5,NRT
LAX,summer,7524,business,17,6,NRT
SYD,spring,2194,family,21,10,CDG
SYD,summer,7249,leisure,29,5,NRT
DXB,autumn,4344,family,24,12,LHR
LHR,autumn,2986,business,14,10,CDG
FRA,summer,908,business,5,1,DXB
CDG,summer,4166,leisure,11,16,LHR
JFK,summer,1715,family,4,11,SIN
SYD,summer,7127,business,14,1,NRT
SYD,autumn,2382,leisure,5,16,CDG
FRA,winter,5728,family,8,3,NRT
SIN,spring,4649,business,3,9,LHR
LHR,spring,698,business,4,3,BOM
JFK,winter,863,family,11,1,BOM
LAX,spring,7354,leisure,5,16,NRT
SYD,summer,7291,family,9,16,NRT
CDG,summer,2553,leisure,21,12,CDG
NRT,summer,5450,leisure,15,17,NRT
LHR,summer,5130,family,15,10,NRT
SIN,autumn,1258,leisure,7,19,SIN
NRT,summer,6123,leisure,6,10,NRT
BOM,autumn,1728,family,27,16,SIN
DXB,autumn,3763,business,21,17,LHR
LAX,winter,4029,business,2,10,LHR
NRT,summer,5051,business,11,9,NRT
BOM,spring,6940,leisure,6,6,NRT
LHR,autumn,4918,family,27,14,LHR
LAX,spring,2554,business,8,5,CDG
NRT,spring,7109,leisure,13,7,NRT
NRT,autumn,7144,leisure,24,7,NRT
CDG,winter,4222,family,19,15,LHR
NRT,winter,4446,leisure,3,13,LHR
SIN,autumn,4716,leisure,3,6,LHR
FRA,winter,2842,leisure,5,10,CDG
CDG,autumn,3229,leisure,21,14,LHR
FRA,summer,3450,business,21,11,LHR
LHR,summer,5587,business,24,5,NRT
NRT,spring,7081,family,6,15,NRT
NRT,winter,5236,leisure,23,8,NRT
LAX,autumn,309,family,15,12,BOM
FRA,summer,662,leisure,29,10,DXB
CDG,spring,1043,family,28,13,SIN
CDG,autumn,6901,family,1,9,NRT
JFK,winter,660,family,15,14,BOM
BOM,autumn,5754,leisure,23,17,NRT
CDG,autumn,6507,leisure,29,3,NRT
NRT,autumn,2240,family,27,15,CDG
CDG,spring,3039,family,6,2,LHR
BOM,summer,5829,family,16,14,NRT
LAX,spring,7226,leisure,23,17,NRT
CDG,winter,2397,business,27,7,CDG
FRA,summer,556,family,18,18,DXB
LHR,autumn,4116,business,5,1,LHR
LHR,spring,1554,leisure,1,17,SIN
JFK,spring,1927,business,20,11,SIN
FRA,winter,3576,business,17,19,LHR
SYD,spring,3942,business,26,7,LHR
SYD,summer,6463,family,16,13,NRT
JFK,autumn,5037,leisure,8,4,NRT
CDG,autumn,6450,business,25,2,NRT
NRT,autumn,2178,leisure,7,12,CDG
NRT,summer,5995,leisure,29,3,NRT
FRA,autumn,1050,family,6,1,SIN
BOM,spring,3369,family,2,3,LHR
BOM,winter,2976,family,23,13,CDG
BOM,winter,386,business,6,15,BOM
SIN,autumn,2846,leisure,3,17,CDG
JFK,winter,3729,family,13,18,LHR
SIN,spring,600,leisure,29,2,BOM
SYD,winter,3362,business,26,12,LHR
BOM,winter,1166,leisure,22,19,SIN
BOM,summer,5283,family,28,13,NRT
DXB,spring,4670,leisure,13,7,LHR
LHR,summer,3896,family,5,12,LHR
CDG,spring,5378,leisure,4,15,NRT
JFK,summer,2901,family,17,3,CDG
DXB,summer,5334,business,22,10,NRT
CDG,summer,5152,business,18,7,NRT
SIN,spring,7435,business,28,14,NRT
LAX,winter,608,business,9,1,BOM
LAX,spring,5397,business,28,11,NRT
LAX,spring,2161,leisure,16,4,CDG
BOM,summer,2996,leisure,5,11,CDG
LAX,spring,7091,business,9,17,NRT
SIN,winter,5968,business,25,18,NRT
LHR,summer,2520,business,29,6,CDG
DXB,winter,1382,leisure,19,4,SIN
NRT,autumn,7385,leisure,11,18,NRT
LAX,spring,7638,business,26,15,NRT
FRA,summer,5736,business,19,19,NRT
BOM,autumn,3605,family,12,11,LHR
LAX,spring,1344,business,13,4,SIN
NRT,spring,1005,leisure,4,10,SIN
DXB,autumn,7053,leisure,1,9,NRT
NRT,spring,6497,business,7,7,NRT
DXB,autumn,2215,business,2,19,CDG
SIN,summer,3839,leisure,4,12,LHR
BOM,spring,4442,family,19,18,LHR
LAX,summer,606,family,5,17,DXB
SYD,winter,4676,leisure,11,2,LHR
JFK,summer,1913,family,15,19,SIN
JFK,winter,3297,leisure,13,5,LHR
CDG,summer,1841,family,19,4,SIN
CDG,summer,1938,business,27,2,SIN
CDG,summer,3860,leisure,2,11,LHR
SIN,summer,7836,business,28,1,NRT
JFK,winter,5496,family,29,16,NRT
LHR,summer,7025,family,27,2,NRT
LAX,autumn,5982,leisure,19,3,NRT
LHR,summer,4138,leisure,8,10,LHR
FRA,summer,1829,business,6,14,SIN
FRA,spring,7935,leisure,22,8,NRT
NRT,summer,4730,family,11,5,LHR
FRA,spring,2798,family,16,7,CDG
CDG,autumn,1238,leisure,17,2,SIN
BOM,spring,5002,business,16,14,NRT
CDG,summer,1807,business,1,10,SIN
NRT,summer,6129,business,27,19,NRT
DXB,autumn,5179,leisure,15,10,NRT
SYD,summer,2295,business,22,8,CDG
CDG,winter,2934,business,7,8,CDG
DXB,winter,2805,family,9,14,CDG
BOM,spring,753,business,4,5,BOM
DXB,spring,2541,leisure,18,15,CDG
LAX,winter,2424,family,8,12,CDG
SYD,summer,829,leisure,12,11,DXB
BOM,winter,654,family,27,13,BOM
DXB,spring,6174,leisure,6,12,NRT
LHR,autumn,6848,family,28,19,NRT
FRA,autumn,3837,leisure,4,10,LHR
FRA,summer,2552,leisure,19,3,CDG
CDG,summer,1450,business,12,14,SIN
SIN,autumn,7002,leisure,3,17,NRT
DXB,autumn,5308,family,29,18,NRT
SIN,summer,1482,leisure,12,6,SIN
FRA,summer,3346,family,26,11,LHR
SYD,spring,6960,business,22,7,NRT
BOM,summer,283,leisure,14,16,DXB
LHR,spring,1088,family,9,17,SIN
BOM,winter,5108,leisure,12,2,NRT
LAX,summer,6633,leisure,17,6,NRT
LHR,autumn,625,business,16,17,BOM
NRT,winter,4380,family,18,14,LHR
NRT,winter,2746,leisure,28,16,CDG
LAX,summer,5912,family,9,13,NRT
LAX,winter,7206,business,14,5,NRT
NRT,autumn,7550,leisure,22,18,NRT
LAX,autumn,5413,leisure,12,16,NRT
LAX,summer,3351,family,4,10,LHR
LHR,summer,2411,business,2,11,CDG
SYD,summer,2437,leisure,23,15,CDG
CDG,summer,6607,family,1,19,NRT
BOM,autumn,2655,leisure,1,9,CDG
SIN,summer,1312,business,17,6,SIN
JFK,spring,2000,family,19,5,SIN
LHR,autumn,3293,leisure,4,11,LHR
NRT,spring,1472,business,23,8,SIN
CDG,summer,878,business,12,10,DXB
JFK,autumn,3431,family,21,16,LHR
SYD,summer,3440,family,18,19,LHR
CDG,spring,2960,family,10,7,CDG
SIN,spring,6389,family,19,10,NRT
SIN,autumn,297,business,1,18,BOM
DXB,autumn,2266,leisure,28,5,CDG
DXB,winter,6492,family,1,2,NRT
DXB,winter,6855,family,1,8,NRT
LAX,summer,6191,family,15,7,NRT
LHR,summer,7234,leisure,27,14,NRT
LAX,winter,4450,business,26,18,LHR
SYD,spring,3874,business,19,18,LHR
CDG,winter,1309,family,17,5,SIN
LHR,winter,4940,business,1,14,LHR
FRA,summer,3794,business,27,10,LHR
CDG,autumn,880,business,20,16,BOM
LAX,summer,7274,family,11,18,NRT
DXB,autumn,1563,family,26,15,SIN
NRT,spring,3397,leisure,23,9,LHR
DXB,winter,3403,business,13,16,LHR
LHR,spring,7518,family,18,10,NRT
LHR,winter,4504,business,10,14,LHR
SYD,spring,7883,leisure,5,1,NRT
CDG,autumn,631,business,13,8,BOM
BOM,winter,6371,family,13,5,NRT
DXB,winter,593,leisure,10,13,BOM
CDG,spring,2770,family,27,1,CDG
FRA,autumn,6798,business,10,7,NRT
LHR,spring,328,family,22,7,BOM
LAX,autumn,5309,business,14,1,NRT
LAX,spring,1385,business,3,16,SIN
BOM,summer,3368,leisure,6,5,LHR
SYD,autumn,3817,leisure,27,13,LHR
BOM,summer,2303,business,8,2,CDG
FRA,spring,4357,leisure,27,19,LHR
LHR,autumn,3527,family,12,8,LHR
FRA,spring,3096,leisure,16,11,LHR
JFK,winter,1840,business,25,3,SIN
LHR,summer,4843,business,1,19,LHR
FRA,autumn,7516,family,12,8,NRT
SIN,summer,3043,family,16,8,LHR
BOM,spring,3159,business,12,19,LHR
FRA,spring,3735,business,4,4,LHR
SYD,autumn,6465,business,21,4,NRT
SIN,summer,7878,business,22,1,NRT
CDG,winter,7810,family,16,14,NRT
DXB,autumn,6850,business,25,7,NRT
JFK,winter,5441,family,18,16,NRT
CDG,summer,6499,family,11,19,NRT
NRT,autumn,6322,family,12,12,NRT
LHR,spring,5235,leisure,8,8,NRT
LAX,spring,7140,leisure,22,5,NRT
NRT,summer,5065,business,16,12,NRT
NRT,winter,7491,business,8,4,NRT
BOM,summer,4183,leisure,17,14,LHR
DXB,summer,4472,family,20,19,LHR
SYD,autumn,5914,business,2,12,NRT
LHR,autumn,1328,family,2,10,SIN
SYD,summer,254,leisure,27,16,DXB
NRT,winter,7074,family,6,15,NRT
SIN,summer,6318,business,22,11,NRT
NRT,summer,457,business,3,11,DXB
NRT,summer,3097,leisure,21,16,LHR
SYD,spring,5022,business,6,1,NRT
LHR,summer,851,business,8,5,DXB
JFK,spring,4737,leisure,28,8,LHR
SIN,winter,6369,business,27,12,NRT
JFK,winter,6649,leisure,21,13,NRT
NRT,winter,7357,leisure,7,9,NRT
SYD,summer,1253,family,11,11,SIN
DXB,spring,1365,business,17,12,SIN
DXB,summer,2262,business,3,16,CDG
SYD,winter,3464,leisure,17,10,LHR
LHR,autumn,2008,leisure,7,6,CDG
SIN,autumn,6159,business,16,8,NRT
CDG,summer,2854,leisure,5,1,CDG
FRA,autumn,1569,business,5,14,SIN
LAX,winter,3322,family,11,14,LHR
SYD,spring,6041,business,22,14,NRT
BOM,autumn,1338,leisure,1,17,SIN
JFK,spring,5845,leisure,24,15,NRT
FRA,autumn,915,leisure,6,16,BOM
LAX,summer,2172,business,13,17,CDG
LAX,spring,7672,business,9,10,NRT
NRT,winter,4216,leisure,23,16,LHR
SYD,winter,4091,leisure,21,16,LHR
BOM,winter,3573,business,23,14,LHR
FRA,autumn,2573,leisure,2,9,CDG
BOM,winter,1662,family,28,17,SIN
CDG,winter,6971,leisure,8,9,NRT
JFK,autumn,6138,business,21,19,NRT
DXB,spring,2360,family,14,12,CDG
DXB,summer,3292,business,4,9,LHR
JFK,winter,705,business,5,18,BOM
LHR,winter,2845,business,4,2,CDG
LHR,winter,3737,family,6,5,LHR
JFK,summer,468,family,26,2,DXB
SYD,summer,3438,business,3,2,LHR
FRA,summer,6473,family,7,2,NRT
SYD,spring,5023,leisure,11,19,NRT
JFK,autumn,2216,leisure,8,13,CDG
JFK,winter,6684,family,5,12,NRT
NRT,autumn,1890,leisure,11,13,SIN
DXB,autumn,3115,family,23,13,LHR
SYD,winter,2990,leisure,29,4,CDG
SIN,winter,3866,business,22,15,LHR
LAX,autumn,2630,business,13,1,CDG
SYD,spring,7256,leisure,27,8,NRT
NRT,winter,3827,family,17,13,LHR
LHR,winter,5915,business,11,3,NRT
SYD,winter,4064,family,29,15,LHR
CDG,summer,3223,leisure,20,13,LHR
FRA,autumn,6437,leisure,14,15,NRT
CDG,spring,1897,business,13,12,SIN
SYD,spring,576,business,23,17,BOM
SIN,winter,1262,family,12,15,SIN
JFK,winter,2485,family,4,8,CDG
LHR,summer,3386,business,1,8,LHR
LAX,winter,4380,business,15,19,LHR
NRT,winter,6228,leisure,8,7,NRT
LHR,autumn,7880,family,27,9,NRT
CDG,autumn,5457,leisure,27,2,NRT
NRT,summer,402,business,6,15,DXB
