weather_score,aircraft_age_years,crew_availability,atc_restrictions,season,route_distance_km,airline,prev_cancellations,is_international,cancelled
0.89,9,0.59,0,summer,2257,AsiaJet,3,0,0
0.07,24,0.91,0,autumn,5883,EuroWings,1,0,0
0.71,18,0.95,0,winter,6195,PacificAir,0,0,0
0.72,12,0.81,1,spring,1684,SkyMind,7,1,0
0.79,9,0.81,0,summer,6341,AeroGulf,9,0,0
0.27,21,0.69,1,summer,10065,AsiaJet,9,0,1
0.42,24,0.85,0,spring,9415,AsiaJet,6,0,0
0.24,6,0.74,0,winter,1505,AsiaJet,8,1,0
0.31,2,0.87,1,winter,4758,PacificAir,1,1,1
0.97,1,0.98,1,summer,1263,SkyMind,9,0,0
0.45,4,0.91,1,summer,9276,EuroWings,9,1,0
0.85,20,0.76,1,summer,5244,AeroGulf,5,0,1
0.79,23,0.99,1,winter,9682,PacificAir,2,0,1
0.44,18,0.8,1,autumn,9067,AsiaJet,4,0,1
0.99,4,0.53,0,summer,8030,SkyMind,8,0,0
0.84,11,0.87,0,spring,12698,SkyMind,2,0,1
0.48,1,0.91,0,spring,7763,SkyMind,8,1,0
0.31,7,0.57,0,summer,8033,EuroWings,7,1,1
0.08,11,0.84,1,autumn,3329,AeroGulf,9,1,1
0.46,16,0.96,0,summer,663,AsiaJet,8,1,0
0.36,19,0.63,0,spring,2131,PacificAir,1,0,1
0.71,24,0.79,0,spring,5262,PacificAir,3,1,0
0.02,13,0.64,1,spring,4327,PacificAir,2,1,0
0.83,1,0.89,1,autumn,8047,PacificAir,5,1,1
0.42,12,0.79,0,summer,4616,AsiaJet,7,0,0
0.47,1,0.71,0,winter,2107,AeroGulf,6,0,0
0.18,14,0.51,0,summer,6519,AsiaJet,1,0,1
0.94,13,0.97,0,autumn,12855,PacificAir,4,0,0
0.4,16,0.75,0,summer,7730,AeroGulf,3,0,0
0.84,5,0.9,1,summer,4317,EuroWings,0,1,0
0.24,4,0.7,1,winter,10450,AeroGulf,4,1,0
0.1,4,0.92,0,winter,816,EuroWings,4,1,0
0.64,8,0.58,1,winter,2391,AsiaJet,4,0,0
0.98,15,0.62,0,spring,9348,EuroWings,2,1,1
0.65,16,0.67,1,summer,2425,EuroWings,0,0,1
0.61,7,0.54,1,summer,11934,AeroGulf,9,0,0
0.44,8,0.72,1,spring,11190,AsiaJet,6,1,0
0.28,18,0.74,0,winter,7733,AeroGulf,8,1,1
0.43,16,0.56,1,summer,10304,SkyMind,9,0,0
0.15,15,0.71,0,summer,4142,EuroWings,5,1,0
0.26,23,0.6,0,summer,6893,AeroGulf,3,1,0
0.49,20,0.94,1,autumn,10955,AsiaJet,4,0,0
0.14,24,0.75,0,winter,5194,AeroGulf,2,1,0
0.79,24,0.98,1,winter,4634,SkyMind,3,1,0
0.01,16,0.67,0,autumn,8272,EuroWings,9,1,0
0.32,16,0.67,1,autumn,12948,SkyMind,2,1,0
0.52,2,0.67,1,spring,9253,SkyMind,9,1,0
0.93,6,0.63,0,winter,644,EuroWings,6,0,0
0.57,11,0.89,1,spring,7833,SkyMind,3,0,0
0.29,5,0.64,1,winter,6384,EuroWings,9,0,0
0.35,15,0.64,1,summer,6828,EuroWings,5,0,0
0.34,14,0.52,0,autumn,971,PacificAir,7,1,1
0.18,16,0.98,1,winter,9721,AsiaJet,7,0,0
0.14,16,0.94,1,spring,3110,AeroGulf,5,0,0
0.48,9,0.65,1,winter,1597,AeroGulf,8,1,1
0.27,19,0.76,0,winter,12405,AsiaJet,5,0,0
0.09,5,0.74,0,winter,11995,SkyMind,8,1,0
0.22,21,0.54,0,summer,1432,AsiaJet,5,1,0
0.52,8,0.77,0,summer,9098,EuroWings,8,0,1
0.26,14,0.56,0,spring,2039,EuroWings,7,0,0
0.24,9,0.72,1,winter,9047,AeroGulf,6,1,1
0.62,12,0.54,1,summer,7778,PacificAir,7,0,1
0.69,15,0.79,0,winter,13464,SkyMind,3,1,1
0.24,21,0.52,1,autumn,9090,AsiaJet,6,0,1
0.47,14,0.81,1,summer,12071,EuroWings,1,1,0
0.76,2,0.85,0,winter,5960,EuroWings,2,1,1
0.69,22,0.79,0,spring,11738,PacificAir,2,1,0
0.07,4,0.73,1,autumn,11969,EuroWings,4,0,0
0.36,8,0.53,0,autumn,4895,AsiaJet,3,0,0
0.72,22,0.51,0,autumn,5625,AeroGulf,0,1,1
0.18,2,0.67,0,spring,3594,AeroGulf,6,1,0
0.2,19,0.89,1,spring,12698,SkyMind,9,1,0
0.63,18,0.82,0,summer,8556,AsiaJet,1,0,0
0.28,6,0.56,1,winter,8050,EuroWings,7,0,1
0.32,20,0.84,1,summer,8864,EuroWings,3,0,1
0.52,16,0.79,1,winter,1542,AsiaJet,9,1,0
0.75,1,0.58,0,summer,11825,AeroGulf,4,0,0
0.5,9,0.88,1,summer,2322,EuroWings,3,0,0
0.89,22,0.92,1,spring,6994,EuroWings,3,0,0
0.11,2,0.62,1,summer,12083,AsiaJet,5,1,1
0.75,15,0.82,1,spring,8710,SkyMind,4,0,0
0.54,19,0.69,1,summer,9710,AsiaJet,5,0,0
0.82,24,0.53,1,autumn,4499,EuroWings,1,1,0
0.32,9,0.93,0,winter,9289,AsiaJet,0,0,0
0.48,9,0.91,1,summer,3311,AsiaJet,2,1,1
0.82,5,0.66,0,summer,5793,SkyMind,9,0,1
0.83,4,0.77,0,spring,12492,AeroGulf,7,0,1
0.38,5,0.76,0,summer,1528,AsiaJet,0,1,0
0.82,12,0.59,1,spring,4105,AsiaJet,7,1,0
0.68,1,0.57,0,spring,6164,SkyMind,1,0,0
0.41,19,0.92,0,summer,12454,EuroWings,9,1,0
0.97,9,0.93,1,spring,6401,PacificAir,3,1,1
0.03,12,0.86,0,winter,10908,PacificAir,2,0,0
0.38,24,0.54,1,summer,13160,EuroWings,0,1,0
0.31,13,0.95,1,spring,4305,EuroWings,7,1,1
0.94,20,0.99,1,winter,11734,EuroWings,0,0,0
0.1,17,0.89,1,spring,3017,AeroGulf,6,1,1
0.63,3,0.68,0,autumn,10259,AeroGulf,2,1,1
0.72,13,0.7,0,autumn,3206,SkyMind,2,0,0
0.18,14,0.93,0,spring,13792,EuroWings,8,1,0
0.15,4,0.64,1,spring,10062,AsiaJet,7,1,0
0.05,4,0.57,0,spring,12756,EuroWings,9,1,0
0.16,1,0.91,1,spring,9976,EuroWings,2,0,1
0.81,6,0.6,0,summer,2672,AsiaJet,8,0,0
0.94,11,0.95,1,winter,5885,SkyMind,5,0,0
0.9,24,0.8,0,summer,3102,EuroWings,2,1,0
0.37,2,0.78,0,winter,5498,AsiaJet,6,0,0
0.73,23,0.89,0,summer,1918,PacificAir,3,0,1
0.83,19,0.51,1,autumn,1731,PacificAir,5,1,0
0.81,22,0.86,1,summer,6120,AsiaJet,1,0,0
0.06,18,0.8,1,winter,9956,EuroWings,8,1,1
0.21,24,0.76,1,spring,3026,AeroGulf,2,0,1
0.94,20,0.61,0,winter,9445,AeroGulf,9,0,0
0.74,22,0.91,1,winter,3909,EuroWings,3,0,1
0.83,16,0.63,0,autumn,6941,AsiaJet,8,1,0
0.51,3,0.74,0,winter,4622,SkyMind,6,1,1
0.39,1,0.58,1,spring,12903,AeroGulf,1,0,0
0.65,2,0.99,1,summer,7044,PacificAir,0,0,0
0.47,13,0.6,1,winter,949,SkyMind,6,0,0
0.37,14,0.9,1,autumn,1684,PacificAir,1,1,0
0.35,8,0.63,1,winter,1064,EuroWings,5,1,1
0.16,14,0.63,0,winter,3794,SkyMind,5,0,0
0.53,6,0.71,0,spring,1315,EuroWings,4,1,0
0.52,12,0.92,1,spring,9496,AeroGulf,1,1,0
0.59,4,0.84,0,spring,4431,EuroWings,8,1,0
0.12,9,0.94,0,summer,10553,AeroGulf,0,0,0
0.91,7,0.52,0,winter,10272,AeroGulf,9,0,0
0.74,1,0.98,1,summer,6600,AsiaJet,0,1,1
0.13,22,0.54,1,spring,6113,EuroWings,1,0,0
0.08,4,0.86,0,winter,3533,SkyMind,7,0,0
0.64,6,0.6,1,summer,5882,SkyMind,4,0,1
0.34,11,0.92,0,spring,1692,AsiaJet,2,0,0
0.32,8,0.93,0,spring,7484,EuroWings,3,1,0
0.84,13,0.78,0,winter,845,AsiaJet,3,1,0
0.35,9,0.7,1,summer,13028,AeroGulf,8,1,1
0.63,19,0.9,0,spring,4569,EuroWings,4,1,0
0.54,18,0.94,0,spring,11578,SkyMind,3,1,0
0.26,23,0.87,1,spring,6493,AeroGulf,6,1,1
0.33,23,0.95,1,spring,1902,AsiaJet,5,0,1
0.94,19,0.81,0,spring,11279,AsiaJet,1,0,0
0.33,5,0.84,0,spring,6872,AsiaJet,3,0,0
0.78,10,0.79,1,winter,7925,EuroWings,2,1,1
0.86,15,0.74,0,autumn,13229,AsiaJet,8,1,1
0.07,8,0.83,0,autumn,12219,AeroGulf,5,0,1
0.66,19,0.78,0,spring,6516,EuroWings,1,0,1
0.75,8,0.87,0,spring,4384,EuroWings,4,1,0
0.43,15,0.97,0,winter,9887,AeroGulf,5,0,0
0.57,19,0.69,1,winter,9111,SkyMind,0,0,1
0.16,4,0.71,0,spring,2717,EuroWings,9,1,0
0.32,3,0.51,1,summer,5042,AeroGulf,5,1,1
0.71,5,0.76,0,summer,2818,EuroWings,2,0,1
0.6,12,0.57,1,autumn,9579,SkyMind,7,0,0
0.14,16,0.86,1,winter,2638,SkyMind,4,0,1
0.99,8,0.89,0,autumn,12422,PacificAir,5,1,0
0.94,21,0.86,0,autumn,9973,EuroWings,3,1,0
0.22,23,0.77,0,summer,9851,EuroWings,0,0,0
0.88,20,0.77,1,autumn,13209,AeroGulf,3,0,1
0.27,18,0.82,0,spring,8073,AeroGulf,9,1,0
0.56,22,0.78,0,autumn,12072,PacificAir,3,1,0
0.78,12,0.88,0,autumn,7470,AeroGulf,3,1,1
0.34,5,0.95,0,spring,11400,SkyMind,2,1,0
0.56,8,0.77,1,spring,1114,AsiaJet,2,0,0
0.45,8,0.56,0,autumn,10217,EuroWings,0,1,0
0.76,1,0.57,1,summer,7686,PacificAir,7,0,1
0.48,8,0.69,0,autumn,4467,EuroWings,6,0,1
0.57,19,0.75,1,summer,3303,PacificAir,2,1,1
0.85,18,0.61,1,summer,13797,AsiaJet,6,0,1
0.7,20,0.73,1,spring,6011,PacificAir,8,0,1
0.53,10,0.57,1,summer,4089,PacificAir,6,0,0
0.46,8,0.62,1,winter,8737,AsiaJet,3,1,1
0.13,13,0.87,1,autumn,13459,AeroGulf,0,1,0
0.06,5,0.99,0,summer,6456,SkyMind,8,1,0
0.95,11,0.59,0,summer,13210,PacificAir,7,0,1
0.19,23,0.67,1,autumn,2343,SkyMind,2,1,1
0.28,8,0.68,0,spring,3117,PacificAir,9,1,0
0.61,19,0.61,0,winter,6002,AsiaJet,8,0,0
0.83,23,0.6,0,summer,8759,SkyMind,4,1,0
0.83,23,0.57,1,winter,2352,EuroWings,3,0,1
0.83,19,0.95,1,autumn,13246,SkyMind,5,1,0
0.98,22,0.82,0,summer,2741,AsiaJet,6,0,1
0.06,23,0.65,0,summer,12337,AeroGulf,5,1,1
0.4,9,0.63,0,summer,1402,AeroGulf,8,1,0
0.91,16,0.79,0,winter,10279,SkyMind,0,1,0
0.47,12,0.85,0,winter,5158,AsiaJet,3,0,0
0.87,4,0.63,1,summer,1988,AeroGulf,0,0,1
0.02,4,0.67,1,autumn,2656,AeroGulf,9,1,1
0.5,12,0.65,0,summer,12809,AeroGulf,6,0,1
0.92,14,0.54,1,autumn,5334,SkyMind,3,1,1
0.26,16,0.69,1,spring,627,AeroGulf,0,1,0
0.93,21,0.77,0,spring,11981,AsiaJet,0,1,0
0.01,12,0.83,1,spring,13537,AsiaJet,7,1,0
0.08,21,0.71,1,autumn,8031,EuroWings,3,0,1
0.48,15,0.99,1,winter,10113,AeroGulf,9,1,0
0.11,1,0.81,1,autumn,3709,EuroWings,2,1,1
0.23,8,0.94,0,autumn,12237,EuroWings,8,0,0
0.3,24,0.96,1,spring,7628,AeroGulf,1,0,0
0.48,3,0.91,1,summer,3672,EuroWings,4,0,0
0.39,12,0.63,1,autumn,10946,AeroGulf,1,1,1
0.92,6,0.72,1,spring,1637,PacificAir,2,1,1
0.89,9,0.5,0,autumn,13091,AsiaJet,4,1,0
0.75,20,0.73,0,winter,3385,PacificAir,1,0,0
0.66,22,0.65,0,autumn,8040,SkyMind,6,1,1
0.2,20,0.56,1,spring,2159,SkyMind,1,0,0
0.6,6,0.92,0,autumn,7302,EuroWings,9,0,1
0.15,15,0.84,0,autumn,11983,PacificAir,4,0,0
0.45,22,1.0,0,autumn,5966,PacificAir,4,1,0
0.46,4,0.75,0,spring,3485,AeroGulf,2,0,1
0.69,5,0.67,1,spring,1443,EuroWings,1,0,1
0.84,17,0.63,0,autumn,5060,AsiaJet,7,0,0
0.32,9,0.72,0,spring,8951,PacificAir,5,1,0
0.04,11,0.65,0,autumn,5756,PacificAir,9,0,0
0.05,7,1.0,0,autumn,2071,AeroGulf,4,0,0
0.87,21,0.59,1,autumn,8840,AeroGulf,2,1,0
0.49,21,0.51,0,autumn,13528,AsiaJet,9,0,1
0.25,6,0.56,0,summer,10071,EuroWings,0,1,1
0.03,11,0.95,1,summer,4919,AeroGulf,9,1,1
0.53,14,0.85,1,winter,8170,SkyMind,4,1,0
0.14,24,0.89,0,autumn,7907,PacificAir,0,1,0
0.42,11,0.66,0,autumn,8746,SkyMind,0,1,0
0.52,19,0.81,0,spring,8057,SkyMind,2,0,1
0.23,13,0.85,1,autumn,5553,PacificAir,1,0,1
0.2,8,0.66,0,spring,11122,PacificAir,4,1,0
0.02,19,0.86,1,winter,1113,AeroGulf,4,1,0
0.59,14,0.81,1,summer,6977,EuroWings,6,0,0
0.2,5,0.65,1,summer,10838,PacificAir,4,1,0
0.88,11,0.53,0,spring,12910,EuroWings,6,0,1
0.6,21,0.62,0,autumn,6718,PacificAir,7,0,1
0.56,2,0.81,1,spring,7880,SkyMind,0,0,1
0.5,15,0.8,0,winter,6771,SkyMind,3,0,0
0.22,16,0.75,0,summer,8986,AsiaJet,0,1,0
0.97,1,0.63,1,autumn,11262,AeroGulf,5,0,1
0.97,3,0.72,1,autumn,4454,AeroGulf,3,0,0
0.32,10,0.57,1,autumn,11269,PacificAir,8,0,1
0.78,4,0.83,0,summer,557,PacificAir,0,0,0
0.12,23,0.93,1,autumn,4746,AeroGulf,6,0,0
0.78,23,0.73,0,winter,3020,AsiaJet,7,0,0
0.29,16,0.61,1,winter,2191,PacificAir,0,0,0
0.29,9,0.91,0,summer,3910,EuroWings,3,0,0
0.51,4,0.66,0,summer,4014,PacificAir,0,0,0
0.39,19,0.8,1,summer,4622,EuroWings,5,0,1
0.12,19,0.54,0,spring,963,EuroWings,2,0,0
0.59,10,0.86,1,summer,7773,SkyMind,4,1,0
0.21,10,0.73,0,summer,7082,SkyMind,0,1,0
0.44,14,0.71,1,spring,6718,AsiaJet,0,1,0
0.23,1,0.97,1,autumn,879,SkyMind,6,1,0
0.86,16,0.75,0,spring,11535,EuroWings,5,0,0
0.34,22,0.51,1,winter,4537,AsiaJet,8,1,0
0.89,20,0.98,0,winter,8879,SkyMind,4,1,0
0.33,5,0.51,0,autumn,11784,SkyMind,0,1,0
0.18,14,0.77,1,spring,3739,EuroWings,7,1,0
0.58,18,0.82,1,autumn,8668,PacificAir,0,0,0
0.56,8,0.95,1,winter,3887,AsiaJet,0,1,0
0.62,10,0.84,1,spring,11347,SkyMind,9,1,0
0.3,3,0.91,1,spring,7743,EuroWings,8,1,0
0.32,23,0.88,0,winter,9369,SkyMind,6,1,0
0.24,8,0.61,1,summer,7422,PacificAir,4,1,1
0.93,15,0.85,0,autumn,4821,AeroGulf,4,1,1
0.68,14,0.82,1,winter,9203,AsiaJet,9,1,0
0.76,3,0.62,0,winter,775,AsiaJet,7,1,1
0.19,15,0.56,1,spring,12973,EuroWings,2,0,0
0.66,21,0.88,1,spring,11158,EuroWings,0,1,0
0.76,1,0.99,1,autumn,10138,SkyMind,4,1,1
0.34,7,0.87,0,winter,11407,AsiaJet,4,1,0
0.16,14,0.87,1,winter,11871,SkyMind,6,1,0
0.7,4,0.58,1,spring,10519,AeroGulf,9,0,1
0.61,14,0.62,0,winter,7174,AsiaJet,7,1,0
0.58,9,0.79,0,spring,12197,AeroGulf,6,1,1
0.18,10,0.52,0,summer,13431,SkyMind,6,1,0
0.26,24,0.83,0,summer,1218,PacificAir,8,1,0
0.62,10,0.57,1,autumn,12887,AeroGulf,0,1,1
0.61,7,0.71,1,autumn,10556,PacificAir,7,0,1
0.55,15,0.66,1,winter,2275,AsiaJet,8,1,0
0.77,4,0.55,1,winter,7076,PacificAir,1,0,1
0.81,18,0.79,0,winter,1756,PacificAir,3,0,1
0.28,16,0.68,0,winter,13922,SkyMind,7,0,1
0.16,19,0.52,1,summer,9184,SkyMind,7,0,0
0.2,8,0.72,0,spring,11052,SkyMind,2,0,1
0.28,16,0.8,1,spring,6958,SkyMind,0,0,0
0.95,6,0.57,1,winter,7542,AsiaJet,6,1,0
0.14,19,0.79,1,summer,7916,SkyMind,0,0,0
0.88,10,0.65,0,winter,2748,AsiaJet,6,0,1
0.2,13,0.63,0,spring,8149,AsiaJet,7,1,0
0.35,16,0.9,0,autumn,6182,PacificAir,2,0,1
0.13,2,0.73,1,summer,7690,AsiaJet,9,1,0
0.1,8,0.69,0,spring,12965,SkyMind,1,0,0
0.1,9,0.91,1,spring,4593,EuroWings,3,0,1
0.34,7,0.96,1,autumn,13101,PacificAir,0,0,0
0.52,5,0.66,0,autumn,5644,AsiaJet,1,0,0
0.2,8,0.53,0,autumn,10309,PacificAir,8,0,0
0.93,3,0.77,0,autumn,4881,AsiaJet,7,1,0
0.59,13,0.86,0,summer,13764,AsiaJet,8,0,0
0.89,20,0.79,0,winter,5436,PacificAir,0,0,1
0.15,19,0.84,0,summer,2167,PacificAir,9,1,0
0.14,12,0.82,1,summer,4734,AeroGulf,5,0,1
0.85,19,0.98,0,spring,13264,AeroGulf,0,0,0
0.57,8,0.93,1,spring,10194,SkyMind,6,0,0
0.94,19,0.57,1,spring,11801,AsiaJet,9,0,0
0.15,6,0.73,1,spring,4974,PacificAir,4,1,0
0.03,7,0.73,0,spring,1288,EuroWings,7,0,0
0.92,17,0.73,1,summer,6690,PacificAir,5,1,1
0.7,15,0.97,1,autumn,1911,AeroGulf,0,1,0
0.81,14,0.66,1,winter,12183,PacificAir,6,1,1
0.3,15,0.81,1,summer,6758,EuroWings,5,0,0
0.0,8,0.95,0,winter,8247,PacificAir,2,0,0
0.48,8,0.53,0,winter,6871,PacificAir,7,1,0
0.99,20,0.94,1,autumn,9258,EuroWings,2,1,1
0.91,24,0.88,0,winter,7116,AeroGulf,7,0,1
0.07,6,0.6,1,autumn,6178,PacificAir,4,1,1
0.19,23,0.66,1,summer,12567,AeroGulf,9,1,1
0.31,3,0.66,1,autumn,12529,EuroWings,2,1,1
0.83,16,0.61,1,autumn,12777,PacificAir,7,1,0
0.82,3,0.82,1,spring,6561,PacificAir,1,1,0
0.19,13,0.99,1,spring,11778,AsiaJet,9,0,0
0.53,15,0.58,1,autumn,6664,SkyMind,0,1,1
0.5,10,0.62,0,autumn,13320,EuroWings,7,0,1
0.41,9,0.65,1,winter,8220,AeroGulf,7,1,1
0.54,15,0.97,0,winter,13311,EuroWings,3,0,1
0.29,12,0.81,0,autumn,8613,AsiaJet,6,1,0
0.53,19,0.61,1,winter,1705,EuroWings,2,1,1
0.69,9,0.9,1,summer,3244,SkyMind,8,0,1
0.06,3,0.96,0,winter,11265,EuroWings,0,1,0
0.97,13,0.7,1,winter,2166,AeroGulf,7,0,1
0.17,4,0.59,1,autumn,7815,AeroGulf,6,0,0
0.36,3,0.65,1,winter,12569,SkyMind,7,0,1
0.47,5,0.61,0,autumn,10858,AsiaJet,4,0,0
0.04,20,0.6,1,spring,2417,PacificAir,7,0,0
0.55,9,0.59,0,winter,11350,PacificAir,6,0,0
0.87,18,0.94,0,autumn,1419,SkyMind,6,0,0
0.9,10,0.54,0,autumn,11276,SkyMind,4,1,0
0.33,24,0.71,1,winter,6837,AeroGulf,6,0,0
0.56,19,0.51,0,spring,13694,SkyMind,9,0,0
0.78,15,0.65,0,autumn,8810,AeroGulf,0,1,1
0.25,18,0.85,1,autumn,4543,EuroWings,7,0,1
0.53,7,0.6,0,winter,10954,AeroGulf,8,1,0
0.37,22,1.0,1,summer,6448,AeroGulf,9,0,0
0.38,24,0.52,1,autumn,4163,EuroWings,3,1,0
0.09,3,0.57,1,winter,9254,AeroGulf,4,1,1
0.41,22,0.89,1,winter,6229,PacificAir,6,0,0
0.16,2,0.99,1,spring,5585,AeroGulf,5,0,0
0.3,11,0.98,0,autumn,2698,SkyMind,5,1,0
0.33,15,0.9,1,autumn,13303,AeroGulf,6,1,1
0.43,7,0.99,1,autumn,6174,EuroWings,8,1,1
0.92,19,0.92,1,winter,1935,SkyMind,1,1,1
0.63,5,0.53,0,autumn,7005,EuroWings,4,0,0
0.97,19,0.92,0,spring,5032,EuroWings,6,1,0
0.59,10,0.74,1,spring,7930,PacificAir,0,1,1
0.81,15,0.73,1,autumn,9906,AsiaJet,6,0,0
0.83,1,0.5,0,autumn,1763,PacificAir,8,0,0
0.74,17,0.81,0,winter,9018,EuroWings,8,1,1
0.67,10,0.84,0,spring,12296,EuroWings,6,1,0
0.42,4,0.9,1,summer,6238,EuroWings,9,1,1
0.57,21,0.66,1,autumn,9627,EuroWings,5,0,0
0.19,17,0.56,1,autumn,6485,EuroWings,9,1,0
0.62,10,0.72,0,winter,3163,PacificAir,0,1,1
0.51,12,0.68,0,spring,984,AsiaJet,5,1,0
0.8,11,0.88,0,autumn,763,EuroWings,3,0,1
0.9,3,0.61,1,winter,12296,AsiaJet,3,0,0
0.13,19,0.57,0,autumn,11911,SkyMind,1,0,0
0.69,18,0.72,0,winter,11328,AeroGulf,7,1,0
0.95,22,0.81,0,winter,3775,EuroWings,8,1,0
0.92,18,0.64,0,winter,4150,EuroWings,0,1,1
0.83,4,0.56,0,autumn,9078,EuroWings,6,0,1
0.05,5,0.72,0,autumn,6446,AeroGulf,6,1,1
0.25,3,0.98,0,spring,1589,AsiaJet,6,1,0
0.15,1,0.98,0,autumn,2657,PacificAir,3,0,0
0.93,17,0.85,1,summer,12161,EuroWings,5,1,0
0.75,17,0.89,1,spring,9654,AeroGulf,9,1,1
0.53,22,0.6,1,winter,2959,SkyMind,8,0,0
0.98,20,0.69,0,spring,6971,AeroGulf,8,1,1
0.19,22,0.8,0,summer,5137,EuroWings,3,1,0
0.64,1,0.88,0,summer,2174,AsiaJet,1,0,1
0.61,21,0.58,1,winter,11330,AsiaJet,1,0,1
0.34,1,0.73,0,autumn,4843,SkyMind,1,1,0
0.49,4,0.58,1,summer,11618,EuroWings,0,0,1
0.24,9,0.82,0,autumn,5565,SkyMind,9,1,0
0.68,6,0.89,0,winter,6554,SkyMind,6,0,0
0.42,12,0.92,1,autumn,8049,EuroWings,5,1,0
0.02,13,0.87,1,autumn,6499,AsiaJet,4,1,0
0.95,20,0.58,0,spring,9731,AsiaJet,2,1,1
0.5,23,0.91,0,autumn,8226,AsiaJet,2,0,0
0.71,11,0.67,0,autumn,5786,AsiaJet,0,0,0
0.2,12,0.92,0,spring,8155,AsiaJet,0,1,0
0.13,10,0.63,0,autumn,10784,SkyMind,9,0,0
0.9,16,0.74,1,spring,2454,PacificAir,7,0,1
0.59,17,0.79,1,spring,7090,EuroWings,5,0,1
0.49,13,0.52,0,autumn,6860,PacificAir,4,1,0
0.52,1,0.95,0,autumn,5471,SkyMind,3,1,0
0.24,21,0.76,0,autumn,6308,EuroWings,7,0,0
0.91,23,0.6,0,spring,646,SkyMind,9,1,0
0.21,9,0.58,0,summer,9701,EuroWings,8,1,0
0.16,8,0.84,0,spring,8916,AeroGulf,0,1,0
0.93,18,0.54,1,summer,4655,SkyMind,1,1,1
0.26,1,0.72,1,winter,6649,SkyMind,3,1,0
0.86,3,0.77,0,summer,3225,AeroGulf,5,1,1
0.77,1,0.62,0,winter,2316,AsiaJet,9,0,1
0.38,1,0.56,1,autumn,5521,AeroGulf,2,0,1
0.25,24,0.75,1,spring,11790,AeroGulf,0,1,0
0.76,19,0.67,1,spring,5807,PacificAir,2,0,0
0.6,18,0.57,1,winter,3627,PacificAir,7,1,1
0.25,12,0.61,0,spring,5886,AsiaJet,4,1,0
0.89,6,0.74,1,spring,8716,PacificAir,0,1,1
0.72,17,0.57,0,winter,13577,AsiaJet,4,1,0
0.91,12,0.97,0,summer,12432,AeroGulf,9,0,1
0.44,2,0.89,0,autumn,7339,PacificAir,7,0,0
0.13,4,0.66,0,summer,12626,AsiaJet,8,0,0
0.92,7,0.63,1,summer,9690,AsiaJet,5,1,1
0.6,2,0.94,1,winter,6347,PacificAir,3,1,0
0.61,20,0.71,0,winter,2828,EuroWings,4,1,0
0.58,20,0.93,1,winter,6115,PacificAir,2,0,0
0.47,24,0.87,1,winter,6137,AsiaJet,6,0,0
0.26,15,0.55,1,summer,7245,EuroWings,9,0,1
0.61,7,0.91,0,winter,2826,PacificAir,3,1,1
0.72,23,0.77,0,spring,4933,AeroGulf,9,1,0
0.92,19,0.84,0,summer,4330,SkyMind,6,1,1
0.07,3,0.61,1,winter,7188,PacificAir,9,1,1
0.25,9,0.5,1,spring,9901,PacificAir,3,1,1
0.78,12,0.67,1,spring,6391,SkyMind,0,0,0
0.78,18,0.6,1,winter,8797,EuroWings,8,1,1
0.21,3,0.72,1,winter,4130,SkyMind,9,1,1
0.18,9,0.55,1,spring,6128,EuroWings,6,1,1
0.37,6,0.95,1,spring,10737,AsiaJet,9,1,0
0.06,5,0.56,1,summer,1799,EuroWings,7,1,1
0.73,9,0.88,0,summer,1615,AeroGulf,4,1,1
0.67,23,0.97,1,spring,4440,SkyMind,1,1,0
0.86,14,0.57,1,winter,10147,AeroGulf,1,1,1
0.43,2,0.67,1,winter,1085,AeroGulf,9,0,1
0.64,22,0.87,0,autumn,8690,SkyMind,0,1,0
0.95,3,0.86,1,spring,5475,EuroWings,8,1,0
0.96,1,0.52,1,winter,9378,AeroGulf,6,1,1
0.07,4,0.54,0,summer,2823,AeroGulf,3,1,0
0.0,13,0.56,0,spring,1280,EuroWings,4,0,0
0.96,8,0.78,1,summer,3909,AeroGulf,3,1,1
0.54,21,0.53,1,winter,5092,PacificAir,2,1,0
0.7,21,0.79,1,summer,10059,SkyMind,8,1,0
0.91,18,0.67,0,winter,2179,EuroWings,6,0,1
0.43,20,0.83,1,autumn,8623,PacificAir,1,0,0
0.44,4,0.89,1,summer,3440,PacificAir,1,1,0
0.17,7,0.9,1,winter,10842,EuroWings,6,1,0
0.91,13,0.52,1,spring,12303,AsiaJet,8,0,1
0.65,23,0.97,0,summer,12213,AeroGulf,3,0,1
0.18,21,0.79,1,winter,11028,AeroGulf,5,0,0
0.56,1,0.95,0,spring,12302,AsiaJet,5,0,0
0.33,18,0.81,0,autumn,13705,AsiaJet,8,1,0
0.15,14,0.74,0,autumn,1553,AsiaJet,1,0,0
0.18,8,0.86,1,winter,4679,AeroGulf,9,1,0
0.56,22,0.61,0,summer,5451,SkyMind,1,1,0
0.56,10,0.55,0,autumn,4134,AeroGulf,4,1,0
0.79,8,0.55,0,summer,7012,SkyMind,2,0,1
0.25,3,0.92,1,autumn,749,AeroGulf,4,1,1
0.92,3,0.96,1,summer,4212,SkyMind,6,1,0
0.52,6,0.91,1,summer,5145,SkyMind,9,1,1
0.2,11,0.95,0,spring,13402,PacificAir,0,0,1
0.41,4,0.99,0,summer,1441,AeroGulf,3,0,0
0.92,20,0.76,0,spring,5963,SkyMind,3,1,0
0.48,16,0.58,1,winter,13619,PacificAir,3,0,1
