aircraft_type,flight_hours,cycles,engine_temp_c,vibration_level,oil_pressure_psi,hydraulic_pressure,age_years,last_maintenance_days,needs_maintenance
B777,3798,283,589.9,0.187,61.5,2874.1,20,80,1
B737,27001,8059,676.2,0.176,52.6,2609.6,4,354,1
A380,40048,6823,606.5,0.375,51.2,2847.5,1,265,1
B777,1548,5916,633.8,0.139,70.0,3068.2,20,55,1
B737,35282,16920,757.2,0.868,74.2,3017.9,10,21,1
A380,21257,6162,649.5,0.669,49.6,3101.9,24,48,1
A350,45820,14312,648.2,0.822,48.1,2904.5,20,148,1
A350,10590,706,659.8,0.055,61.2,2522.6,9,222,0
A320,20403,13166,637.7,0.724,51.7,3045.3,23,204,1
A320,639,7101,733.8,0.411,75.3,3073.3,20,12,0
A380,45138,11948,642.4,0.766,49.3,3067.5,13,87,1
B787,49644,1831,669.7,0.633,59.4,2937.7,10,329,1
B777,4445,16075,554.8,0.32,46.5,3030.9,23,34,1
A320,28329,392,634.3,0.948,54.1,3010.7,6,299,1
A380,30729,6336,710.7,0.503,58.4,3011.8,7,301,1
A380,43858,6066,568.7,0.44,38.4,3140.0,18,327,1
A380,2675,2668,590.6,0.576,52.9,2693.1,21,1,1
A380,16862,9859,707.3,0.402,58.2,2947.1,15,164,1
B787,43691,17840,669.3,0.044,53.3,3099.7,14,252,1
B787,49471,1899,654.4,0.707,60.5,2846.6,9,281,1
A320,14010,15400,665.3,0.6,58.3,2969.5,19,249,1
A380,34946,18562,611.4,0.384,84.7,2729.1,21,136,1
A320,33510,16143,552.7,0.555,63.6,2662.1,14,355,1
B737,49523,17359,603.9,0.288,52.0,2620.3,4,67,1
B787,30064,4644,551.1,0.508,49.6,3023.6,19,184,1
B777,48606,7223,655.0,0.841,69.7,2874.5,13,151,1
A350,26920,5580,659.6,0.101,48.6,3033.9,20,149,1
B777,123,3989,660.1,0.552,67.1,3274.1,19,314,1
B787,15576,2332,544.3,0.82,75.1,2938.2,23,176,1
B737,26284,8882,711.1,0.849,67.3,3081.3,1,100,1
A320,42162,17897,647.5,0.001,69.5,2733.1,24,325,1
B737,13755,15298,622.6,0.339,64.2,2774.1,13,203,1
B777,18383,18227,602.8,0.63,65.0,2525.3,7,218,1
B777,38856,2752,702.1,0.556,47.7,2707.7,1,34,1
A380,20322,12664,677.8,0.528,78.2,2830.2,10,28,1
B787,21445,19673,604.1,0.038,79.3,2919.2,19,295,1
B787,36005,3201,698.5,0.366,49.8,2866.8,9,199,1
A320,49868,15781,551.1,0.611,62.0,2935.5,7,257,1
A350,33246,1708,660.4,0.298,68.9,3068.6,3,179,1
A380,20547,15536,763.6,0.207,67.0,2841.7,12,132,1
A320,26869,5524,612.8,0.822,76.9,2959.6,19,172,1
B787,5262,16498,544.2,0.653,68.0,3035.2,1,114,0
A380,30500,4970,737.9,0.898,64.5,2867.5,16,0,1
B737,34179,18484,713.1,0.766,60.4,2917.3,21,184,1
A380,14391,10475,645.7,0.073,61.8,3079.1,9,188,1
B787,9832,14593,687.5,0.554,69.8,3334.9,18,300,1
A350,32108,8847,597.3,0.262,67.5,3120.5,8,137,1
A320,49274,6114,726.9,0.973,57.9,2755.8,13,29,1
B787,30286,9200,666.5,0.5,61.4,2844.0,4,158,1
B777,22593,14376,666.7,0.665,59.5,2772.7,3,43,1
A380,40900,14741,631.7,0.01,56.4,3083.8,19,258,1
A350,13042,1736,709.5,0.631,43.5,3160.3,8,6,1
B737,37403,3638,682.1,0.044,55.1,2646.8,17,226,1
A350,27677,7489,714.9,0.333,65.9,2985.7,10,339,1
B737,35738,2570,647.7,0.147,62.6,2887.0,8,55,1
B737,21585,9180,620.9,0.47,69.5,2884.8,17,231,1
B777,29495,16601,674.4,0.887,66.1,2944.4,20,314,1
B737,35988,3363,686.9,0.623,78.9,2937.7,24,325,1
B777,35346,9700,715.3,0.238,54.4,2845.6,1,309,1
A320,29350,14596,653.6,0.627,58.4,3071.9,14,342,1
B777,33125,13237,665.5,0.588,37.3,2842.6,4,57,1
A380,49514,8297,632.7,0.527,54.1,2930.1,4,151,1
B787,1412,19098,657.2,0.272,62.9,2906.9,22,180,1
B787,10596,1550,705.2,0.422,66.6,3252.8,15,106,1
B787,16635,19570,577.3,0.416,58.3,2922.6,16,49,1
B787,16031,6595,619.2,0.23,51.8,3395.4,18,360,1
A350,41306,13283,562.7,0.695,79.5,3115.1,4,59,1
A350,18082,5615,650.2,0.807,53.4,2684.0,18,4,1
A320,12260,6470,669.9,0.264,40.5,2784.0,9,349,1
A320,32520,18170,531.0,0.911,42.5,2845.3,1,232,1
A350,9650,3954,582.6,0.8,73.5,3289.1,16,281,1
B787,21590,19596,658.1,0.846,66.9,3224.3,22,4,1
B787,45472,10657,546.4,0.782,65.5,3365.6,23,148,1
A380,16079,13998,664.1,0.96,54.2,3003.6,13,174,1
B737,48946,17433,677.5,0.146,38.9,2923.5,5,237,1
A350,12625,10301,669.3,0.088,46.5,2806.3,20,246,1
B737,18282,364,612.7,0.885,39.1,3190.0,5,253,1
A380,28034,5102,717.2,0.485,59.5,2778.1,9,244,1
B737,33114,278,672.4,0.301,72.6,3060.4,15,119,1
B737,42516,7200,647.4,0.917,49.5,2922.3,10,153,1
B787,36442,8340,614.0,0.393,60.9,3168.9,5,63,1
B777,48308,3093,705.5,0.135,68.6,2961.6,24,327,1
B737,11098,7882,697.6,0.095,44.9,3140.9,20,139,1
A380,36901,6287,689.8,0.523,65.7,2986.2,21,87,1
B787,25503,2822,583.6,0.016,62.4,2964.1,13,189,1
B737,17386,6627,642.5,0.951,55.1,3116.5,23,362,1
A320,36379,2125,628.2,0.11,74.9,3262.8,12,336,1
B777,512,8678,646.4,0.369,67.2,3127.2,17,313,1
A350,26353,16344,686.9,0.313,67.6,3213.7,24,123,1
B777,13331,13512,761.1,0.39,58.2,2720.6,17,171,1
A320,34905,795,605.4,0.745,71.7,3140.9,1,364,1
B737,6420,2693,560.1,0.513,40.8,3119.4,5,32,1
B777,28380,11641,653.7,0.087,56.8,3033.7,8,356,1
A320,22989,7579,696.8,0.095,56.1,2868.6,5,73,1
A320,43065,5638,672.1,0.305,54.7,3092.4,14,168,1
A320,34884,16362,623.4,0.202,53.0,3267.3,12,281,1
B787,24080,19843,553.1,0.486,68.4,2971.3,23,152,1
B737,7460,18532,742.1,0.964,54.4,2941.1,14,150,1
A320,16740,11888,554.1,0.686,59.3,2879.2,8,340,1
B737,6462,2437,764.8,0.9,86.5,3494.1,17,281,1
A380,32051,15633,662.6,0.535,60.4,3024.1,23,234,1
A350,1974,2688,548.6,0.645,55.6,2809.2,21,331,1
A320,16487,10866,613.9,0.27,53.3,2912.6,1,339,1
B777,41573,13304,721.2,0.146,58.0,2855.1,24,106,1
A350,20714,18946,576.1,0.088,57.7,2911.4,4,186,1
B737,39669,4923,554.3,0.384,79.2,3138.5,6,97,1
A320,44979,15043,568.6,0.249,61.5,3415.3,11,336,1
B777,8043,10119,698.3,0.136,55.7,2988.1,20,34,1
A350,5821,5165,623.8,0.919,82.9,2753.7,22,159,1
B777,14540,1022,667.5,0.134,53.8,2671.9,20,39,1
A320,15944,6282,593.7,0.05,45.0,3104.5,6,82,1
B777,21294,418,731.7,0.083,55.1,3073.9,11,327,1
B787,21149,15251,619.0,0.005,42.6,2931.7,6,147,1
A380,46986,18788,639.8,0.218,63.5,2851.0,10,117,1
B787,49313,11008,648.6,0.243,59.5,2658.2,12,335,1
B737,24677,7660,701.5,0.661,63.7,2997.6,7,210,1
B737,18288,7981,699.3,0.125,55.0,3021.5,16,181,1
B777,41458,5029,653.1,0.207,62.0,2694.7,7,2,1
B737,6818,9634,732.1,0.905,75.8,2781.7,24,19,1
B737,1662,17628,700.3,0.034,67.8,3126.7,8,338,1
A380,30976,19170,614.7,0.047,69.7,2752.2,20,175,1
A350,7780,17586,608.4,0.409,66.3,2840.1,17,344,1
A380,45935,2832,617.5,0.865,75.4,3128.1,18,27,1
B737,2986,3515,604.6,0.984,61.8,3330.9,20,274,1
B787,3000,3661,607.1,0.15,60.6,3099.9,21,227,1
A380,22813,7515,642.6,0.613,60.0,3128.1,14,230,1
A380,27088,7649,602.5,0.005,52.7,3023.7,23,364,1
A320,43966,8589,576.6,0.952,58.2,2797.7,13,193,1
B787,42508,2304,635.5,0.6,74.1,3035.7,3,38,1
B787,31481,17921,686.1,0.241,53.4,3040.9,2,270,1
A350,12641,11895,689.6,0.492,59.6,3295.3,3,106,1
B737,7249,18172,773.9,0.63,69.5,2906.1,11,293,1
B737,14725,5028,597.9,0.011,59.4,3075.9,1,179,1
B737,31890,11193,539.7,0.072,58.6,3153.9,16,208,1
A380,7334,2276,678.6,0.97,64.4,2945.2,7,334,1
B787,41254,7575,634.7,0.779,68.2,2809.8,23,40,1
A380,35599,5018,675.0,0.529,45.5,3048.5,22,331,1
B737,5311,16830,668.6,0.228,69.6,3009.6,4,345,1
B787,42824,19163,729.7,0.082,61.9,2890.8,6,315,1
B787,20683,19813,589.7,0.788,45.0,2893.3,6,344,1
A380,22847,11088,663.1,0.886,65.3,3382.7,10,95,1
A350,19869,13431,625.8,0.254,70.6,2833.9,16,2,1
B787,36829,16477,497.2,0.161,59.5,2996.9,7,314,1
A380,22063,18077,694.1,0.963,64.5,3254.0,23,235,1
B737,6409,2713,731.2,0.444,63.5,2766.3,7,154,1
A350,49756,16928,668.2,0.766,72.2,2718.1,15,176,1
A320,28437,10104,703.6,0.433,67.4,2906.3,17,103,1
A320,47454,18121,584.6,0.267,57.2,2771.1,13,159,1
B787,597,2771,662.3,0.48,46.0,2992.4,10,113,1
B737,40814,8222,654.1,0.449,51.3,3330.2,7,32,1
A380,38427,13215,659.3,0.522,67.9,2653.0,9,286,1
A350,17370,10489,591.9,0.899,67.7,3053.2,6,37,1
B737,35556,18476,723.8,0.107,48.7,2956.7,1,326,1
A320,24487,4347,730.6,0.519,52.4,2893.7,20,288,1
B787,19345,3126,650.2,0.061,56.5,2968.3,2,359,1
A350,35093,14223,674.4,0.607,74.1,3032.7,10,27,1
B737,35715,266,642.4,0.592,54.5,2952.1,18,287,1
A380,3944,16893,573.2,0.93,48.4,3156.8,3,136,0
A320,18208,17577,585.7,0.845,74.7,2856.9,13,188,1
B787,5095,7834,771.6,0.214,59.1,3123.6,10,145,1
B737,3152,6378,598.2,0.406,58.0,2885.8,7,15,0
B737,15764,2653,591.9,0.156,54.9,2938.7,17,230,1
B787,6675,13849,634.7,0.695,52.7,3365.1,24,36,1
A320,3140,14030,742.2,0.586,63.7,2948.4,11,180,1
B777,16224,7571,589.8,0.867,57.7,2908.5,14,344,1
B777,33058,18727,778.7,0.682,50.8,3009.1,22,160,1
B737,31346,10355,720.4,0.092,51.8,3256.3,17,276,1
A350,20459,6840,587.5,0.075,69.0,3409.7,4,57,1
B787,36440,402,709.9,0.061,70.0,3085.3,9,138,1
A380,23300,11716,596.1,0.215,56.5,3212.7,23,214,1
B737,19191,14156,609.7,0.986,60.3,3305.1,4,212,1
A350,12092,8277,666.0,0.23,64.5,2886.7,2,294,1
B787,21829,19508,703.2,0.359,59.6,3178.4,17,113,1
A320,36012,14966,647.1,0.556,57.0,3226.2,22,351,1
B737,27023,362,642.1,0.346,60.2,3058.3,7,295,1
A320,42985,14815,618.3,0.15,69.9,3064.6,8,350,1
A320,34651,2361,658.4,0.701,55.0,3162.4,9,236,1
B787,21549,14591,657.3,0.822,57.5,3054.0,12,28,1
A350,37335,13191,664.3,0.692,74.0,2796.0,20,211,1
A320,7935,14027,698.8,0.614,65.2,2876.7,1,95,0
B787,14089,6592,608.3,0.183,71.4,2974.7,3,187,1
A380,6933,14443,679.0,0.677,61.5,3268.2,20,351,1
B777,33710,655,656.8,0.297,69.4,3022.8,16,276,1
A350,190,13162,666.7,0.732,84.8,2676.7,3,122,0
A350,21593,2017,737.7,0.999,64.8,3006.4,9,65,1
A320,46106,15695,644.2,0.363,48.3,2668.2,18,320,1
A380,42041,5071,632.4,0.787,51.7,2884.0,24,231,1
B787,33533,17525,616.6,0.509,61.4,2690.2,18,324,1
B737,2177,15880,622.4,0.362,59.4,3009.6,7,333,1
A350,27031,647,663.8,0.46,67.8,3198.7,19,60,1
B777,10714,11502,519.7,0.971,44.3,2838.4,4,9,0
B777,26586,6775,568.5,0.66,49.3,2866.9,24,230,1
B777,9050,16329,621.8,0.416,59.8,3207.3,18,204,1
A320,13228,6702,595.9,0.918,59.4,2968.0,24,289,1
B787,8623,15086,703.6,0.428,48.5,2884.5,16,7,1
A350,25906,17681,715.1,0.306,78.9,3124.3,16,170,1
B777,24373,5780,652.7,0.803,64.8,3054.0,9,32,1
A320,43882,3266,657.4,0.415,57.1,2852.7,21,79,1
A380,20928,10273,648.5,0.564,68.6,3107.0,5,217,1
A380,42749,11225,571.0,0.225,53.4,2599.8,12,249,1
B737,19961,3698,589.6,0.307,82.1,2991.1,6,232,1
A320,29516,12992,551.9,0.642,53.1,2912.3,22,74,1
A350,14238,14821,611.3,0.497,56.8,2841.7,9,267,1
A320,10565,12346,708.1,0.48,78.0,2733.9,24,21,1
B777,29456,15092,685.8,0.504,53.2,3061.9,10,166,1
B777,27728,9517,616.7,0.095,58.7,3242.5,6,86,1
B737,46190,17752,629.8,0.14,58.1,2919.8,14,129,1
B787,12739,9360,592.9,0.958,45.6,2792.2,11,51,1
B737,44359,17207,680.5,0.848,64.1,2899.5,18,305,1
A380,10095,17307,735.0,0.926,68.6,3239.5,24,311,1
B737,3488,8387,738.4,0.798,66.4,2840.7,17,349,1
A380,29471,19167,705.9,0.521,60.5,3165.5,3,358,1
A380,33772,6845,589.0,0.578,38.0,2699.6,3,19,1
B787,18568,19647,643.3,0.305,64.9,2909.1,14,150,1
B737,41077,4391,650.0,0.834,53.0,3086.0,1,113,1
A320,11933,11666,574.6,0.144,49.7,2944.5,5,197,1
B787,48960,17285,700.7,0.462,62.1,3236.3,11,112,1
B787,1110,15165,611.2,0.428,55.2,3120.1,6,270,1
A320,37249,12625,776.2,0.455,52.6,3066.2,11,68,1
B787,1649,12934,611.9,0.454,72.6,2961.9,16,350,1
B737,40245,17281,673.3,0.814,58.2,3120.2,2,326,1
B777,17796,1209,565.6,0.225,55.9,3005.5,4,310,1
A320,15276,15711,589.9,0.973,67.6,3054.7,1,286,1
B737,15695,16371,583.7,0.514,58.8,2909.3,6,252,1
A380,18069,16745,717.2,0.711,65.6,3285.8,7,301,1
A320,22515,19940,637.0,0.637,40.1,3239.8,13,43,1
A320,2282,4218,623.0,0.829,39.2,2763.7,5,153,1
A350,37090,14524,742.1,0.036,50.3,2734.8,23,318,1
B787,45528,15183,569.8,0.038,58.1,2880.5,3,123,1
B737,24862,7083,734.4,0.737,71.5,3134.5,12,230,1
B787,22090,3932,639.7,0.495,44.9,2583.9,19,35,1
B737,27881,14043,710.4,0.97,46.5,3002.1,12,356,1
A380,7782,9951,599.5,0.471,70.5,2885.4,23,347,1
A320,32626,3516,698.3,0.201,50.5,2675.3,13,290,1
B737,36381,7851,661.7,0.866,49.2,2936.1,9,338,1
B787,43558,14045,545.3,0.474,69.5,3024.6,10,157,1
B787,16077,5826,531.5,0.05,31.1,2886.3,6,218,1
A320,40854,3832,730.6,0.755,64.0,3246.2,1,245,1
B787,25113,18609,531.0,0.378,71.0,2987.1,8,139,1
B737,12666,9008,667.4,0.854,59.2,3006.6,11,32,1
A350,18724,14779,599.1,0.111,57.5,3166.5,13,255,1
B777,27772,12312,593.7,0.06,68.0,2821.6,2,287,1
A320,12238,9550,725.2,0.711,62.9,2883.4,23,361,1
A350,45159,19355,641.7,0.357,37.8,2981.3,6,314,1
A320,31513,9015,609.8,0.729,40.0,2868.7,18,42,1
A350,36496,7264,645.4,0.804,64.9,2702.3,3,14,1
B777,46340,6976,758.8,0.405,49.0,2994.3,12,194,1
A320,49412,12338,657.5,0.395,62.4,3027.3,7,114,1
A380,14884,8199,617.5,0.739,64.9,2951.3,5,177,1
B787,39371,5814,670.3,0.64,62.0,3204.0,8,346,1
A350,33632,14702,587.6,0.353,49.5,3025.7,11,185,1
A350,48763,11858,682.4,0.006,59.2,3151.1,9,244,1
B737,47043,1825,697.5,0.206,50.0,3052.9,23,166,1
B787,47248,6369,627.8,0.597,58.5,3170.8,24,250,1
A380,21032,9280,648.9,0.341,57.2,3367.1,2,119,1
A380,13902,11046,663.5,0.38,53.4,3033.2,6,36,1
A320,26112,2910,654.5,0.815,66.5,3176.3,16,235,1
B787,3374,129,697.2,0.316,76.6,3072.2,1,222,1
A380,36225,13292,695.1,0.867,62.1,3201.6,13,81,1
A350,17595,15232,636.5,0.887,50.6,3127.3,15,1,1
A350,4888,15865,615.0,0.133,51.4,2871.0,3,347,1
A350,3389,18033,596.9,0.692,51.3,3033.1,22,138,1
B777,18853,4817,612.8,0.751,60.9,2919.3,2,108,1
B787,46021,2676,591.2,0.385,51.6,3054.7,21,68,1
B787,44632,12789,713.1,0.969,64.4,3187.8,11,266,1
B737,45363,9930,669.8,0.866,58.8,2985.4,16,292,1
B787,22757,16197,606.1,0.395,54.6,3054.9,22,254,1
A320,46063,11637,655.8,0.717,70.7,3403.5,22,165,1
B777,3178,4725,644.9,0.989,53.9,3027.1,14,200,1
B737,14486,11059,684.4,0.934,51.7,2917.5,11,2,1
B737,926,10241,694.2,0.24,46.7,2732.0,18,142,1
B787,44419,19502,714.2,0.961,88.9,3211.6,18,56,1
B737,6698,5113,596.4,0.617,65.4,3048.8,17,298,1
A320,27416,16188,579.9,0.096,72.4,3252.9,13,234,1
A350,34567,18648,696.6,0.706,58.4,3066.6,8,334,1
B777,42006,11097,614.3,0.989,55.9,3276.1,4,194,1
A350,31029,10020,631.1,0.333,56.7,3097.2,23,135,1
B777,20547,5137,654.9,0.057,54.8,2886.7,21,308,1
A380,10416,18310,666.9,0.33,58.4,3049.7,14,205,1
A380,14637,5165,615.4,0.286,59.1,3092.0,8,271,1
B787,30546,7553,714.4,0.15,74.3,3214.7,5,337,1
B777,6750,14662,677.3,0.628,64.6,3013.0,7,296,1
A320,47417,2985,728.3,0.044,66.9,2686.2,16,168,1
A350,33975,8367,687.1,0.217,74.4,2923.1,5,182,1
A320,40108,17772,688.8,0.995,44.2,3084.7,1,189,1
A350,13805,10367,714.7,0.62,55.9,3063.2,14,347,1
B787,45727,5494,700.5,0.115,70.7,3019.7,1,0,0
B737,10971,13915,729.7,0.987,51.7,3054.9,1,153,1
B737,28629,15760,542.5,0.313,45.0,3007.6,12,120,1
B787,12757,15146,621.4,0.102,47.9,2941.1,17,341,1
A320,22437,7683,596.4,0.512,69.4,3196.9,12,10,1
A350,19388,1702,565.9,0.996,73.4,3070.1,17,251,1
B737,14999,4060,684.9,0.994,58.4,2903.8,5,35,1
A350,335,5937,749.5,0.471,63.8,3139.5,23,255,1
A380,10474,6980,631.9,0.408,59.5,3116.6,6,170,1
B787,34716,18792,652.4,0.852,62.0,3058.9,8,86,1
A380,41766,8495,669.2,0.568,51.4,2672.1,3,221,1
B737,11230,1230,616.7,0.735,37.5,2915.3,19,140,1
A350,19387,12212,659.5,0.443,54.5,2896.7,7,285,1
B737,33942,9482,742.8,0.552,70.1,2702.0,16,15,1
A320,36586,12823,619.4,0.439,72.9,2652.8,22,361,1
A350,13014,9275,621.9,0.085,52.6,2925.1,15,39,1
B737,6258,6041,624.2,0.492,54.5,3079.7,21,298,1
A380,14786,6998,631.3,0.427,64.6,2987.8,16,18,1
A350,28168,11963,659.2,0.53,79.9,3176.6,14,201,1
B737,27623,2550,596.5,0.237,70.7,3284.1,2,94,0
A320,2926,9745,650.6,0.833,72.1,2758.9,24,136,1
A350,25635,430,627.6,0.634,46.7,3231.2,12,5,1
A350,31174,19854,666.5,0.766,76.3,2933.1,21,208,1
A380,13425,17835,680.1,0.423,54.3,2903.2,18,339,1
A380,45877,19316,656.8,0.668,54.1,3138.6,19,230,1
A350,34795,6757,677.6,0.753,69.1,3256.9,17,347,1
B787,33156,6752,599.3,0.534,67.4,2736.9,3,178,1
B737,34302,14557,648.9,0.917,66.2,3093.4,16,87,1
A380,44115,16976,655.7,0.043,68.3,3108.3,8,152,1
B777,9747,8109,641.9,0.954,58.7,3067.4,4,124,1
A320,18055,2622,626.8,0.9,71.1,2997.8,8,215,1
A350,9592,187,643.0,0.825,71.6,3082.2,19,199,1
B787,20295,238,682.3,0.603,75.1,2840.2,5,58,1
A350,37621,12605,616.5,0.056,70.1,2957.0,1,188,1
B737,25021,8444,656.0,0.134,44.7,2995.0,10,104,1
B787,27494,5328,689.1,0.729,56.8,3111.9,20,57,1
B787,7881,3873,689.1,0.998,57.9,2992.0,12,168,1
B737,5059,17701,605.2,0.716,62.0,2914.5,7,103,0
B777,28839,19603,659.7,0.129,65.1,3043.9,2,159,1
A380,19666,15873,653.5,0.923,58.8,3415.7,24,235,1
A380,20647,9001,662.8,0.05,65.8,2959.4,17,169,1
B737,46960,16322,686.2,0.753,61.7,2674.7,9,72,1
B737,15163,16212,617.6,0.076,48.8,2908.2,16,67,1
B777,18668,11573,699.5,0.036,43.6,2864.4,15,186,1
A320,18709,7668,626.2,0.689,49.1,3066.0,5,171,1
A320,20734,2344,661.8,0.348,46.4,2813.6,3,261,1
A350,17040,16894,640.1,0.429,40.9,3101.5,4,173,1
B737,15801,9732,718.7,0.501,68.2,2817.4,5,266,1
B777,43629,2147,656.3,0.41,75.5,2992.1,22,360,1
A350,309,6813,686.1,0.912,54.6,3099.8,20,61,1
A380,37652,13279,609.7,0.077,65.1,3135.2,11,318,1
B737,37620,8747,642.8,0.343,76.5,2815.6,9,127,1
A380,18978,18540,676.7,0.248,65.9,2883.2,21,79,1
B737,27785,2234,570.4,0.235,50.6,2860.0,6,29,1
A350,40235,18305,630.4,0.213,59.1,3138.8,14,273,1
B787,31069,19348,614.9,0.72,47.4,2780.8,5,120,1
B787,44034,11193,580.7,0.316,51.0,2875.9,6,65,1
A320,142,8294,551.9,0.771,52.6,2948.1,1,125,1
B787,36821,8144,665.5,0.569,36.8,2635.1,8,115,1
B737,18134,1304,611.6,0.377,60.1,3113.5,19,224,1
B777,30622,16089,546.5,0.442,42.4,3138.1,22,12,1
B777,22819,3734,685.6,0.314,59.1,2998.8,8,356,1
A380,20540,11475,619.4,0.241,63.6,2751.6,5,108,1
A320,30137,10602,619.3,0.53,64.9,3059.0,4,284,1
B787,21816,4803,710.2,0.468,62.0,3464.6,9,77,1
B787,20464,12899,596.9,0.243,64.6,3077.4,16,198,1
B787,18100,17918,661.5,0.974,74.4,2713.1,13,195,1
A350,26857,19682,676.6,0.286,72.9,3011.5,20,82,1
A350,18064,19807,683.7,0.123,57.1,3079.1,21,218,1
A320,23173,7356,545.6,0.403,52.4,3103.3,3,96,0
B787,16203,12900,694.7,0.135,79.6,2632.1,20,49,1
A350,16752,18755,628.1,0.935,58.4,3099.9,10,3,1
A380,49394,1244,642.4,0.842,55.6,3082.5,17,220,1
B787,29092,7643,693.2,0.244,71.0,3280.5,11,280,1
B787,32349,857,667.0,0.168,65.8,2820.5,13,361,1
B777,4078,8291,591.1,0.428,71.9,2946.6,9,274,1
A380,48063,8849,720.9,0.51,62.7,3109.2,11,179,1
A350,9575,5400,652.8,0.464,73.2,2731.9,17,165,1
A350,31267,6224,679.3,0.719,55.1,2989.8,24,143,1
A350,12168,2210,593.0,0.841,53.0,2877.0,21,145,1
B737,20667,15596,647.6,0.175,48.9,2871.9,5,210,1
B787,37163,14909,633.0,0.565,80.3,2600.4,24,190,1
B777,28114,8208,599.8,0.618,50.0,2907.9,12,102,1
B787,26008,12415,589.4,0.278,54.9,3269.2,8,16,1
A380,2756,4317,670.7,0.294,63.7,3290.5,17,327,1
B777,13458,7749,644.5,0.662,65.9,3137.4,9,64,1
B777,24948,5154,674.6,0.154,74.3,3213.6,21,268,1
A350,19877,3047,614.1,0.346,52.0,3126.2,24,174,1
B737,9384,11753,620.2,0.226,37.8,2847.5,1,155,1
B737,6987,13817,655.3,0.579,65.2,3048.3,11,81,0
A350,40280,8596,684.5,0.865,83.3,2982.0,18,305,1
B787,44577,2988,652.7,0.294,61.8,2602.8,17,250,1
A380,31501,17100,627.7,0.283,57.7,2865.2,14,173,1
B737,31171,8096,717.5,0.314,77.0,3204.5,23,105,1
B737,42007,11236,610.5,0.875,63.5,3050.2,8,312,1
A350,27607,1757,599.2,0.195,50.9,3067.8,7,167,1
A380,43166,2513,697.2,0.071,43.9,2869.0,19,267,1
A380,32201,19430,743.0,0.019,36.7,3212.4,22,185,1
B737,32649,4470,695.5,0.731,50.5,3146.7,23,60,1
B737,3317,13504,621.8,0.297,64.0,2684.2,19,222,1
A350,41646,13630,694.5,0.87,62.4,3028.7,20,59,1
B777,25599,2715,577.7,0.634,43.0,3022.0,22,15,1
B787,36733,6842,583.1,0.052,62.8,2878.5,10,101,1
A320,16136,9493,693.7,0.678,56.8,3210.5,23,322,1
B737,3095,15504,637.0,0.002,85.2,2805.7,6,272,1
A350,32140,8730,691.1,0.49,54.4,3118.7,6,181,1
A320,14735,17870,672.9,0.517,39.0,2687.2,13,350,1
A380,6947,19615,646.7,0.167,74.5,2757.5,14,91,1
B787,41439,14863,632.7,0.288,66.4,2901.1,6,356,1
B737,47322,5583,638.2,0.381,74.3,3243.7,20,109,1
A350,9167,8682,656.7,0.063,56.1,2757.2,17,65,1
A380,16422,14238,586.4,0.282,81.8,3001.0,8,355,1
B777,31494,2740,681.7,0.352,63.7,2939.8,14,120,1
A350,23185,10924,575.1,0.887,53.2,3068.0,12,43,1
A350,38865,7325,768.0,0.688,64.8,2756.1,6,102,1
A350,4293,2991,705.1,0.851,50.2,3018.8,20,115,1
A350,41872,12839,612.7,0.336,53.7,3271.1,2,131,1
B737,30002,2665,725.3,0.965,46.0,3333.9,13,92,1
A350,3281,6565,608.1,0.509,55.5,2681.9,1,16,0
A350,23256,13018,714.4,0.176,68.5,3156.3,11,338,1
B777,30970,313,667.6,0.514,56.4,3110.0,22,129,1
B787,41815,6420,720.3,0.725,65.6,3069.8,3,270,1
A320,34097,11589,586.6,0.898,66.1,3031.0,13,362,1
B737,9376,6625,702.8,0.188,63.8,3426.2,6,307,1
B737,24265,6848,555.9,0.389,54.0,2866.9,4,290,1
A320,27083,12642,645.4,0.533,51.3,2573.4,8,191,1
A380,9196,9852,545.5,0.936,57.7,3120.3,3,246,1
B787,49935,11407,627.3,0.217,75.1,2810.0,17,326,1
A320,47503,11242,649.2,0.819,72.5,2614.6,22,65,1
B787,4239,9483,709.5,0.017,67.2,3017.7,18,280,1
A350,32812,13172,621.5,0.668,50.6,2929.0,12,362,1
B737,49027,6357,718.3,0.359,59.3,2825.2,5,102,1
A350,39457,6459,724.7,0.756,73.2,2821.5,8,283,1
B777,15220,10001,607.6,0.046,60.2,3090.1,19,103,1
B787,43551,18352,728.3,0.987,69.8,3222.6,14,25,1
B737,46178,4589,595.1,0.59,50.6,2580.7,3,21,1
A320,11986,6091,549.6,0.035,49.5,3174.3,10,283,1
A320,48161,362,644.4,0.08,50.5,3267.1,3,156,1
A380,8082,17366,638.5,0.465,43.4,2970.7,17,213,1
B737,11823,11169,619.1,0.709,51.5,2703.5,13,261,1
A320,10505,17078,609.9,0.61,58.9,2819.2,3,147,1
A320,8606,5965,673.2,0.151,59.9,2698.7,9,272,1
B777,6404,3053,567.7,0.681,51.8,2777.2,20,309,1
B787,19107,14155,673.2,0.79,56.1,3017.7,3,283,1
A380,23108,14336,640.3,0.94,43.6,2941.2,18,83,1
A350,49522,2306,588.5,0.813,70.8,3116.8,9,31,1
A350,18177,5342,613.9,0.128,56.5,2992.2,6,40,1
A380,10636,10643,588.4,0.386,59.1,2890.6,18,206,1
B777,422,7603,688.4,0.662,42.7,2967.0,15,280,1
A380,28573,10688,629.1,0.96,67.2,2762.9,16,108,1
