departure_hour,day_of_week,month,origin,destination,aircraft_type,airline,weather_score,atc_delay,prev_flight_delay,distance_km,delay_minutes
0,6,9,JFK,SYD,A320,PacificAir,0.03,28,56,9998,79
4,6,8,JFK,SYD,B787,AsiaJet,0.57,9,4,2965,43
17,0,8,SIN,SIN,A320,SkyMind,0.76,2,25,4951,48
15,0,3,LAX,LHR,B777,PacificAir,0.88,12,29,515,75
9,0,2,FRA,LAX,A320,AsiaJet,0.34,26,53,4910,69
3,5,1,DXB,BOM,A380,EuroWings,0.82,2,12,3080,67
0,4,12,SYD,NRT,B787,AsiaJet,0.11,14,82,5635,72
22,5,6,SYD,NRT,B787,AeroGulf,0.85,15,28,8448,87
7,3,10,SIN,DXB,B737,AeroGulf,0.13,28,2,3092,60
4,4,1,DXB,LAX,A380,AsiaJet,0.4,12,89,5289,78
1,4,11,JFK,FRA,B777,EuroWings,0.8,16,57,8760,94
23,5,5,NRT,BOM,B737,EuroWings,0.15,2,75,9102,39
16,5,9,LHR,NRT,A320,EuroWings,0.23,19,1,11815,40
6,0,11,SYD,FRA,A320,AsiaJet,0.72,10,74,7732,75
16,4,9,FRA,CDG,A350,AsiaJet,0.72,26,27,11551,95
5,0,12,FRA,FRA,B737,SkyMind,0.64,20,81,8593,100
21,3,4,SYD,FRA,A380,AeroGulf,0.69,18,76,1418,104
14,2,7,FRA,BOM,B737,PacificAir,0.54,21,85,5335,98
4,0,11,NRT,CDG,B737,PacificAir,0.25,10,75,10182,58
14,5,7,FRA,FRA,B737,AeroGulf,0.35,29,1,12497,57
17,6,4,CDG,SIN,B787,SkyMind,0.18,27,6,3843,54
17,1,5,DXB,JFK,A350,AeroGulf,0.91,15,25,2986,93
20,2,11,SIN,SYD,B777,SkyMind,0.58,20,89,11269,91
20,3,9,SIN,LHR,B777,SkyMind,0.4,2,87,7373,62
22,6,7,BOM,SYD,B777,EuroWings,0.46,21,75,772,90
5,5,7,LHR,DXB,B787,AeroGulf,0.95,5,15,5054,64
1,2,10,DXB,FRA,A350,PacificAir,0.15,13,22,1319,32
16,5,7,SYD,NRT,A380,AsiaJet,0.59,23,39,5792,87
20,0,9,CDG,LAX,A350,AsiaJet,0.51,17,59,3115,70
3,6,5,NRT,DXB,B787,AeroGulf,0.61,16,72,13648,92
11,5,6,BOM,BOM,A380,AsiaJet,0.02,3,31,6569,10
18,6,3,LHR,LAX,B737,SkyMind,0.87,22,14,6140,99
1,3,1,LHR,LAX,A320,AsiaJet,0.93,14,12,11236,100
1,1,11,LAX,BOM,B737,SkyMind,0.57,10,4,4484,43
13,0,12,DXB,SIN,B777,SkyMind,0.7,25,74,5390,113
14,0,2,CDG,SYD,B737,PacificAir,0.92,2,73,13592,81
19,6,8,JFK,DXB,B787,AsiaJet,0.71,2,51,8201,74
1,3,1,NRT,SYD,B777,PacificAir,0.15,15,76,5691,51
3,3,10,BOM,CDG,A320,AsiaJet,0.58,4,40,3481,60
18,2,7,SYD,NRT,A380,SkyMind,0.61,20,52,10582,80
8,1,5,SIN,DXB,A380,AsiaJet,0.42,28,49,3539,85
6,5,6,BOM,BOM,B777,PacificAir,0.74,9,14,5435,55
12,2,8,FRA,FRA,B737,EuroWings,0.93,18,6,11374,91
11,5,4,LHR,DXB,A350,PacificAir,0.93,24,39,1102,100
2,5,6,SYD,DXB,A350,EuroWings,0.45,3,27,7959,46
12,5,11,NRT,JFK,A380,AeroGulf,0.11,28,31,12629,58
14,2,3,CDG,BOM,A350,PacificAir,0.98,28,14,7919,105
13,0,7,JFK,BOM,B777,AsiaJet,0.84,18,84,10124,112
23,3,2,FRA,SYD,A350,EuroWings,0.12,10,69,13154,43
8,0,12,SYD,NRT,B787,AsiaJet,0.92,1,64,8947,83
12,1,8,SYD,BOM,A380,EuroWings,0.87,9,3,8192,79
22,2,7,LHR,LHR,A320,PacificAir,0.52,28,10,2987,70
21,1,12,DXB,BOM,A350,PacificAir,0.59,10,25,1858,69
3,3,12,FRA,LHR,B787,AsiaJet,0.4,24,60,12393,95
20,3,8,LHR,FRA,B787,PacificAir,0.05,19,36,11174,39
7,4,2,BOM,NRT,B777,AsiaJet,0.34,15,22,1189,40
2,1,3,FRA,SIN,A380,SkyMind,0.8,18,84,12224,111
1,0,12,JFK,DXB,B777,EuroWings,0.0,22,39,8999,44
18,6,4,SIN,NRT,A320,AsiaJet,0.33,23,76,6631,99
22,1,12,BOM,SYD,A320,EuroWings,0.4,10,22,10388,48
7,2,9,JFK,DXB,B737,SkyMind,0.54,13,15,3666,51
16,3,12,CDG,LHR,A320,EuroWings,0.92,1,60,9100,71
12,3,12,LHR,LAX,A380,AsiaJet,0.35,22,67,12643,89
6,1,5,JFK,NRT,A380,PacificAir,0.35,27,79,1325,88
8,1,6,DXB,SYD,B777,EuroWings,0.74,4,30,1691,62
11,5,1,LAX,LHR,B787,EuroWings,0.45,26,52,10826,94
13,1,4,SIN,SYD,B737,SkyMind,0.22,4,24,6147,24
13,5,4,CDG,SYD,A320,AeroGulf,0.45,18,43,7285,70
14,2,10,SYD,SYD,B787,PacificAir,0.14,20,11,11786,42
2,2,8,LHR,NRT,B777,AsiaJet,0.18,11,89,12885,68
14,0,8,BOM,LAX,A350,SkyMind,0.5,17,8,7313,63
18,1,10,LAX,LHR,B737,AsiaJet,0.42,3,11,10466,32
23,0,6,FRA,SIN,A380,AsiaJet,0.91,21,68,6141,113
19,6,8,LHR,LHR,B787,EuroWings,0.36,16,53,13108,63
13,4,9,NRT,BOM,B777,SkyMind,0.58,9,53,1033,57
7,2,5,LHR,DXB,B777,SkyMind,0.63,19,27,11559,79
4,3,1,NRT,LAX,B737,PacificAir,0.01,5,55,7010,45
18,5,1,SYD,NRT,B737,AeroGulf,0.66,24,68,1707,95
3,4,2,CDG,JFK,A320,AsiaJet,0.18,13,76,9108,54
13,3,2,SIN,SIN,A320,PacificAir,0.96,10,57,11468,88
15,4,5,LHR,DXB,A380,PacificAir,0.15,10,77,1737,60
19,0,7,SYD,JFK,A380,AsiaJet,0.41,28,74,5443,99
23,0,7,FRA,BOM,B737,EuroWings,0.09,17,41,5265,46
5,5,4,LAX,LHR,B737,EuroWings,1.0,26,37,10635,106
22,2,4,DXB,LHR,B787,AsiaJet,0.5,22,67,10872,90
5,6,11,JFK,LAX,A320,SkyMind,0.6,21,52,10792,75
2,5,10,SYD,NRT,B777,AeroGulf,0.07,17,32,5336,43
14,6,3,LAX,NRT,A320,EuroWings,0.75,23,70,12810,114
2,3,11,NRT,DXB,A320,AeroGulf,0.21,22,55,12366,57
10,4,2,SYD,CDG,B737,PacificAir,0.9,10,71,959,85
2,5,3,FRA,BOM,B737,PacificAir,0.21,20,50,9341,75
9,6,8,SYD,CDG,A320,AsiaJet,0.19,11,73,13269,52
17,1,1,SIN,SYD,A350,AsiaJet,0.04,4,42,619,34
0,1,4,NRT,SIN,A350,AsiaJet,0.47,22,14,5268,65
15,2,7,LHR,LHR,A380,EuroWings,0.56,8,37,10947,59
15,6,5,BOM,DXB,A320,AeroGulf,0.07,26,14,6480,52
9,5,2,DXB,CDG,A350,PacificAir,0.78,24,4,9009,77
0,3,1,LHR,LAX,A380,AeroGulf,0.45,8,82,6981,72
3,1,6,JFK,FRA,A380,EuroWings,0.52,21,53,6798,80
2,2,5,SYD,NRT,A320,AeroGulf,0.44,9,50,9559,49
4,5,3,CDG,LHR,A380,AeroGulf,0.4,21,9,3726,61
11,2,11,SYD,DXB,B737,AsiaJet,0.56,18,11,9085,62
11,3,11,NRT,JFK,B737,AeroGulf,0.16,0,3,3052,9
12,1,11,SIN,SIN,B737,AeroGulf,0.18,6,17,13758,16
23,1,9,SYD,SYD,B777,AeroGulf,0.86,3,79,13100,100
11,1,3,JFK,LAX,B737,SkyMind,0.95,0,35,5878,78
15,6,2,FRA,BOM,B737,PacificAir,0.37,14,24,3728,60
12,0,5,SYD,LAX,A320,PacificAir,0.27,7,86,10753,58
4,6,9,LHR,SYD,A350,AeroGulf,0.64,11,75,576,71
23,1,8,BOM,FRA,A350,AsiaJet,0.41,21,35,3910,85
3,4,6,CDG,BOM,B737,AsiaJet,0.03,21,66,908,59
20,0,3,JFK,BOM,B737,AsiaJet,0.16,17,8,4592,32
14,5,6,JFK,DXB,B737,PacificAir,0.72,14,60,2767,91
11,6,5,NRT,LAX,A380,EuroWings,0.66,16,52,9435,93
18,0,1,JFK,LHR,A320,AeroGulf,0.03,28,17,5028,50
20,0,5,CDG,SYD,A320,PacificAir,0.22,13,42,11545,59
18,6,7,LHR,FRA,A320,AsiaJet,0.23,13,34,6074,55
20,6,9,BOM,FRA,A350,PacificAir,0.67,17,62,6273,81
10,0,12,LAX,NRT,B777,PacificAir,0.02,19,77,4334,55
20,2,1,SYD,SIN,A350,PacificAir,0.1,17,3,4497,40
5,4,3,JFK,DXB,A320,AsiaJet,0.8,15,40,10523,64
8,3,8,FRA,DXB,B787,EuroWings,0.18,0,44,7807,27
0,1,6,SIN,JFK,B777,SkyMind,0.65,22,49,9679,80
11,6,5,FRA,DXB,B737,AeroGulf,0.24,26,78,6117,80
13,0,10,LHR,BOM,A380,AeroGulf,0.1,10,27,3201,29
5,3,2,LAX,JFK,A350,PacificAir,0.24,14,41,4212,48
0,6,3,NRT,FRA,A380,EuroWings,0.72,11,79,4407,86
21,2,12,LHR,LHR,B777,AsiaJet,0.86,7,75,11556,83
1,3,2,FRA,CDG,B787,SkyMind,0.83,21,68,9446,126
23,0,1,CDG,SIN,B777,SkyMind,0.4,19,0,1175,67
10,5,7,SYD,SIN,A350,PacificAir,0.67,29,38,5427,89
2,4,3,LHR,LHR,A320,PacificAir,0.2,5,89,13907,67
9,3,7,DXB,LHR,B737,AsiaJet,0.29,2,16,12815,23
5,6,12,SYD,CDG,A320,AsiaJet,0.9,27,87,5849,130
5,0,7,DXB,NRT,A320,AsiaJet,0.01,23,34,13203,48
19,6,8,JFK,LAX,A350,PacificAir,0.09,25,45,6668,55
20,0,1,SIN,SIN,A320,EuroWings,0.21,29,41,10402,80
1,1,5,LHR,NRT,A320,PacificAir,0.03,12,38,3975,36
23,5,10,SYD,DXB,A350,PacificAir,0.18,12,89,7316,60
9,1,9,NRT,LHR,A350,SkyMind,0.58,1,48,1041,45
22,5,12,DXB,JFK,B787,AsiaJet,0.42,4,61,664,48
5,4,11,BOM,NRT,A320,AeroGulf,0.89,16,37,10947,79
22,1,7,FRA,NRT,B777,AsiaJet,0.82,5,22,7592,65
16,4,1,SYD,SIN,B737,EuroWings,0.34,1,21,1484,20
13,6,8,SIN,FRA,A380,EuroWings,0.26,3,3,3161,19
4,2,3,LHR,JFK,B737,AsiaJet,0.38,21,48,4968,84
22,2,4,SYD,LAX,A350,AsiaJet,0.59,25,58,1117,105
16,5,4,LHR,DXB,A380,PacificAir,0.27,10,72,12605,59
1,5,10,CDG,CDG,A350,AeroGulf,0.62,7,67,8760,73
8,1,12,DXB,SYD,B787,PacificAir,0.41,11,70,6139,84
11,2,8,SYD,FRA,A320,SkyMind,0.55,7,86,12116,82
18,3,1,SYD,SIN,A350,SkyMind,0.44,10,1,4696,39
21,3,8,SIN,FRA,A350,EuroWings,0.29,21,48,500,56
6,6,9,SIN,JFK,B737,EuroWings,0.95,19,87,11090,123
8,3,9,FRA,BOM,A320,AeroGulf,0.76,7,30,10746,74
20,6,5,NRT,LAX,B787,EuroWings,0.14,28,39,13105,60
15,2,4,LHR,DXB,A350,SkyMind,0.87,7,47,8877,83
19,3,4,LAX,FRA,A350,AeroGulf,0.49,25,50,13515,83
10,4,9,FRA,LAX,A350,SkyMind,0.89,29,42,11201,112
11,0,8,SIN,SYD,B737,AsiaJet,0.8,16,54,4938,73
14,5,10,LAX,DXB,A350,AsiaJet,0.43,19,87,5308,87
17,1,10,JFK,SYD,A350,AeroGulf,0.02,19,48,3579,56
18,6,12,LAX,NRT,B737,PacificAir,0.27,22,89,7219,79
15,4,7,DXB,FRA,A350,EuroWings,0.54,15,79,8827,86
14,3,12,SYD,SYD,A320,AeroGulf,0.63,13,56,6518,73
4,0,3,SIN,LAX,A320,EuroWings,0.26,29,76,882,92
10,1,4,SYD,BOM,B737,SkyMind,0.14,10,14,12973,27
14,4,9,FRA,CDG,A320,PacificAir,0.83,6,26,11378,61
17,1,8,CDG,LHR,A380,EuroWings,0.98,15,67,1427,118
12,6,12,SIN,BOM,A380,AsiaJet,0.53,12,79,12135,88
3,6,12,SIN,SIN,A380,AsiaJet,0.17,26,63,5559,69
16,5,1,BOM,BOM,B787,SkyMind,0.27,14,29,1060,52
3,2,3,SYD,SYD,A350,AeroGulf,0.02,23,35,1689,53
15,6,12,SIN,SIN,B787,EuroWings,0.91,15,66,1397,108
22,3,10,CDG,BOM,A320,SkyMind,0.12,26,85,2868,66
14,4,2,CDG,LHR,B737,AsiaJet,0.58,20,85,10430,106
13,4,2,DXB,LAX,A380,AsiaJet,0.27,22,48,13968,63
11,0,8,LHR,CDG,B737,AsiaJet,0.55,23,75,5453,94
2,0,6,SIN,SYD,B787,PacificAir,0.65,8,54,8398,93
9,0,12,CDG,FRA,A320,PacificAir,0.83,2,84,11737,88
7,1,12,CDG,DXB,A350,AsiaJet,0.21,18,55,4880,58
5,3,12,DXB,JFK,A320,AeroGulf,0.01,19,67,12564,38
21,1,6,BOM,FRA,A380,PacificAir,0.14,4,43,2898,42
13,3,4,LHR,NRT,A320,EuroWings,0.9,9,30,6726,68
16,4,1,NRT,SYD,B737,PacificAir,0.87,16,57,6243,90
20,6,11,SIN,DXB,B777,EuroWings,0.6,14,86,13453,88
18,6,7,NRT,LAX,A380,PacificAir,0.6,22,52,10085,101
15,1,8,NRT,NRT,A350,AsiaJet,0.67,24,83,3088,115
14,1,2,FRA,JFK,A380,EuroWings,0.18,7,78,12158,51
14,1,2,BOM,SYD,A380,AeroGulf,0.91,14,22,10716,86
0,2,1,FRA,FRA,A350,PacificAir,0.42,20,27,6856,61
23,5,4,SYD,BOM,A380,PacificAir,0.38,29,15,4185,73
22,3,6,LAX,FRA,B737,AsiaJet,0.52,13,36,9621,65
22,6,5,DXB,FRA,A320,EuroWings,0.05,19,20,4809,47
11,3,4,CDG,JFK,B737,AsiaJet,0.17,27,78,4899,89
9,1,4,CDG,SYD,A320,EuroWings,0.74,6,16,3726,63
13,2,10,LHR,SYD,B777,PacificAir,0.08,20,36,1903,46
9,1,7,BOM,SIN,A380,PacificAir,0.6,22,76,8891,105
9,3,7,CDG,FRA,B777,PacificAir,0.25,11,18,12443,37
19,5,2,FRA,LAX,B787,PacificAir,0.39,16,29,2785,50
10,6,7,LAX,DXB,A320,SkyMind,0.29,16,44,9362,55
21,5,2,FRA,DXB,B737,PacificAir,0.36,9,17,2228,42
15,4,4,NRT,NRT,B737,PacificAir,0.72,29,77,11930,124
8,2,1,SYD,JFK,A380,EuroWings,0.3,28,61,1749,82
14,5,5,CDG,FRA,B737,PacificAir,0.57,18,35,1378,65
13,2,1,NRT,LAX,B787,PacificAir,0.48,13,83,13038,81
18,1,4,CDG,NRT,A350,EuroWings,0.66,10,51,12043,75
8,4,9,SIN,SYD,B737,PacificAir,0.94,1,18,3023,66
3,3,12,JFK,DXB,A380,PacificAir,0.73,17,43,997,93
20,5,8,DXB,LHR,B777,AsiaJet,0.21,6,6,10679,32
6,5,6,DXB,SIN,B737,SkyMind,0.03,11,43,9669,30
21,0,8,CDG,LAX,B737,EuroWings,0.26,25,67,8202,74
7,6,5,LAX,NRT,B737,AsiaJet,0.6,1,33,11736,42
23,3,7,BOM,NRT,A380,AeroGulf,0.05,26,65,11440,73
7,5,8,LHR,LAX,A350,AeroGulf,0.5,19,68,8078,97
18,5,7,LAX,BOM,B737,SkyMind,0.6,17,54,5379,80
14,3,4,BOM,LHR,A350,AeroGulf,0.33,5,9,11168,28
15,4,5,LAX,SYD,A350,SkyMind,0.77,23,41,1038,108
21,2,10,SIN,DXB,B787,AeroGulf,0.11,9,40,12732,40
22,3,6,LAX,FRA,B777,AeroGulf,0.08,19,76,9592,67
8,2,12,LHR,LAX,B737,AsiaJet,0.73,14,68,1966,82
11,4,11,DXB,JFK,B737,AeroGulf,0.5,4,9,11707,45
15,4,6,LAX,LHR,B737,SkyMind,0.69,19,9,12997,66
3,1,9,FRA,SIN,A350,PacificAir,0.43,2,59,8214,43
4,0,10,BOM,SIN,A320,PacificAir,0.25,4,50,2233,38
7,4,2,SYD,JFK,B777,PacificAir,0.82,29,20,990,96
0,4,6,BOM,LHR,A380,SkyMind,0.8,24,7,2209,85
5,2,3,DXB,NRT,B737,SkyMind,0.69,7,64,10445,65
14,4,2,LAX,SIN,A320,PacificAir,0.27,7,77,7211,65
3,3,6,FRA,NRT,A320,AeroGulf,0.59,7,84,2418,88
20,1,4,LAX,BOM,A320,PacificAir,0.36,11,29,10726,34
10,1,5,LAX,LHR,B777,EuroWings,0.09,23,84,8666,81
4,3,5,CDG,LAX,A320,SkyMind,0.92,22,48,11403,100
17,5,3,SIN,FRA,A380,EuroWings,0.14,7,8,6525,28
23,4,12,LHR,DXB,B737,EuroWings,0.95,10,16,10178,77
14,6,4,SIN,BOM,A380,SkyMind,0.45,13,68,6599,73
17,0,3,SYD,NRT,B737,PacificAir,0.19,7,57,10192,43
19,4,7,DXB,LHR,B787,AsiaJet,0.54,28,56,697,106
12,1,1,LAX,BOM,A350,EuroWings,0.87,29,61,10659,110
4,0,6,JFK,NRT,A320,PacificAir,0.73,23,51,13308,103
0,6,4,SIN,FRA,A380,AsiaJet,0.81,27,60,10226,121
21,5,1,NRT,FRA,A350,EuroWings,0.66,9,39,2213,74
17,2,1,JFK,JFK,A350,PacificAir,0.69,6,37,10040,83
13,2,5,SIN,SYD,A350,EuroWings,0.85,27,42,5283,104
4,6,5,NRT,SIN,A350,PacificAir,0.25,16,62,8602,71
5,4,10,DXB,FRA,A350,AeroGulf,0.49,3,18,13254,40
23,4,7,LAX,CDG,B737,AeroGulf,0.22,28,49,4344,84
15,0,12,FRA,FRA,B777,SkyMind,0.99,12,32,1095,90
21,0,4,FRA,BOM,A320,AsiaJet,0.94,3,12,8830,62
20,5,9,SIN,DXB,A320,EuroWings,0.04,4,77,1514,49
11,4,4,LAX,LHR,B737,EuroWings,0.71,25,61,741,100
19,1,7,SIN,BOM,A380,PacificAir,0.93,21,42,2863,92
17,2,5,DXB,SYD,B737,AsiaJet,0.18,3,48,1232,30
1,5,5,NRT,FRA,A350,EuroWings,0.57,17,35,634,78
22,0,6,LAX,LAX,B777,AsiaJet,0.92,5,9,11951,77
20,1,8,JFK,LHR,A320,AsiaJet,0.03,23,5,4261,39
22,4,5,NRT,BOM,A380,AeroGulf,0.7,23,56,3126,109
12,3,3,JFK,CDG,B787,EuroWings,0.3,22,0,11832,40
16,0,6,JFK,DXB,B737,EuroWings,0.92,21,70,11178,111
16,5,12,DXB,SIN,B787,SkyMind,0.97,1,57,10816,80
15,3,2,LHR,LHR,A320,AsiaJet,0.94,22,20,7679,96
20,1,12,LHR,SYD,B737,PacificAir,0.47,10,79,2010,75
17,6,12,LAX,LAX,A320,AeroGulf,0.86,27,55,10510,119
7,2,8,SYD,CDG,B737,SkyMind,0.84,13,86,13545,100
2,6,8,BOM,SIN,A380,AeroGulf,0.32,29,19,3296,71
16,6,3,LHR,NRT,A320,PacificAir,0.83,4,53,7407,76
17,6,12,LAX,DXB,B787,SkyMind,0.04,5,24,5012,12
22,1,8,JFK,SIN,B777,AeroGulf,0.6,9,27,4802,59
5,2,9,FRA,FRA,A380,PacificAir,0.23,7,4,2143,24
7,1,5,LHR,JFK,A380,SkyMind,0.12,13,20,11460,33
22,6,5,DXB,LAX,B737,PacificAir,0.08,23,17,4906,46
12,0,6,LAX,CDG,B787,SkyMind,0.7,2,46,3864,64
7,6,7,BOM,SIN,A320,EuroWings,0.34,11,69,7268,61
18,0,3,SIN,JFK,B787,EuroWings,0.72,15,56,10091,98
5,5,5,SYD,SIN,A380,AeroGulf,0.07,27,18,10242,42
22,6,1,JFK,BOM,B737,AsiaJet,0.32,29,64,3911,82
14,3,11,JFK,NRT,B787,AsiaJet,0.54,22,2,582,88
9,1,10,SIN,DXB,A320,PacificAir,0.79,16,41,6196,79
16,6,5,LHR,NRT,A350,SkyMind,0.32,0,20,13814,16
0,1,4,FRA,BOM,A380,EuroWings,0.63,22,39,10171,92
6,6,1,SIN,SIN,B777,AsiaJet,0.89,9,66,11612,76
12,3,7,FRA,LHR,B777,EuroWings,0.62,24,24,10975,80
2,6,1,JFK,JFK,A380,PacificAir,0.23,22,54,2940,85
18,4,8,BOM,LAX,A350,PacificAir,0.02,9,83,6260,35
14,5,10,LHR,SYD,B737,SkyMind,0.87,20,51,2282,86
4,1,12,LAX,JFK,B787,AsiaJet,0.02,23,43,13769,40
10,5,2,JFK,NRT,B787,PacificAir,0.87,1,84,9296,94
21,1,10,SIN,JFK,A350,PacificAir,0.53,8,55,6926,74
17,1,12,FRA,FRA,A350,EuroWings,0.94,21,54,13025,105
2,4,5,FRA,SIN,A320,AeroGulf,0.8,12,86,8406,105
5,6,6,JFK,BOM,A320,AsiaJet,1.0,24,69,9422,134
2,0,9,JFK,JFK,B777,SkyMind,0.35,15,76,1860,88
4,5,7,BOM,JFK,B737,SkyMind,0.77,17,86,2578,104
8,3,6,BOM,BOM,B737,EuroWings,0.4,18,72,1477,61
18,5,5,CDG,FRA,A350,SkyMind,0.48,11,80,13702,70
12,6,6,SIN,FRA,B777,PacificAir,0.63,7,65,8293,70
5,4,11,DXB,SYD,B777,AsiaJet,0.87,16,18,2137,81
10,2,4,SIN,SYD,A320,SkyMind,0.98,14,82,10673,111
20,2,1,BOM,FRA,B787,AsiaJet,0.77,9,6,11642,71
20,4,12,CDG,LHR,B737,SkyMind,0.42,14,62,3800,81
13,6,9,LHR,SYD,B777,AeroGulf,0.42,14,41,4504,61
5,4,11,JFK,FRA,A320,AeroGulf,0.74,22,41,1082,102
5,0,5,SYD,FRA,A320,AsiaJet,0.24,6,58,9151,49
16,5,8,SIN,JFK,A320,AeroGulf,0.11,12,19,8827,32
10,6,7,SIN,SYD,B787,AeroGulf,0.35,16,72,10668,81
14,5,8,NRT,SIN,B777,PacificAir,0.29,8,16,9669,36
8,2,1,BOM,BOM,A350,SkyMind,0.3,7,26,8975,55
20,6,9,SYD,BOM,A350,AeroGulf,0.23,19,46,11589,49
16,3,1,LAX,CDG,A320,AsiaJet,0.04,25,1,2898,36
23,5,3,NRT,JFK,A320,PacificAir,0.02,26,62,4612,63
6,1,8,DXB,CDG,B787,AeroGulf,0.99,20,61,1738,117
6,1,12,SIN,CDG,A320,AsiaJet,0.43,17,18,3966,68
20,0,11,CDG,JFK,A380,SkyMind,0.38,12,16,6018,47
0,6,1,CDG,SIN,B777,AeroGulf,0.68,15,68,11153,79
7,0,1,LAX,LHR,A320,AsiaJet,0.22,8,38,5863,47
4,6,6,FRA,DXB,A320,AsiaJet,0.95,11,81,3666,111
18,2,5,NRT,LHR,B777,EuroWings,0.79,11,70,12396,76
7,3,11,NRT,SYD,B737,AsiaJet,0.09,5,80,10745,44
16,3,6,CDG,FRA,A380,EuroWings,0.42,18,38,1279,54
18,4,3,CDG,NRT,A380,SkyMind,0.88,27,35,2634,101
11,0,10,JFK,LAX,A350,SkyMind,0.94,6,39,2736,73
22,6,12,CDG,JFK,A320,PacificAir,0.47,24,44,2139,88
14,5,10,BOM,LHR,B777,EuroWings,0.61,2,3,9111,41
3,1,6,CDG,SIN,A350,AsiaJet,0.17,15,24,10518,32
22,5,2,NRT,LHR,B787,PacificAir,0.99,17,68,11830,119
11,1,8,JFK,SYD,B737,PacificAir,0.23,15,29,4189,36
12,2,12,DXB,FRA,A320,SkyMind,0.94,22,75,5455,122
13,1,6,NRT,CDG,B737,AsiaJet,0.65,6,67,8898,68
4,5,4,CDG,BOM,A320,EuroWings,0.61,3,87,7872,72
21,5,4,CDG,NRT,A320,SkyMind,0.51,26,28,3890,84
15,3,11,CDG,LHR,A320,PacificAir,0.23,24,72,7750,82
6,6,7,JFK,SIN,B737,AeroGulf,0.18,29,67,7749,91
14,3,3,SIN,DXB,A380,PacificAir,0.22,7,50,12562,43
12,0,11,JFK,LHR,B787,AeroGulf,0.19,12,23,4296,41
15,5,3,LHR,SIN,A380,SkyMind,0.78,12,13,3034,66
11,6,6,BOM,CDG,B777,EuroWings,0.35,16,68,2680,73
6,2,9,SYD,SIN,B777,AsiaJet,0.06,16,17,12902,37
15,1,1,BOM,SIN,A380,AeroGulf,0.97,4,41,4806,79
22,0,5,CDG,FRA,B787,AsiaJet,0.88,5,56,4727,68
22,4,1,SYD,FRA,B787,SkyMind,0.93,18,82,10089,118
12,4,1,DXB,LHR,A320,SkyMind,0.99,12,11,12941,84
22,6,3,FRA,LAX,A320,SkyMind,0.17,24,81,13707,73
2,1,3,NRT,FRA,B777,EuroWings,0.4,27,16,1946,60
14,1,4,SIN,BOM,A320,AeroGulf,0.76,25,29,1451,106
2,6,3,FRA,BOM,A320,AsiaJet,0.7,13,87,4521,100
6,1,6,JFK,NRT,B787,PacificAir,0.15,21,74,5985,68
17,3,12,LHR,JFK,B737,SkyMind,0.82,3,22,2217,53
13,1,4,LAX,CDG,A380,AsiaJet,0.22,27,80,4742,79
17,4,8,BOM,LAX,A350,AsiaJet,0.22,6,0,4305,32
18,1,1,FRA,BOM,A350,EuroWings,0.54,7,78,6413,75
13,5,8,LHR,SYD,A320,AeroGulf,0.59,24,31,11890,79
19,6,11,CDG,BOM,A320,EuroWings,0.58,12,8,7975,60
5,2,1,JFK,SIN,A380,EuroWings,0.09,26,14,5310,43
7,4,11,JFK,CDG,A350,AsiaJet,0.88,5,27,2096,83
6,2,1,NRT,NRT,B787,AeroGulf,0.27,5,23,7094,43
19,4,7,SYD,LHR,A350,AeroGulf,0.13,23,59,12425,62
17,0,1,SYD,BOM,A350,AeroGulf,0.89,27,34,3716,102
17,5,9,FRA,JFK,A350,SkyMind,0.96,20,85,9598,100
14,4,8,DXB,NRT,A320,AeroGulf,0.86,29,26,12442,93
19,5,1,SYD,BOM,A320,AsiaJet,0.81,2,82,12750,73
21,4,2,SYD,LAX,A380,SkyMind,0.66,27,75,10846,111
18,2,2,CDG,LAX,A350,PacificAir,0.55,2,19,6255,40
21,2,2,CDG,NRT,A320,EuroWings,0.09,12,64,13616,38
20,6,6,LHR,LHR,A380,AeroGulf,0.41,21,84,6783,87
20,4,4,JFK,SYD,A350,PacificAir,0.37,1,48,1837,46
1,4,8,JFK,SYD,B787,AeroGulf,0.26,15,0,12798,42
7,3,1,JFK,BOM,A320,EuroWings,0.72,21,9,11187,63
20,5,10,LHR,BOM,B737,AsiaJet,0.5,28,46,3474,89
10,5,4,LAX,NRT,A380,AsiaJet,0.08,5,58,11134,24
17,5,10,CDG,DXB,A320,EuroWings,0.22,7,61,4973,55
22,5,11,LHR,SIN,B787,PacificAir,0.68,22,85,9052,114
12,0,5,JFK,SIN,B787,SkyMind,0.08,7,17,7326,14
8,0,9,FRA,JFK,A320,SkyMind,0.85,29,45,11756,106
8,1,5,CDG,BOM,B777,AeroGulf,0.5,24,31,6167,74
16,4,11,SIN,JFK,A380,EuroWings,0.48,5,26,13429,28
6,4,3,SYD,NRT,A350,EuroWings,0.59,13,17,9264,64
8,4,11,CDG,LHR,A350,SkyMind,0.82,2,38,10647,65
21,4,4,CDG,CDG,B787,PacificAir,0.35,9,48,8513,61
0,5,10,JFK,CDG,A320,EuroWings,0.68,2,81,3544,67
1,5,7,BOM,BOM,B777,AsiaJet,0.57,26,43,10276,85
3,0,1,LAX,BOM,A380,AsiaJet,0.27,11,71,5518,49
13,2,11,CDG,DXB,B737,EuroWings,0.88,16,53,2733,89
3,3,6,LHR,NRT,A350,PacificAir,0.8,26,33,11984,90
