booking_lead_days,seat_class,is_business_traveler,prior_no_shows,checked_in_online,has_baggage,route_distance_km,is_connecting,fare_paid_usd,no_show
117,Economy,1,3,0,1,1057,0,2583,1
328,Business,1,0,1,0,4202,1,3082,0
208,Business,0,1,0,1,11145,0,1242,0
356,First,0,2,1,1,9046,0,2003,1
247,Business,1,2,1,0,3654,1,1868,0
94,Business,1,2,1,0,1674,1,4849,1
313,Business,0,4,1,0,2661,1,524,1
94,Economy,1,4,1,0,10291,1,2560,1
101,Economy,1,3,1,0,9299,1,4220,1
213,Business,0,0,0,0,5791,1,3972,0
130,First,0,4,0,0,8702,0,2074,1
131,Business,0,2,1,0,10295,0,2830,1
101,First,1,4,0,1,9008,1,4508,1
56,First,1,0,1,1,3135,1,1436,0
192,Business,0,4,0,1,4139,1,4143,1
254,First,1,0,1,1,5286,0,4374,0
161,First,1,3,0,0,4658,0,3535,1
31,First,1,4,0,0,4605,1,590,1
171,Business,0,0,1,0,13286,1,4303,1
96,First,0,0,0,1,3531,1,1145,0
138,Business,0,1,1,0,11658,0,2640,0
291,Economy,0,3,1,0,4471,1,2711,1
140,Business,1,4,0,1,10911,0,3678,1
312,Economy,0,1,0,1,4832,1,2964,1
152,Economy,0,4,0,0,1640,1,2533,1
197,Business,1,2,1,1,4406,1,3555,1
345,Economy,1,2,0,1,8931,1,585,1
131,Business,0,0,0,1,2933,1,3964,0
364,Business,0,1,0,0,2140,0,3240,1
25,First,0,0,0,0,13357,1,3743,1
268,Economy,1,0,0,1,12537,0,3754,0
71,Business,0,0,0,0,669,1,654,0
302,Business,0,2,1,1,2308,0,4059,0
207,Economy,0,0,0,0,9112,0,4391,0
169,Economy,1,0,1,1,10655,0,2617,0
230,Economy,0,0,1,1,1546,1,2992,0
286,Economy,1,0,0,0,11035,0,3962,1
167,Business,1,1,1,1,3784,1,1813,0
214,Economy,1,4,0,0,12447,1,4865,1
115,Business,1,1,1,0,3730,0,669,0
143,Economy,0,3,0,1,10960,1,4056,1
311,First,1,1,1,0,2781,0,2945,0
329,Economy,0,3,0,1,13696,0,3247,1
35,Economy,1,2,0,0,9165,0,2572,0
222,Business,1,4,0,0,5076,0,4206,1
235,Business,1,0,1,1,13909,0,4736,0
351,First,1,3,0,1,12450,0,762,1
335,First,0,2,1,0,5373,1,2428,1
183,Economy,0,4,0,1,10932,0,2339,1
241,Business,1,3,0,0,7463,1,1305,1
303,Economy,1,2,1,0,4914,0,4821,1
207,Business,0,0,0,1,2985,1,1320,0
57,Business,1,2,1,1,1137,1,3969,0
270,Business,0,2,0,0,12873,0,533,1
148,Business,0,0,1,0,7205,0,2763,0
63,First,1,3,1,0,6196,0,1248,0
134,Business,1,2,0,1,7711,0,4518,1
307,First,0,0,0,0,10988,0,783,0
18,First,1,3,1,0,13564,0,2738,0
85,Economy,0,0,0,0,12810,1,711,0
173,Economy,1,1,1,1,7407,0,2028,0
37,First,1,3,1,1,6855,1,3414,0
140,First,0,1,0,1,3477,1,462,0
299,First,0,2,1,0,10243,1,596,1
198,Business,0,2,1,0,12010,1,2517,0
34,Business,1,2,1,1,1201,1,2099,0
130,First,0,3,0,0,3571,0,2810,1
226,First,1,4,0,0,9418,0,1034,1
143,First,0,3,0,0,3124,1,1976,1
143,Economy,1,3,0,1,8641,0,3340,1
193,Economy,0,4,1,1,3172,1,1249,1
357,Business,0,3,0,0,3609,1,2269,1
336,Business,0,1,0,1,1389,0,2020,1
165,Economy,1,4,0,1,12699,1,3062,1
23,Business,0,4,0,1,9467,1,4081,1
214,Business,1,1,0,1,4371,1,1262,1
363,First,1,4,1,0,2075,0,160,1
312,First,0,4,0,0,10421,0,1238,1
235,Economy,0,1,0,0,13219,0,1174,1
122,First,0,0,0,0,12032,0,3792,1
55,Business,1,0,0,1,2670,1,2469,1
85,First,1,0,1,0,7694,1,3238,0
321,Business,0,1,0,1,2209,0,171,0
77,Economy,1,2,1,0,11322,0,270,0
91,First,0,3,0,1,8694,1,1335,1
332,Economy,1,4,1,0,13640,1,3709,1
247,First,0,1,0,1,7984,0,4744,1
101,First,1,3,1,0,13883,1,2300,1
336,First,1,1,1,0,4532,1,3865,1
72,Economy,0,4,0,1,4740,1,1084,1
317,First,1,2,1,1,8077,1,543,1
231,Business,1,1,1,0,1808,0,1628,0
13,First,0,3,0,0,10811,1,1598,1
193,First,1,3,1,1,10649,1,1709,0
233,Business,1,4,0,0,7846,0,3113,1
187,Economy,1,0,1,1,5662,0,1245,0
276,Economy,0,4,0,1,9915,1,4468,1
29,Business,1,4,1,1,11515,0,426,0
24,First,0,0,1,0,13196,0,529,0
186,Business,1,2,1,0,13149,0,785,1
230,Business,0,1,1,1,5743,0,4848,1
354,First,0,3,1,0,11050,1,3025,1
133,Business,1,1,0,1,10912,0,3121,1
130,Economy,1,1,0,1,11214,1,3407,0
111,Economy,1,3,1,1,7478,0,1610,0
128,Economy,1,0,1,1,7468,0,2300,0
64,Business,0,3,1,0,9769,0,3331,0
25,First,0,0,1,1,8610,0,2981,0
17,Economy,0,0,1,0,9817,0,4814,0
133,First,0,4,1,1,5131,1,3838,0
202,First,0,2,1,1,10516,1,4822,0
253,Economy,1,4,0,0,7254,0,1244,1
39,Business,1,2,1,1,5403,1,4034,0
29,Economy,1,0,1,0,4752,1,2795,0
77,Business,1,4,0,0,7675,1,4604,1
329,First,0,1,0,1,7102,1,3847,1
248,Economy,1,3,0,0,1795,0,3627,1
286,Economy,1,3,0,1,2414,1,4686,1
163,Business,1,3,1,1,5012,0,4050,0
334,Business,0,2,1,1,6963,0,357,1
47,First,0,3,0,0,1778,1,4685,1
77,Economy,1,2,1,1,1680,0,3364,0
110,Economy,0,2,1,0,5924,1,4660,1
342,Economy,1,2,0,1,11872,0,4455,0
272,Business,0,1,1,1,11445,1,3973,0
282,Business,1,0,1,0,2552,0,992,1
363,Economy,0,1,1,1,7371,0,3849,0
253,Business,0,0,1,0,10152,0,3484,1
125,First,1,1,0,0,2079,1,270,1
170,Economy,0,2,0,1,13946,1,1467,1
202,Economy,0,0,1,0,13778,1,1474,0
128,First,1,3,1,0,3059,1,3575,0
279,Economy,1,1,1,0,5177,1,3226,1
7,Economy,0,0,1,1,11330,1,4404,0
285,Economy,1,3,0,1,7054,0,427,1
17,Economy,0,4,1,1,4182,1,3781,0
332,Business,0,2,0,1,9257,1,4638,1
121,First,1,1,1,0,9916,1,1255,0
125,Economy,1,1,1,0,7025,1,919,0
227,Business,0,4,1,1,7434,0,4885,1
82,Economy,1,0,0,1,11949,1,3119,0
187,Business,1,1,0,0,12420,1,514,1
153,Business,1,1,1,0,10314,1,1067,0
123,First,1,1,1,0,1825,0,1993,0
353,Business,1,1,0,0,7258,0,3405,1
308,Economy,1,4,1,1,7970,0,3088,1
94,First,0,2,1,0,2000,1,365,0
121,First,0,1,0,0,6958,0,4119,0
361,Economy,1,4,0,1,12378,0,1655,1
70,Economy,1,3,0,0,12192,0,708,0
103,First,0,1,1,1,13153,0,3677,0
153,Business,0,0,1,1,11825,1,4731,0
243,First,1,4,1,1,13609,0,4907,1
160,First,1,0,1,0,10864,0,4849,1
160,Economy,1,2,1,0,13440,1,246,1
179,Economy,1,3,0,1,2037,1,2771,1
167,Economy,1,0,0,1,6685,0,1514,0
53,First,0,1,1,0,13993,1,4473,0
238,First,0,4,1,0,3582,0,3290,0
353,Economy,0,3,1,0,13156,1,3013,1
48,First,1,4,1,0,12353,1,3457,1
359,Economy,1,3,0,1,712,1,644,1
133,First,0,0,1,0,10848,1,1747,0
288,Business,0,2,1,0,676,1,1430,0
132,Economy,0,4,0,0,2584,0,669,1
145,Business,1,1,1,1,3532,1,3020,0
130,Economy,0,4,1,0,6308,1,2972,1
353,Economy,0,2,1,1,13357,1,533,0
121,First,0,0,1,1,7926,1,3786,0
1,Economy,1,1,0,1,9653,1,3672,1
64,Business,0,1,1,0,1486,1,2317,0
290,Business,1,0,1,1,4756,1,1074,0
323,First,0,4,1,1,4594,1,962,0
34,Economy,0,1,1,1,3461,0,639,0
327,Economy,0,4,0,0,10659,0,4521,1
284,First,0,4,0,1,12862,0,659,1
333,Economy,1,0,1,1,1722,0,939,0
297,Economy,0,2,1,0,7191,1,1514,0
112,Business,1,2,0,1,4489,0,3010,1
93,Business,1,4,1,1,7954,0,2454,0
113,Business,0,0,0,1,11177,1,1416,1
6,Business,1,2,1,0,6451,0,4529,0
21,Economy,1,4,0,0,13497,1,1094,1
56,Economy,1,1,1,1,1896,0,775,0
172,Business,0,1,1,0,2344,0,4697,1
181,Economy,1,3,1,0,12585,0,3095,1
1,First,1,3,0,1,7593,0,4431,1
312,First,1,3,1,1,6868,0,3830,1
117,Economy,0,2,1,1,6586,1,3894,1
83,Economy,0,1,0,1,12665,0,4960,1
330,Business,0,1,1,1,3379,0,4257,0
289,Business,1,2,0,1,13481,1,1329,1
43,First,1,1,1,1,7073,0,1074,0
68,Economy,0,1,1,0,10713,0,1426,0
52,Economy,1,4,0,1,2717,0,923,1
349,Business,0,1,1,1,12787,1,755,1
288,Economy,0,4,0,0,12880,0,242,1
331,Business,0,3,0,1,12350,1,4293,1
324,Business,0,0,0,1,13611,1,2751,1
128,Economy,1,4,0,1,12802,1,938,1
162,Business,0,1,0,1,2833,1,491,0
250,First,1,3,0,1,3594,0,1929,1
24,Business,1,0,1,1,5375,1,2594,0
131,First,0,0,1,0,11242,0,650,0
328,Economy,1,3,0,0,9295,1,3188,1
117,Economy,1,3,0,0,9554,1,3255,1
235,Economy,1,0,0,0,12433,0,3899,1
114,Economy,1,0,1,1,8814,1,3701,0
124,Economy,1,1,1,0,7258,0,1073,0
194,Business,0,4,0,1,1795,1,4190,1
93,Economy,1,4,0,1,9873,0,1247,1
211,Economy,0,0,0,0,3127,0,902,0
126,Economy,1,0,0,0,7956,1,4425,0
137,First,1,2,1,1,13228,0,467,1
147,Business,0,0,0,1,1364,1,2878,0
295,Economy,1,4,1,0,2242,1,3446,1
74,Economy,0,1,1,1,6157,0,126,1
14,Business,1,2,0,1,8304,0,683,1
155,First,0,4,0,1,5121,1,3840,1
363,Economy,1,1,0,1,6316,1,1141,0
34,First,0,2,0,1,6274,0,1165,0
6,Business,0,2,1,1,10421,0,4748,0
181,Economy,0,2,1,0,2563,0,560,0
169,Business,0,2,1,1,2840,1,1111,1
293,Economy,0,2,0,1,13566,1,3957,1
210,Economy,0,2,1,0,4756,0,1209,0
319,Economy,1,3,0,1,3829,1,4467,1
56,Economy,1,1,0,1,8212,0,2084,1
363,Business,0,4,0,0,11826,0,2695,1
123,Economy,0,0,1,0,6518,1,3708,0
193,First,1,4,0,0,9031,1,611,1
82,Economy,1,3,0,1,11028,1,4110,1
200,Business,1,3,0,1,9700,1,1978,1
251,First,0,2,1,0,1301,0,283,0
336,Economy,0,3,1,1,3649,1,1816,1
1,Business,0,4,0,1,8103,1,414,1
269,Business,1,3,1,0,13648,0,3153,0
240,Economy,0,4,1,0,1461,1,1315,1
145,First,0,2,1,0,8933,1,4061,0
325,Business,0,2,0,0,11707,1,4318,1
75,Business,1,3,1,0,2446,1,2220,1
229,First,1,0,0,0,1979,0,4297,1
333,Economy,1,2,1,0,13626,0,804,0
268,Economy,0,1,1,1,2919,0,473,0
72,Economy,1,1,1,1,9297,0,1543,0
105,Economy,1,2,0,1,5796,1,2052,0
223,First,0,3,0,1,10018,0,2377,1
9,Business,1,2,1,0,2440,1,2953,1
282,Economy,0,3,0,0,3770,1,3381,1
269,Business,0,4,1,1,9927,1,4644,1
264,Business,0,0,1,0,12080,0,1970,0
136,First,0,0,1,0,8036,1,4667,1
217,Business,1,4,1,0,12518,0,4640,1
223,Economy,0,4,0,1,10625,1,1865,1
360,Business,1,4,0,1,7559,0,2235,1
290,Economy,1,0,0,1,10232,0,1165,0
153,Economy,1,2,0,1,4754,0,2184,1
168,Economy,0,1,1,0,5163,0,1038,0
364,Business,0,3,0,0,693,1,2259,1
105,First,0,1,0,1,11277,0,1181,1
120,Business,1,3,0,1,5687,0,4042,0
66,First,0,0,0,0,2005,0,1075,0
285,First,0,2,1,1,5895,1,1265,1
284,First,0,1,0,1,11445,1,1911,1
83,Business,1,4,0,1,10336,0,606,1
323,First,0,4,1,1,12098,0,2946,1
13,First,1,4,1,0,7462,1,1123,0
364,First,0,1,1,1,1251,1,1764,1
179,Economy,0,2,1,1,13057,0,1319,1
38,First,1,2,0,0,3479,1,2137,1
276,Economy,1,4,1,0,12644,1,179,1
326,First,0,1,1,0,1320,0,1496,1
5,Business,1,4,1,0,6313,0,2853,1
182,Economy,1,3,0,0,9705,1,2041,1
39,First,0,3,0,0,11186,0,180,0
197,Business,1,1,0,0,3281,0,3155,0
152,Economy,1,3,0,0,4575,1,4326,1
251,Business,1,0,0,0,13229,1,2169,0
228,First,0,0,1,0,5774,1,4133,0
88,First,0,0,0,1,9205,0,1041,0
21,First,0,3,0,0,13889,0,3780,0
311,First,0,2,0,0,8270,1,3043,1
301,Economy,0,0,1,0,8136,1,4025,0
119,Economy,0,4,1,1,12042,0,3687,1
183,Economy,0,2,1,0,7318,0,3387,1
205,First,0,1,1,0,9009,1,4299,1
89,First,0,3,0,1,11875,1,2640,1
115,Business,0,4,1,0,4923,0,1498,1
162,Business,1,1,1,0,2606,0,2798,0
103,Economy,1,3,1,1,10687,1,4705,0
147,First,0,3,0,0,8371,0,265,1
270,First,1,4,0,0,4431,1,4678,1
109,Business,0,3,0,0,1436,0,2912,1
199,Economy,1,3,1,0,11668,0,4287,1
279,First,0,3,0,0,13012,1,3163,1
224,Business,0,2,0,0,4977,0,3489,1
79,Economy,1,0,1,0,2882,1,2107,0
250,Economy,1,4,0,1,4413,1,2531,1
219,Economy,1,2,0,1,10020,0,2645,1
299,Business,0,4,1,0,13557,1,431,1
141,First,0,2,0,0,12918,0,2073,0
72,Business,1,3,0,0,12426,1,1227,1
204,First,0,3,0,0,1286,1,3000,1
221,First,1,2,0,1,5340,1,2654,1
159,First,0,3,1,0,8965,0,2990,1
79,Economy,1,0,1,1,9366,1,3559,0
114,First,0,4,0,1,9948,0,4460,1
24,Economy,0,3,0,1,12713,1,1953,1
176,Business,0,1,1,0,1518,1,1571,0
278,First,1,2,0,0,8111,1,4268,1
292,Business,1,2,0,0,13436,0,4724,1
219,Business,1,3,1,1,1746,1,1807,1
2,First,1,2,0,0,3800,0,2222,1
315,First,0,1,0,0,6567,1,4578,1
314,Economy,1,2,0,0,9637,1,838,0
32,First,1,1,1,0,6655,0,434,0
181,Economy,0,2,0,0,4100,0,646,1
38,Economy,0,2,1,0,8910,0,4982,0
152,First,1,1,0,1,1352,1,177,1
62,First,1,4,0,1,4900,1,3234,1
88,First,1,0,1,0,6307,1,401,0
102,Economy,0,1,0,1,4329,0,3025,1
340,Economy,0,0,1,1,13033,1,2525,1
186,Economy,1,2,1,0,4481,0,769,0
158,Economy,1,4,1,0,682,1,3697,1
48,Economy,1,1,0,1,5084,0,3398,1
221,First,1,4,1,1,7273,0,4085,1
358,Economy,0,1,0,1,8064,1,4395,1
187,First,0,3,1,1,13302,0,2789,1
252,Economy,1,1,1,1,4531,1,4985,0
364,Economy,1,0,1,1,13003,0,1584,0
191,First,0,3,0,1,1747,0,821,0
243,Business,0,2,0,1,13912,1,1347,1
70,Business,1,1,1,1,1387,1,3118,1
346,Economy,0,0,1,0,2107,0,520,0
76,First,0,2,1,1,9354,1,2845,1
220,Business,0,0,0,1,2243,0,1368,0
342,Business,0,2,0,0,8535,1,1870,1
263,First,1,1,0,1,2236,0,2156,1
268,Business,0,4,0,0,13613,1,1044,1
281,Economy,1,2,0,1,13317,0,505,1
220,Economy,0,4,0,1,1124,1,907,1
90,Economy,0,2,1,0,6825,0,2550,0
55,Business,1,4,1,0,7442,0,2583,1
105,First,0,1,1,1,9177,1,3789,0
286,First,1,0,1,0,11059,1,1947,1
272,Economy,1,1,0,1,4381,0,4281,0
292,Economy,0,2,1,1,5656,1,4324,0
46,Economy,1,3,0,0,5730,1,1406,1
306,Economy,1,0,1,0,6370,1,4952,1
113,Business,0,4,1,0,7260,1,2950,1
57,Economy,1,0,1,1,6457,0,170,0
43,Business,0,0,1,1,3415,0,474,0
353,Economy,1,1,1,0,705,0,4619,0
230,First,1,2,1,0,5980,1,2158,0
266,Business,0,1,1,1,1867,1,1063,0
11,First,1,2,0,0,852,0,3981,1
204,First,0,3,1,1,3430,1,978,1
53,First,0,1,1,1,6429,0,1033,1
33,Economy,1,3,1,0,9573,0,3219,1
247,First,1,2,1,1,8646,0,1170,1
135,First,0,0,1,0,10256,0,3731,0
229,First,0,3,0,1,872,1,265,1
355,Business,1,3,1,0,8310,0,2653,1
277,Economy,1,2,0,1,10885,1,217,1
260,First,0,2,0,0,4424,0,1565,1
19,Economy,1,1,0,0,6544,1,2080,1
214,Business,0,1,0,1,11303,1,782,0
231,Economy,1,2,1,0,9757,0,652,0
117,First,0,3,1,0,7975,1,253,1
48,Economy,1,4,1,1,3991,1,372,0
118,Economy,1,1,0,0,4475,1,868,0
146,Economy,1,2,1,0,2249,1,4136,0
217,Economy,0,4,1,1,11890,0,3538,1
227,Economy,1,4,1,0,2549,0,1506,1
262,Business,0,4,1,1,1062,0,286,1
335,First,0,4,1,0,1410,0,2381,1
9,Economy,1,0,0,1,10075,0,2919,1
362,Economy,1,1,0,0,10368,1,4599,1
149,First,1,4,0,0,2729,0,1238,1
217,First,1,4,1,1,9075,1,2685,0
132,First,1,2,1,0,7894,0,2497,1
203,First,0,2,0,0,12477,1,205,1
23,Economy,1,0,1,1,6752,0,1502,0
142,First,0,4,1,1,13374,1,3643,0
343,Business,1,0,1,1,10644,0,804,0
215,Economy,0,2,1,0,9281,0,3225,1
233,Business,1,1,1,0,2133,0,166,1
54,First,0,3,0,1,7817,0,3668,0
353,Business,1,3,0,0,3999,0,3850,1
170,Economy,1,0,1,1,1143,1,2837,1
172,Economy,1,2,1,1,13151,0,4203,1
280,Economy,1,3,1,1,9869,0,4194,1
143,Economy,0,4,0,0,6260,1,3327,1
246,Business,1,1,0,0,7677,0,4382,1
28,Economy,1,2,0,0,12789,1,1007,0
319,Economy,1,0,0,1,2064,1,741,0
123,Economy,1,2,1,0,11660,1,4477,1
172,First,0,1,0,0,12234,0,2850,1
233,Business,0,2,0,1,6633,1,2638,1
364,First,1,0,1,0,13168,0,732,1
25,Economy,0,4,0,1,1489,1,2405,1
84,First,1,2,1,1,13615,1,4157,1
49,Economy,1,0,0,1,7756,0,445,1
154,First,0,4,1,0,9472,1,2632,1
99,Economy,1,3,0,0,4251,0,4621,1
79,Economy,1,2,1,1,7317,0,1175,1
28,Economy,0,4,1,1,12566,1,535,1
134,First,0,3,1,1,5105,1,2240,0
61,Economy,1,2,0,0,6210,1,3846,1
70,First,1,2,0,0,3098,0,4608,1
289,Economy,1,1,1,0,11293,0,4406,1
132,Business,1,2,0,0,7623,0,2689,1
116,Economy,1,2,0,1,3806,0,2361,0
7,Business,1,4,1,1,5833,1,2697,1
199,Economy,1,0,0,1,2316,1,3760,0
42,Economy,1,1,1,1,12778,0,3839,0
179,Economy,0,2,1,0,8006,1,1967,0
329,Economy,0,4,0,1,5217,0,151,1
256,Economy,1,4,1,0,5193,0,2991,1
37,First,1,0,0,0,9930,1,3035,0
262,First,1,3,1,1,4340,0,105,1
336,First,1,2,1,0,1008,0,953,0
183,Business,1,3,1,1,9114,0,2097,1
279,Economy,0,0,0,0,12561,0,3722,1
290,Economy,0,4,0,1,6264,1,2979,1
200,Economy,0,3,1,1,2257,0,2499,1
41,Business,1,0,1,0,954,0,996,0
299,Business,0,3,0,1,6065,0,3592,1
3,Business,1,4,1,0,2800,0,3634,1
363,Business,1,2,1,1,4288,0,3397,1
118,First,0,1,0,0,658,1,1657,1
76,Business,0,4,1,1,11898,0,2445,1
279,Business,1,3,1,0,11890,1,4922,1
326,Business,0,2,0,0,1257,1,4205,1
122,Business,1,1,0,1,784,0,140,0
346,First,0,0,1,0,9766,1,1907,1
349,Economy,0,2,0,1,9408,1,646,1
155,Business,1,4,1,1,3811,1,2387,0
328,First,1,3,0,0,10600,1,2910,1
102,First,0,1,1,1,9708,0,1302,0
358,First,1,2,1,0,10818,0,4271,0
340,Economy,0,1,1,1,2385,0,3760,0
101,Business,0,1,0,0,9658,1,1928,1
44,Economy,0,2,0,0,13624,0,924,1
344,First,0,3,0,1,593,0,3319,1
69,Economy,1,0,1,0,13834,1,2869,0
48,First,1,2,0,0,11083,0,149,1
118,First,1,0,0,1,8222,0,2634,1
339,Business,0,1,0,0,7211,0,1153,1
295,First,1,1,0,1,11870,0,2885,1
17,Economy,1,3,1,0,13713,1,1574,0
46,Economy,0,2,0,1,11496,0,1511,1
0,First,1,2,0,0,13152,1,4695,1
160,Business,0,4,1,1,7067,0,4616,1
294,Economy,1,3,1,1,593,1,4117,0
111,Business,0,2,0,1,3673,0,2033,1
22,Business,0,1,0,0,10249,0,3169,0
243,Business,1,3,1,0,4981,0,1176,1
269,Business,1,4,1,0,1418,1,2096,1
252,First,1,4,0,1,10333,0,3677,1
292,First,1,1,0,0,11978,1,1206,1
70,First,0,2,0,1,3017,0,2345,0
75,Business,0,1,0,0,10929,1,1907,1
164,Economy,1,4,1,0,12942,1,1139,1
262,Economy,0,3,1,0,6613,0,1306,1
108,First,1,2,1,1,6078,0,737,1
179,Economy,0,1,1,0,5328,1,2142,0
144,First,1,2,0,0,8728,0,847,1
189,Business,1,3,1,0,11065,1,3117,1
164,First,0,4,1,0,3075,1,4447,1
13,Economy,0,1,0,0,11887,1,2203,0
243,First,0,4,1,1,6663,0,93,1
310,First,0,1,1,0,3389,0,1797,0
56,Economy,1,2,0,1,9633,1,137,0
3,First,1,0,1,1,11992,1,1101,0
213,First,0,1,1,1,5949,1,4659,0
48,Economy,0,1,0,1,10463,1,3453,0
80,First,0,4,0,0,3980,0,3679,1
34,Business,1,0,0,0,7369,1,3280,1
180,First,1,0,1,1,10387,1,2808,0
159,Economy,0,0,1,1,11396,0,1836,1
357,Business,1,0,1,0,5837,1,874,1
216,Business,0,3,0,1,9155,1,2189,1
265,Economy,1,2,1,1,11133,0,134,0
250,Economy,1,1,1,1,5764,1,386,1
112,First,0,2,0,0,11637,0,708,0
189,Business,0,2,0,0,3600,1,1959,1
1,Business,1,2,1,1,10977,0,4376,0
62,Business,0,2,0,0,2414,0,4272,0
119,Economy,1,3,0,0,5239,0,2545,1
244,First,1,4,0,0,12049,0,4925,1
271,Economy,0,3,0,0,9904,1,490,1
130,Business,0,1,1,0,3501,0,692,1
216,First,1,0,1,0,2751,1,688,0
17,First,0,4,0,1,661,0,2421,1
230,Economy,1,1,1,1,1857,0,4978,0
297,Business,0,0,0,0,1675,0,1379,1
231,Business,1,3,0,0,9547,1,2408,0
123,Business,0,2,0,0,7918,0,4780,1
49,First,1,1,0,0,6213,0,2050,1
176,Business,0,2,0,1,6156,0,273,1
2,Economy,1,2,0,1,4940,0,2684,0
71,First,0,2,1,0,8796,1,1877,1
124,Economy,1,4,1,0,6924,0,777,0
4,First,0,0,0,1,12495,1,3992,0
184,Economy,1,2,1,1,12945,1,4218,0
83,Business,0,1,0,0,1450,1,1887,1
152,First,0,4,1,1,13388,0,93,0
197,Economy,1,0,1,0,1419,1,4194,0
219,First,0,1,1,0,7661,1,4226,0
22,First,0,4,0,0,10971,0,3543,1
137,Business,1,4,1,0,8562,1,2431,1
160,First,1,0,0,0,922,0,4466,1
72,Economy,0,2,0,1,4800,1,1301,1
194,First,0,1,0,1,9461,1,4530,1
96,Economy,0,3,1,1,8341,0,4442,0
73,Business,0,2,0,1,11267,1,1003,1
26,First,1,3,1,1,7843,1,1687,1
162,Economy,0,1,1,1,10891,1,4264,0
61,First,1,3,1,0,8613,0,2057,1
262,First,0,3,0,1,7797,0,1641,1
198,Business,0,0,0,0,5072,0,4091,1
213,First,0,0,1,0,7706,1,1886,0
265,First,1,0,0,1,4954,0,1928,0
26,Business,0,3,1,1,1732,0,2076,0
67,First,0,3,0,0,8330,1,2618,1
194,Business,0,4,1,1,13311,1,1744,0
303,First,0,4,0,0,11840,0,218,1
362,Economy,0,0,1,0,7224,0,4451,1
322,Economy,1,4,0,0,6786,1,1646,1
344,Economy,0,2,0,0,10216,0,3899,1
326,Business,0,4,1,1,8751,0,690,1
301,Business,1,4,0,0,6963,1,3318,1
97,Business,1,2,1,0,5493,1,4622,1
201,Business,1,2,0,0,13753,1,4530,1
247,Business,1,1,1,0,6807,1,2923,1
347,Business,0,3,1,1,6912,1,1026,0
10,First,1,3,0,0,11509,0,1219,1
31,Economy,1,0,1,0,9579,0,1080,0
327,Business,1,1,1,0,6392,0,3216,1
147,First,0,1,0,0,7707,1,1311,0
132,First,0,1,1,0,12739,1,188,1
268,Business,1,1,0,0,6067,0,1883,1
202,Economy,0,4,1,1,13850,0,2283,1
121,Business,0,1,0,1,9366,1,3919,1
97,Economy,0,0,1,1,2476,1,1092,0
235,Economy,1,3,1,0,6172,0,663,0
130,Business,0,1,0,1,6816,1,1838,0
251,Economy,0,3,1,1,8853,0,2888,0
251,Economy,0,2,1,1,13169,1,1213,1
352,Economy,1,0,1,1,6349,0,4205,0
55,Business,0,2,1,1,13597,1,3142,0
248,Economy,1,1,1,1,10590,0,1522,1
201,Economy,0,4,1,0,10756,1,4533,1
248,First,1,4,1,0,13924,1,4772,1
301,Business,0,0,1,1,2582,0,1484,0
175,Economy,0,1,1,0,9919,1,855,1
104,Business,1,1,1,1,5782,1,810,0
244,Business,1,1,0,1,4952,0,368,1
224,First,0,1,0,0,13049,1,1179,1
352,First,0,0,0,1,10151,1,378,1
150,Economy,0,0,0,1,2621,0,1660,1
310,Economy,0,0,0,0,7454,0,825,0
53,Economy,1,4,1,0,5002,1,4101,1
320,Business,0,1,1,0,12486,1,3638,1
218,First,0,2,1,0,6759,1,4290,0
306,First,1,3,0,1,1694,1,4054,1
235,Economy,1,0,0,1,6056,1,243,0
346,First,0,0,1,0,12347,1,2920,0
163,Business,1,4,1,0,2108,1,2340,1
287,Economy,1,4,1,1,9909,0,372,1
358,First,0,3,1,1,13205,1,475,0
56,Economy,1,4,0,1,8598,1,2048,1
28,Business,1,0,0,1,1989,0,2549,0
86,Business,1,1,0,0,2190,0,1671,1
78,Economy,1,1,0,1,12260,1,3231,0
362,Economy,0,4,1,0,5343,0,2064,1
307,First,1,3,1,1,4238,0,1484,1
88,Business,1,1,1,0,12761,1,519,1
178,Business,1,0,1,1,9139,0,4472,0
286,Economy,1,1,0,0,7450,0,1554,1
83,First,0,3,1,0,9903,1,4676,1
222,Economy,0,4,1,0,4804,1,603,1
143,Economy,1,2,0,0,9788,1,176,1
163,Economy,1,1,1,0,595,1,3072,0
294,Business,0,0,1,1,7647,1,2113,0
138,Economy,1,3,0,1,11585,0,1724,1
147,Economy,0,1,0,1,4646,1,2786,1
311,First,0,2,1,1,7961,1,1809,1
240,Economy,1,4,0,1,5158,0,521,1
242,First,1,1,1,1,2083,0,4518,0
169,Economy,1,3,1,1,8643,0,3388,1
46,Business,0,1,1,0,12567,0,2711,1
5,Economy,0,4,0,0,12044,1,4301,1
364,Business,1,3,1,1,12920,1,1363,0
34,Economy,1,2,1,0,1341,0,4714,0
70,Business,0,0,1,0,8248,1,1641,0
292,Business,1,4,1,0,10053,1,2480,1
177,Economy,0,1,1,0,13674,0,3004,0
122,First,1,2,1,1,5642,1,2111,0
244,Business,0,3,0,1,5081,0,2167,1
8,Business,0,3,0,1,4263,0,2840,1
330,Economy,1,3,0,1,8778,0,4377,1
212,First,1,1,0,0,9763,0,2668,0
315,Business,1,4,1,1,2390,1,3492,1
50,Economy,0,2,1,0,6444,1,1350,1
301,Business,1,3,0,1,5268,1,2509,1
326,Economy,0,0,0,0,4377,1,2041,0
