airport,wind_speed_kmh,visibility_km,precipitation_mm,temperature_c,humidity_pct,lightning_risk,fog_level,season,risk_level
LAX,77.7,2.7,3.5,29.6,81,0,none,autumn,high
JFK,82.0,10.2,7.9,30.7,39,1,heavy,winter,medium
NRT,12.9,11.4,29.6,21.4,26,0,none,winter,medium
SIN,49.3,0.7,11.8,32.5,56,0,light,spring,medium
FRA,111.0,8.2,3.9,19.9,76,0,heavy,autumn,high
DXB,104.0,14.1,22.2,20.1,29,1,heavy,spring,medium
FRA,79.7,3.6,47.2,19.6,99,0,none,winter,high
SIN,71.9,14.9,32.9,20.6,88,1,heavy,spring,medium
NRT,5.1,13.3,39.0,22.2,93,1,heavy,spring,medium
SIN,89.7,3.4,23.5,5.3,25,1,none,winter,high
JFK,58.5,19.4,13.9,9.5,70,1,none,summer,low
CDG,40.6,10.2,16.0,21.3,52,0,heavy,autumn,medium
CDG,34.1,1.9,36.2,35.0,84,1,light,autumn,high
CDG,46.3,6.7,44.3,29.5,27,0,none,spring,medium
SIN,118.6,11.2,38.8,15.4,87,1,light,summer,high
LAX,13.2,4.8,2.5,57.4,50,0,none,winter,medium
BOM,11.5,12.0,33.4,30.2,56,0,light,spring,medium
SIN,25.1,13.4,2.0,24.4,31,1,heavy,winter,low
SYD,79.2,3.6,27.0,45.7,64,1,light,summer,high
DXB,28.3,6.3,39.0,2.4,24,0,light,summer,medium
LHR,114.4,6.2,14.1,14.1,40,0,light,autumn,high
SIN,10.5,1.1,31.0,11.8,52,1,none,summer,medium
JFK,34.7,19.3,24.2,20.0,53,1,heavy,autumn,low
NRT,67.3,8.9,26.3,20.1,92,0,heavy,summer,medium
LHR,82.7,11.6,10.4,25.9,41,0,none,summer,medium
NRT,85.5,3.5,37.6,27.3,45,0,heavy,summer,high
DXB,35.2,0.8,11.8,27.5,89,1,heavy,summer,medium
LHR,36.9,12.3,34.3,16.1,25,1,heavy,summer,medium
CDG,95.4,15.2,15.6,26.3,38,1,none,winter,medium
BOM,95.9,12.5,11.5,13.8,93,0,heavy,summer,medium
LHR,55.1,10.9,34.5,1.2,43,0,none,spring,medium
FRA,115.9,16.4,43.1,34.4,92,0,none,summer,high
BOM,12.1,8.5,10.7,14.7,34,0,none,winter,medium
SYD,57.9,3.5,34.7,26.5,89,1,heavy,winter,high
BOM,60.1,1.8,40.4,-9.1,92,1,none,autumn,high
FRA,56.9,16.1,33.1,14.8,98,0,none,summer,medium
NRT,57.8,19.3,24.2,25.1,33,0,heavy,spring,medium
CDG,75.2,10.8,16.3,6.7,31,1,light,summer,medium
BOM,3.2,8.7,35.9,20.4,77,0,light,summer,medium
SYD,108.1,19.7,48.3,32.2,16,0,heavy,winter,medium
SIN,15.3,3.3,10.9,37.9,41,0,light,summer,medium
SYD,89.8,13.2,2.4,27.1,95,0,light,autumn,medium
JFK,101.9,0.8,37.6,-3.1,56,1,light,winter,high
NRT,62.6,4.6,33.7,7.5,41,1,light,spring,high
SYD,11.4,2.2,25.2,2.8,35,1,light,summer,medium
LAX,2.6,11.5,26.8,35.3,77,1,heavy,summer,low
SYD,63.7,7.8,48.9,32.0,27,1,none,summer,high
SYD,2.8,6.8,8.3,26.7,82,1,none,winter,medium
JFK,96.4,10.2,18.9,11.7,43,0,none,autumn,medium
JFK,43.6,4.2,3.5,9.0,46,1,light,spring,medium
SYD,2.1,12.4,12.6,5.5,24,0,heavy,winter,low
LHR,50.2,4.9,0.0,26.3,96,1,none,autumn,medium
DXB,75.7,18.6,36.1,33.0,12,1,none,winter,medium
JFK,112.2,12.9,11.1,24.7,27,1,light,winter,medium
CDG,6.0,14.5,1.4,25.9,71,1,heavy,summer,low
LAX,16.2,11.0,19.0,1.7,75,1,none,autumn,medium
LHR,72.5,5.8,14.7,19.7,30,0,none,spring,medium
SIN,44.8,17.7,44.8,44.3,23,1,heavy,autumn,medium
BOM,42.8,1.5,44.2,-1.8,45,0,none,autumn,high
FRA,26.6,12.5,14.1,20.2,50,1,none,spring,low
BOM,65.1,3.1,33.7,25.4,33,0,none,autumn,high
JFK,78.7,3.0,46.7,4.0,88,0,heavy,autumn,high
SYD,32.7,2.7,16.0,48.2,42,1,light,autumn,medium
DXB,103.1,12.3,37.0,50.9,89,1,light,spring,high
JFK,70.8,19.0,29.0,14.3,96,0,none,summer,medium
SIN,89.2,11.1,26.4,-0.4,24,0,none,autumn,medium
LAX,10.6,10.4,0.7,11.0,52,0,light,autumn,low
DXB,1.1,15.3,21.3,19.0,11,0,none,autumn,low
SYD,52.6,1.1,35.0,19.1,19,1,heavy,autumn,high
JFK,25.6,13.9,49.4,60.6,31,0,heavy,winter,medium
SIN,76.9,11.0,20.0,5.3,80,1,light,spring,medium
LHR,90.4,14.1,44.2,26.3,11,1,light,spring,medium
LAX,49.2,14.8,22.3,32.1,60,1,light,spring,medium
LHR,82.4,1.2,23.9,48.1,74,1,none,summer,high
SIN,52.3,15.3,19.4,18.8,48,1,light,summer,medium
SYD,104.8,2.1,10.9,34.2,21,0,light,winter,high
SIN,51.8,15.2,36.1,40.1,23,0,heavy,winter,medium
BOM,27.9,16.8,16.0,3.2,72,1,light,summer,low
CDG,53.0,13.7,6.7,3.8,96,0,none,winter,medium
FRA,43.0,7.1,47.0,15.0,92,1,light,winter,medium
FRA,109.0,4.6,4.0,2.0,15,0,heavy,winter,high
SIN,15.4,14.1,27.1,34.9,63,1,light,summer,low
LHR,15.2,19.3,39.2,19.2,98,0,light,summer,low
DXB,70.5,17.9,7.4,25.2,22,0,none,summer,medium
SYD,86.7,6.1,22.8,45.4,84,1,none,summer,high
BOM,103.1,8.1,9.9,10.1,17,1,none,winter,high
NRT,39.5,13.9,27.3,20.1,71,1,heavy,spring,medium
LHR,62.8,4.0,23.6,4.8,22,1,none,winter,high
NRT,29.9,6.5,17.6,20.4,26,0,light,summer,medium
BOM,40.8,8.4,47.2,6.2,49,1,light,spring,medium
SYD,101.1,1.6,48.2,27.0,50,1,heavy,autumn,high
FRA,15.2,11.4,43.0,16.5,14,1,none,autumn,medium
SYD,2.6,19.0,48.3,37.3,43,0,none,autumn,low
SYD,37.0,16.4,24.3,21.0,50,1,light,autumn,low
CDG,53.7,10.0,18.9,35.9,47,0,none,winter,medium
SIN,60.5,14.4,33.1,10.4,22,1,none,winter,medium
CDG,95.7,19.8,30.8,12.4,22,1,heavy,summer,medium
FRA,105.1,8.0,37.2,17.1,52,0,none,summer,high
FRA,89.3,0.4,35.6,15.9,41,0,none,spring,high
FRA,14.0,12.9,5.6,14.8,26,1,heavy,spring,low
FRA,2.2,19.4,16.6,22.9,97,1,light,autumn,low
JFK,110.0,1.5,3.4,13.6,11,1,none,winter,high
DXB,100.1,9.7,44.6,14.4,71,0,light,summer,high
BOM,1.0,12.3,42.0,28.8,60,0,light,spring,medium
LHR,20.0,3.5,35.6,-6.6,45,1,light,autumn,medium
NRT,106.5,4.7,24.8,16.1,17,0,light,summer,high
BOM,115.4,4.1,49.0,6.6,69,0,light,summer,high
CDG,5.3,15.9,20.0,10.9,94,0,light,summer,low
BOM,95.3,4.8,21.8,16.6,44,0,heavy,summer,high
DXB,3.5,6.2,42.2,21.2,60,0,heavy,autumn,medium
DXB,97.3,8.0,25.4,9.9,42,0,none,summer,high
CDG,1.7,0.7,30.4,33.6,18,0,none,winter,medium
SYD,91.6,9.3,8.2,38.6,80,1,heavy,spring,medium
FRA,11.0,18.6,39.0,29.5,67,1,none,spring,low
CDG,94.7,6.5,42.6,-21.5,25,1,none,spring,high
DXB,100.5,4.9,16.7,17.0,48,1,none,spring,high
JFK,89.4,14.1,20.4,16.9,35,1,light,winter,medium
DXB,77.5,6.1,27.3,15.9,22,0,none,winter,high
DXB,97.4,7.7,5.2,42.1,10,0,light,spring,medium
JFK,36.6,17.3,19.2,6.1,34,0,none,spring,low
FRA,29.2,8.8,4.2,16.5,82,1,heavy,autumn,medium
SYD,19.0,1.9,5.7,22.7,17,1,heavy,autumn,medium
SIN,33.0,19.9,10.8,44.7,38,1,light,summer,low
LHR,36.1,2.1,5.8,-2.2,49,0,heavy,spring,medium
LAX,105.4,4.6,28.0,34.0,49,1,none,autumn,high
SIN,27.2,10.1,9.4,27.6,83,1,heavy,summer,medium
FRA,88.2,4.1,34.0,3.7,91,0,light,winter,high
SYD,50.7,10.6,3.5,11.2,52,0,heavy,winter,medium
NRT,84.3,7.0,32.4,20.8,62,1,none,spring,high
SYD,99.7,2.8,22.8,25.9,95,0,heavy,spring,high
NRT,48.8,2.9,2.7,17.6,21,0,none,winter,medium
JFK,11.7,9.4,40.9,0.7,79,0,none,summer,medium
BOM,111.3,11.6,6.4,24.4,15,1,light,autumn,medium
FRA,9.1,1.8,48.4,43.8,79,0,light,autumn,medium
LAX,86.7,14.6,47.0,13.8,43,1,none,winter,medium
BOM,113.1,9.7,16.0,7.4,12,1,light,autumn,high
NRT,32.8,10.3,26.5,10.3,81,1,none,summer,medium
SYD,18.7,1.9,49.4,8.4,95,0,light,autumn,high
CDG,34.7,13.5,40.9,22.7,82,1,light,winter,medium
LAX,3.3,7.0,41.6,32.3,16,0,heavy,spring,medium
JFK,109.7,12.5,41.4,45.4,15,0,heavy,winter,high
LAX,31.8,14.3,46.6,5.1,56,0,light,autumn,medium
NRT,62.9,10.2,25.3,9.9,69,1,heavy,spring,medium
SIN,8.5,15.1,9.1,40.4,67,0,heavy,winter,low
LHR,92.6,5.5,29.1,31.8,83,0,none,autumn,high
NRT,52.6,4.9,28.6,23.5,40,1,none,autumn,medium
DXB,45.3,9.7,37.5,26.9,60,1,none,summer,medium
LAX,47.5,9.7,18.8,14.8,20,0,light,summer,medium
SIN,114.8,4.8,11.0,30.7,62,0,heavy,autumn,high
LAX,13.4,14.3,39.8,18.8,14,1,none,summer,medium
LAX,111.2,12.1,8.0,8.7,65,1,heavy,summer,medium
NRT,67.4,8.7,28.8,23.1,99,1,heavy,autumn,medium
JFK,68.4,17.6,45.9,39.7,23,1,heavy,spring,medium
FRA,35.6,10.0,39.1,27.5,43,0,light,spring,medium
LHR,42.8,1.3,42.7,55.7,52,1,none,autumn,high
LHR,80.1,8.7,22.8,19.2,17,1,light,spring,medium
CDG,41.5,9.8,19.9,17.6,69,0,heavy,winter,medium
NRT,73.4,11.5,23.5,-1.0,43,0,none,summer,medium
JFK,79.5,0.3,20.3,38.3,49,1,light,summer,high
LAX,3.7,7.4,9.1,28.6,89,0,light,autumn,medium
NRT,79.6,8.9,22.1,25.2,21,0,heavy,autumn,medium
LAX,7.6,19.2,41.4,0.4,60,1,none,winter,low
JFK,89.0,14.0,8.6,33.7,37,0,none,summer,medium
FRA,91.9,12.9,2.8,27.0,57,0,none,winter,medium
BOM,17.5,8.8,36.7,6.5,42,0,light,spring,medium
LAX,72.5,1.8,3.3,36.5,63,0,none,autumn,high
LHR,16.8,9.7,33.3,19.7,15,1,heavy,winter,medium
FRA,103.3,6.5,33.7,-11.4,76,1,none,winter,high
NRT,58.4,14.3,10.6,7.8,25,1,none,summer,medium
CDG,36.2,14.3,3.5,-2.0,53,1,none,summer,low
LHR,93.0,15.7,1.4,14.4,71,0,none,winter,medium
LHR,118.7,20.0,38.1,18.6,43,0,light,autumn,medium
JFK,105.9,11.5,32.2,16.1,14,1,light,summer,high
SYD,95.2,13.5,16.5,0.9,62,1,heavy,spring,medium
LAX,42.9,7.2,21.5,4.9,42,0,none,winter,medium
DXB,108.3,1.0,15.6,-11.6,64,0,heavy,autumn,high
SYD,77.8,19.5,27.0,37.8,31,1,none,spring,medium
BOM,36.3,2.1,7.0,16.5,28,1,heavy,winter,medium
FRA,0.3,5.5,24.2,26.6,98,1,heavy,summer,medium
LAX,3.9,5.0,10.2,29.0,34,1,none,winter,medium
LHR,28.0,7.1,23.4,30.7,24,1,heavy,spring,medium
NRT,4.3,15.0,42.6,16.3,44,0,light,winter,low
FRA,0.0,18.1,47.3,33.4,42,1,none,autumn,low
LAX,30.1,7.8,10.1,-3.3,34,0,heavy,autumn,medium
LHR,56.2,2.8,12.5,0.5,50,1,heavy,spring,medium
FRA,6.2,0.6,41.1,7.6,29,1,none,spring,medium
JFK,24.3,1.0,26.7,29.9,51,1,light,winter,medium
LAX,2.7,12.0,6.6,10.4,48,0,light,spring,low
LHR,29.0,6.7,39.1,15.2,20,1,none,summer,medium
FRA,53.8,4.4,30.5,37.5,21,0,none,autumn,high
NRT,109.8,4.6,42.1,36.5,46,1,heavy,autumn,high
SYD,74.7,0.1,23.7,23.8,87,1,none,winter,high
SIN,104.1,4.2,19.9,44.3,34,1,none,winter,high
SYD,72.0,3.3,12.0,27.1,24,0,none,spring,high
LHR,72.0,13.3,6.9,19.7,97,0,light,summer,medium
LAX,36.1,12.0,37.5,37.8,28,0,light,summer,medium
JFK,26.1,17.6,0.9,22.3,35,0,light,summer,low
SIN,101.8,2.8,8.4,29.3,68,0,heavy,winter,high
CDG,95.9,19.7,7.9,-9.8,98,0,none,spring,medium
SIN,78.5,6.3,49.6,20.5,10,1,none,summer,high
DXB,29.0,9.7,9.0,4.7,67,1,heavy,summer,medium
DXB,105.1,9.8,33.7,8.8,27,0,light,summer,high
FRA,110.7,10.3,30.0,19.0,82,1,light,winter,high
LAX,119.1,12.0,1.5,37.4,46,0,heavy,autumn,medium
NRT,89.9,3.9,34.7,29.4,92,1,heavy,summer,high
BOM,27.7,0.7,40.0,3.8,29,0,light,spring,high
DXB,94.1,16.7,3.5,20.8,41,0,heavy,spring,medium
LHR,48.1,13.6,32.5,19.8,57,0,heavy,winter,medium
LAX,82.7,9.5,1.2,20.4,45,0,heavy,autumn,medium
LAX,116.7,3.8,18.4,36.1,31,0,none,spring,high
BOM,28.0,13.8,29.8,32.4,42,1,light,autumn,medium
BOM,40.8,17.3,21.8,38.4,87,1,light,summer,low
DXB,89.3,1.9,5.2,18.0,55,0,none,spring,high
NRT,9.3,2.9,46.5,-3.0,64,1,none,summer,medium
CDG,25.6,2.1,18.3,20.7,94,0,light,autumn,medium
DXB,55.6,11.1,34.2,21.7,70,0,none,spring,medium
DXB,62.4,14.0,3.4,48.4,16,1,heavy,winter,medium
CDG,14.0,16.6,36.0,19.3,14,0,none,spring,low
DXB,112.5,2.0,47.8,46.0,75,1,heavy,summer,high
JFK,75.8,16.9,29.3,37.3,90,1,light,winter,medium
NRT,71.4,16.4,34.9,28.7,36,1,none,summer,medium
SYD,26.6,10.9,24.3,22.5,74,0,none,summer,medium
LAX,80.4,14.7,30.2,7.3,40,1,light,spring,medium
BOM,20.6,8.4,47.4,10.5,78,1,light,autumn,medium
LHR,69.4,1.1,20.4,-1.7,89,0,heavy,spring,high
NRT,119.0,14.5,2.3,32.5,11,1,heavy,summer,medium
JFK,35.6,5.6,41.2,-23.4,10,0,none,summer,medium
SYD,69.3,2.1,48.1,15.3,51,1,heavy,autumn,high
DXB,0.6,2.8,1.4,31.6,94,1,heavy,summer,medium
SYD,104.2,11.5,0.3,13.6,10,0,none,spring,medium
FRA,100.3,7.9,26.4,15.0,76,0,none,winter,high
SIN,118.9,7.6,32.5,32.1,50,1,none,winter,high
FRA,71.4,3.4,3.9,1.5,97,1,none,autumn,medium
NRT,32.5,5.3,1.7,17.8,10,1,light,winter,medium
DXB,108.0,5.8,48.6,22.5,11,1,none,winter,high
JFK,97.5,17.4,48.9,9.4,38,1,heavy,winter,medium
FRA,10.9,14.0,9.9,-12.3,21,0,heavy,winter,low
LAX,96.4,6.9,43.6,34.4,36,0,light,spring,high
FRA,9.3,10.9,44.7,-1.7,44,1,light,autumn,medium
LAX,67.5,4.2,32.8,19.4,26,1,none,autumn,high
DXB,29.7,14.0,3.0,20.6,98,1,heavy,spring,low
JFK,117.2,12.9,39.4,2.0,54,1,light,summer,high
JFK,38.0,12.8,10.2,22.9,66,0,heavy,autumn,medium
SIN,30.8,8.3,47.5,19.6,61,0,none,summer,medium
CDG,49.8,9.5,47.7,33.2,92,1,none,winter,medium
LHR,111.6,1.2,11.8,17.4,72,0,light,spring,high
LAX,56.5,6.1,9.3,5.7,80,1,light,summer,medium
LHR,34.6,14.1,31.6,2.7,16,1,none,winter,medium
LAX,108.7,18.0,17.8,3.1,32,0,none,winter,medium
SYD,107.4,5.6,40.4,44.8,84,0,none,winter,high
LHR,66.8,17.4,7.0,-4.5,60,0,none,autumn,medium
FRA,1.7,0.9,45.5,6.4,64,1,light,autumn,medium
BOM,20.3,15.1,48.4,28.3,17,1,none,winter,medium
FRA,68.2,12.2,29.0,5.6,63,0,heavy,summer,medium
FRA,29.0,15.3,14.9,8.5,18,1,light,autumn,low
SYD,67.1,18.9,27.0,7.5,32,1,heavy,winter,medium
FRA,10.3,14.9,22.1,30.4,68,0,light,spring,low
SIN,65.6,3.6,42.0,-16.7,20,1,heavy,autumn,high
SIN,66.4,18.3,6.2,12.0,68,0,none,autumn,low
JFK,106.0,14.6,30.2,25.2,44,0,heavy,autumn,medium
BOM,52.3,5.3,1.9,19.5,95,1,heavy,autumn,medium
FRA,73.6,4.3,24.3,7.3,39,0,heavy,winter,high
CDG,18.6,13.5,0.4,41.1,11,1,heavy,autumn,low
JFK,105.3,7.8,42.7,16.5,92,0,none,spring,high
SYD,34.2,4.3,9.9,12.5,96,1,none,spring,medium
LHR,97.6,1.2,24.7,21.5,36,1,none,autumn,high
BOM,117.9,16.2,30.6,17.8,97,0,light,summer,medium
LHR,68.8,5.1,28.3,37.7,40,1,none,spring,high
FRA,13.0,1.2,31.2,3.0,15,0,heavy,autumn,medium
LHR,42.8,3.1,41.8,15.5,64,0,none,summer,high
BOM,68.4,10.3,31.7,3.1,93,0,heavy,spring,medium
SYD,51.5,16.4,49.1,29.8,82,0,none,spring,medium
BOM,89.4,12.9,14.3,8.7,76,0,none,winter,medium
FRA,115.1,7.4,22.1,5.6,70,0,heavy,winter,high
LAX,20.1,5.0,27.9,-7.7,15,0,light,autumn,medium
LAX,67.4,14.4,37.4,13.4,27,0,none,summer,medium
LHR,37.2,15.9,23.7,45.0,72,0,light,summer,medium
FRA,40.1,1.2,3.5,6.0,37,1,light,autumn,medium
LAX,44.6,4.4,14.2,16.9,34,0,heavy,autumn,medium
LAX,66.6,8.5,14.9,34.6,10,0,light,autumn,medium
LAX,24.2,18.9,4.0,11.9,20,1,heavy,autumn,low
DXB,113.2,0.9,29.7,-3.8,90,1,light,summer,high
JFK,87.0,1.5,2.1,28.7,97,1,light,winter,high
FRA,9.4,16.3,22.3,55.2,25,0,light,winter,low
FRA,41.4,11.8,10.6,2.1,70,1,none,spring,medium
SYD,75.5,7.9,13.8,31.9,37,0,heavy,spring,medium
LHR,110.9,16.1,24.1,7.8,54,0,heavy,spring,medium
JFK,54.3,18.5,45.7,27.3,92,1,heavy,summer,medium
NRT,36.3,11.1,19.6,9.3,21,0,heavy,winter,medium
LAX,68.8,9.5,6.4,22.2,26,0,none,winter,medium
NRT,29.2,19.5,14.9,16.5,34,0,light,spring,low
DXB,33.1,7.1,44.6,52.3,12,1,heavy,winter,medium
JFK,70.4,17.9,24.4,6.0,31,0,heavy,autumn,medium
SIN,20.9,0.8,45.1,8.2,29,1,heavy,autumn,high
LAX,26.0,4.9,1.5,33.2,90,0,light,winter,medium
JFK,97.3,12.0,4.9,29.8,72,1,light,spring,medium
LHR,63.2,19.2,8.0,9.6,37,0,light,winter,low
SIN,20.6,20.0,41.2,34.8,42,1,none,winter,low
SIN,8.7,7.3,5.4,19.1,65,1,none,winter,medium
LAX,0.0,5.1,43.5,27.8,82,0,none,autumn,medium
SIN,1.3,7.1,31.9,3.0,44,1,light,spring,medium
CDG,90.5,8.9,31.3,36.7,23,1,light,winter,high
DXB,48.8,12.0,0.6,26.4,76,0,heavy,summer,medium
NRT,13.8,19.4,26.6,2.4,98,1,light,spring,low
SIN,55.1,20.0,0.8,36.3,82,1,heavy,autumn,low
SIN,109.5,18.9,30.5,35.0,83,0,light,autumn,medium
NRT,48.2,14.4,47.1,24.0,40,1,none,autumn,medium
JFK,2.8,18.1,11.5,43.6,72,1,none,winter,low
SYD,25.4,11.1,47.3,23.1,35,0,light,spring,medium
JFK,73.2,4.2,0.5,51.5,94,0,heavy,autumn,medium
LAX,29.0,2.7,0.3,27.4,61,1,heavy,winter,medium
LAX,113.3,5.1,18.9,4.7,21,1,heavy,summer,high
LHR,102.3,10.3,10.4,23.7,66,0,none,autumn,medium
LHR,85.2,14.2,27.3,13.5,10,1,light,spring,medium
SIN,33.4,6.7,12.8,34.6,49,0,none,spring,medium
LAX,9.9,6.6,42.9,14.4,36,1,heavy,autumn,medium
CDG,94.4,9.1,6.8,11.7,98,0,light,summer,medium
LAX,23.8,7.9,37.9,-0.8,35,1,heavy,summer,medium
JFK,95.4,6.1,38.7,-12.7,70,1,light,autumn,high
CDG,97.0,4.2,8.8,30.9,47,0,none,summer,high
SIN,89.1,3.5,14.5,3.8,13,1,none,winter,high
FRA,10.7,0.4,9.7,25.9,18,0,none,winter,medium
FRA,36.7,3.8,44.2,11.0,68,1,heavy,summer,high
DXB,10.8,19.1,19.1,24.4,95,0,light,winter,low
CDG,71.1,4.7,33.4,53.5,86,1,light,autumn,high
JFK,96.8,11.2,5.6,54.3,15,1,none,summer,medium
CDG,84.8,16.0,22.3,18.0,67,0,heavy,autumn,medium
NRT,105.3,11.8,16.1,11.9,76,1,light,summer,medium
LAX,0.6,16.7,0.6,20.4,96,1,light,summer,low
LAX,119.9,3.2,39.0,3.2,55,0,heavy,autumn,high
CDG,13.3,18.2,11.1,25.1,72,1,heavy,spring,low
DXB,6.2,4.6,2.9,23.2,66,0,heavy,winter,medium
SIN,66.5,17.5,32.8,13.0,59,1,light,summer,medium
SIN,16.1,6.4,24.1,39.7,96,0,none,autumn,medium
JFK,8.0,14.0,34.7,26.1,77,0,none,summer,low
LHR,21.0,3.7,12.7,41.3,56,0,light,winter,medium
DXB,65.1,9.2,28.6,-14.6,40,0,light,winter,medium
BOM,94.6,14.8,11.7,20.9,47,1,light,spring,medium
CDG,63.0,11.8,11.6,34.1,60,1,none,spring,medium
SYD,23.2,8.2,21.8,16.9,33,0,heavy,autumn,medium
LAX,72.4,10.4,31.2,44.0,21,1,heavy,summer,medium
BOM,25.5,9.7,39.5,-7.4,27,1,light,autumn,medium
DXB,85.5,12.8,40.5,12.6,80,1,light,spring,medium
DXB,24.4,10.9,19.3,33.6,98,0,none,winter,medium
SIN,31.3,18.9,40.3,24.7,31,0,light,summer,low
SYD,104.4,4.4,46.7,6.1,69,1,light,winter,high
NRT,1.3,7.2,46.2,4.3,84,0,heavy,spring,medium
BOM,108.6,15.3,6.3,26.8,88,0,light,spring,medium
JFK,98.0,18.7,47.9,25.6,67,0,heavy,winter,medium
DXB,108.1,19.7,43.2,16.2,81,0,light,autumn,medium
JFK,17.3,19.9,5.8,27.4,50,0,none,autumn,low
DXB,25.2,16.4,14.0,-7.6,63,0,none,summer,low
LHR,19.0,13.7,33.9,23.9,19,1,none,autumn,medium
BOM,32.1,1.1,41.1,-11.3,84,1,heavy,winter,high
LHR,19.0,5.1,27.0,38.8,27,1,heavy,autumn,medium
SIN,81.7,16.8,8.0,23.9,89,1,none,summer,medium
SIN,117.9,18.0,6.5,24.5,66,0,light,autumn,medium
SYD,80.0,15.7,0.9,21.2,93,1,none,winter,medium
DXB,111.9,1.2,17.2,6.5,33,0,none,autumn,high
LAX,53.9,5.1,0.1,5.0,93,0,heavy,winter,medium
CDG,0.8,7.7,40.4,39.0,55,0,light,autumn,medium
BOM,51.9,14.5,23.7,10.4,75,0,heavy,autumn,medium
NRT,76.7,9.3,5.2,14.6,44,1,none,summer,medium
SYD,8.8,8.7,17.4,12.4,83,0,heavy,autumn,medium
FRA,107.3,18.3,39.9,21.2,13,0,heavy,spring,medium
LHR,7.1,11.9,33.2,13.8,46,1,light,summer,medium
CDG,81.4,3.3,42.3,17.1,66,1,light,autumn,high
SYD,22.9,10.9,11.9,30.0,72,0,none,spring,medium
FRA,46.9,16.4,9.9,5.7,55,0,light,autumn,low
LHR,25.0,18.1,25.3,21.9,61,0,heavy,winter,low
BOM,5.5,12.6,16.9,40.9,18,0,light,autumn,low
BOM,76.8,1.2,41.0,30.7,99,1,heavy,summer,high
LHR,7.2,0.4,23.3,0.9,30,0,none,summer,medium
LHR,38.3,0.7,5.2,16.2,99,1,light,spring,medium
NRT,49.2,10.3,7.0,25.9,79,0,heavy,summer,medium
LHR,25.8,7.0,12.0,5.9,21,0,heavy,winter,medium
LAX,78.3,19.6,2.4,37.3,76,0,none,autumn,low
NRT,69.1,17.3,3.7,18.1,27,0,heavy,summer,low
NRT,75.5,14.7,15.0,42.5,82,0,light,summer,medium
JFK,68.3,3.8,7.4,26.3,51,1,light,autumn,medium
LHR,108.2,13.1,16.8,10.1,73,1,heavy,winter,medium
SYD,104.6,0.9,31.1,15.9,41,1,heavy,spring,high
JFK,48.2,19.6,29.9,21.2,11,1,heavy,spring,low
LAX,39.4,5.8,12.6,8.2,55,0,light,spring,medium
SIN,110.4,10.4,9.6,35.1,83,1,none,summer,medium
SYD,49.0,17.7,3.5,2.2,69,0,light,spring,low
FRA,29.4,0.6,47.4,6.8,28,1,light,summer,high
LAX,71.3,0.9,7.8,13.3,16,0,heavy,autumn,high
LHR,70.3,0.6,12.2,31.5,64,1,heavy,spring,high
SYD,4.6,2.3,43.6,40.3,99,1,light,winter,medium
LHR,72.4,0.6,35.5,42.3,11,1,light,winter,high
LHR,112.2,13.0,28.8,31.8,38,1,none,autumn,high
CDG,35.2,19.6,21.6,12.0,11,1,light,autumn,low
LAX,19.2,17.2,44.2,-5.7,44,0,light,autumn,low
CDG,45.0,18.9,1.9,32.7,99,1,none,winter,low
SIN,3.8,8.8,6.9,38.6,95,1,light,winter,low
DXB,29.5,19.9,31.4,11.8,69,0,heavy,summer,low
JFK,5.9,2.9,14.8,43.3,57,1,heavy,autumn,medium
CDG,83.5,15.5,10.6,18.5,14,1,none,summer,medium
SIN,28.6,16.5,30.2,13.2,65,0,none,autumn,low
FRA,77.3,13.7,25.4,19.7,97,1,light,autumn,medium
CDG,99.7,4.5,26.1,8.2,77,1,none,autumn,high
CDG,67.9,9.3,38.1,-0.9,10,0,light,summer,medium
JFK,97.7,3.6,6.2,2.7,34,1,none,spring,high
BOM,110.2,16.3,26.4,23.8,61,0,light,autumn,medium
JFK,22.3,10.9,48.9,6.9,78,0,light,summer,medium
NRT,30.3,19.7,22.3,41.0,43,1,heavy,winter,low
FRA,3.8,10.8,11.7,22.8,91,1,none,spring,low
BOM,39.5,5.2,17.8,13.9,46,1,heavy,winter,medium
NRT,2.1,6.1,6.7,0.2,21,0,none,winter,medium
NRT,57.0,16.6,44.8,5.1,23,1,light,autumn,medium
LAX,95.6,2.9,2.4,23.0,59,1,none,winter,high
LHR,48.8,0.8,4.2,29.1,87,1,heavy,spring,medium
SYD,83.7,10.7,10.3,-12.7,53,0,light,summer,medium
DXB,28.0,6.9,43.3,-4.4,18,0,heavy,winter,medium
CDG,34.6,14.3,43.2,22.3,77,0,light,summer,medium
DXB,89.4,9.5,27.5,17.1,51,0,heavy,spring,high
JFK,55.1,12.2,16.1,27.5,92,1,light,spring,medium
SYD,9.1,8.8,22.9,14.1,32,0,heavy,spring,medium
JFK,7.1,1.0,41.2,25.1,82,1,none,winter,medium
CDG,67.9,1.5,30.2,26.3,98,0,heavy,autumn,high
CDG,20.0,10.0,37.2,25.2,26,0,none,summer,medium
DXB,28.8,18.2,5.4,33.4,79,1,heavy,winter,low
DXB,107.0,4.6,20.7,26.0,60,1,heavy,autumn,high
NRT,85.3,4.9,22.2,-5.3,21,0,none,winter,high
FRA,6.7,14.2,12.9,34.7,97,1,light,autumn,low
JFK,57.0,19.2,33.8,66.2,67,1,heavy,winter,medium
