iata,icao,name,city,country,lat,lon,elevation_ft,type
VRA,MUVR,Juan Gualberto Gomez International Airport,Matanzas,CU,23.034401,-81.435303,210.0,large_airport
VTU,MUVT,Hermanos Ameijeiras Airport,Las Tunas,CU,20.9876,-76.935799,328.0,medium_airport
CYB,MWCB,Charles Kirkconnell International Airport,West End,KY,19.687,-79.882797,8.0,medium_airport
GCM,MWCR,Owen Roberts International Airport,George Town,KY,19.292801,-81.357697,8.0,large_airport
ASD,MYAF,Andros Town Airport,Andros Town,BS,24.697901,-77.795601,5.0,medium_airport
TZN,MYAK,Congo Town Airport,Andros,BS,24.158701,-77.589798,15.0,medium_airport
MHH,MYAM,Leonard M. Thompson International Airport,Marsh Harbour,BS,26.510711,-77.084262,6.0,medium_airport
SAQ,MYAN,San Andros Airport,Andros Island,BS,25.053800582885746,-78.04900360107422,5.0,medium_airport
AXP,MYAP,Spring Point Airport,Spring Point,BS,22.441799,-73.970901,11.0,medium_airport
TCB,MYAT,Treasure Cay Airport,Treasure Cay,BS,26.745300293,-77.3912963867,8.0,medium_airport
CCZ,MYBC,Chub Cay Airport,Chub Cay,BS,25.417101,-77.880898,5.0,medium_airport
BIM,MYBS,South Bimini Airport,South Bimini,BS,25.6998996735,-79.2647018433,10.0,medium_airport
ATC,MYCA,Arthur's Town Airport,Arthur's Town,BS,24.6294,-75.673797,18.0,medium_airport
TBI,MYCB,New Bight Airport,Cat Island,BS,24.3153,-75.452301,5.0,medium_airport
CRI,MYCI,Colonel Hill Airport,Colonel Hill,BS,22.7456,-74.182404,5.0,medium_airport
GGT,MYEF,Exuma International Airport,Moss Town,BS,23.562599,-75.877998,9.0,medium_airport
ELH,MYEH,North Eleuthera Airport,North Eleuthera,BS,25.475823,-76.680784,13.0,medium_airport
GHB,MYEM,Governor's Harbour Airport,Governor's Harbour,BS,25.2847,-76.331001,26.0,medium_airport
RSD,MYER,Rock Sound International Airport,Rock Sound,BS,24.89165,-76.177602,10.0,medium_airport
FPO,MYGF,Grand Bahama International Airport,Freeport,BS,26.557996,-78.695583,7.0,large_airport
IGA,MYIG,Inagua Airport,Matthew Town,BS,20.975,-73.666901,8.0,medium_airport
LGI,MYLD,Deadman's Cay Airport,Deadman's Cay,BS,23.1790008545,-75.09359741210001,9.0,medium_airport
SML,MYLS,Stella Maris Airport,Stella Maris,BS,23.582317,-75.268621,10.0,medium_airport
MYG,MYMM,Mayaguana Airport,Abraham Bay Settlement,BS,22.379499,-73.013494,11.0,medium_airport
NAS,MYNN,Lynden Pindling International Airport,Nassau,BS,25.039,-77.466202,16.0,large_airport
ZSA,MYSM,San Salvador International Airport,San Salvador,BS,24.063041,-74.523233,24.0,large_airport
BZE,MZBZ,Philip S. W. Goldson International Airport,Belize City,BZ,17.539951,-88.303556,15.0,large_airport
PLJ,MZPL,Placencia Airport,Placencia,BZ,16.536957,-88.361511,3.0,medium_airport
RAR,NCRG,Rarotonga International Airport,Avarua,CK,-21.2027,-159.806,19.0,large_airport
NAN,NFFN,Nadi International Airport,Nadi,FJ,-17.761822,177.437843,59.0,large_airport
SUV,NFNA,Nausori International Airport,Nausori,FJ,-18.044226,178.561486,17.0,large_airport
LBS,NFNL,Labasa Airport,Labasa,FJ,-16.4667,179.339996,44.0,medium_airport
TBU,NFTF,Fua'amotu International Airport,Nuku'alofa,TO,-21.241438,-175.149164,126.0,large_airport
HPA,NFTL,Lifuka Island Airport,Lifuka,TO,-19.777000427246097,-174.34100341796875,31.0,medium_airport
VAV,NFTV,Vava'u International Airport,Vava'u Island,TO,-18.5853,-173.962006,236.0,large_airport
PHG,DNPM,Port Harcourt City Airport / Port Harcourt Air Force Base,Port Harcourt,NG,4.846111,7.021389,57.0,medium_airport
FUN,NGFU,Funafuti International Airport,Funafuti,TV,-8.523885,179.196976,9.0,medium_airport
TRW,NGTA,Bonriki International Airport,South Tarawa,KI,1.38164,173.147003,9.0,large_airport
IUE,NIUE,Niue International Airport,Alofi,NU,-19.080109,-169.923493,209.0,medium_airport
NLH,ZPNL,Ninglang Luguhu Airport,Ninglang,CN,27.5403,100.7593,10804.0,medium_airport
WLS,NLWW,Hihifo Airport,Wallis Island,WF,-13.239445,-176.19865,79.0,large_airport
PHH,VNPR,Pokhara International Airport,Pokhara,NP,28.1838,84.0147,2595.0,large_airport
APW,NSFA,Faleolo International Airport,Apia,WS,-13.83,-172.007996,58.0,large_airport
PPG,NSTU,Pago Pago International Airport,Pago Pago,AS,-14.331,-170.710007,32.0,large_airport
PPT,NTAA,Fa'a'ā International Airport,Papeete,PF,-17.553472,-149.606936,5.0,large_airport
RUR,NTAR,Rurutu Airport,,PF,-22.434099197387695,-151.36099243164062,18.0,medium_airport
TUB,NTAT,Tubuai Airport,,PF,-23.365400314331055,-149.5240020751953,7.0,medium_airport
AAA,NTGA,Anaa Airport,Anaa,PF,-17.3526,-145.509995,10.0,medium_airport
FGU,NTGB,Fangatau Airport,Fangatau,PF,-15.820044,-140.888071,9.0,medium_airport
TIH,NTGC,Tikehau Airport,Tuherahera,PF,-15.1196,-148.231003,6.0,medium_airport
FAV,NTGF,Fakarava Airport,,PF,-16.054100036621094,-145.65699768066406,13.0,medium_airport
XMH,NTGI,Manihi Airport,,PF,-14.436800003051758,-146.07000732421875,14.0,medium_airport
GMR,NTGJ,Totegegie Airport,,PF,-23.07990074157715,-134.88999938964844,7.0,medium_airport
KKR,NTGK,Kaukura Airport,Raitahiti,PF,-15.6633,-146.884995,11.0,medium_airport
MKP,NTGM,Makemo Airport,Makemo,PF,-16.5839,-143.658005,3.0,medium_airport
TKP,NTGT,Takapoto Airport,,PF,-14.709500312805176,-145.24600219726562,12.0,medium_airport
AXR,NTGU,Arutua Airport,,PF,-15.248299598693848,-146.61700439453125,9.0,medium_airport
MVT,NTGV,Mataiva Airport,,PF,-14.8681001663208,-148.7169952392578,11.0,medium_airport
AHE,NTHE,Ahe Airport,Ahe Atoll,PF,-14.428099632263184,-146.2570037841797,11.0,medium_airport
TKX,NTKR,Takaroa Airport,,PF,-14.45580005645752,-145.02499389648438,13.0,medium_airport
NHV,NTMD,Nuku Hiva Airport,Nuku Hiva,PF,-8.7956,-140.229004,220.0,medium_airport
AUQ,NTMN,Hiva Oa-Atuona Airport,Hiva Oa Island,PF,-9.76879024506,-139.011001587,1481.0,medium_airport
BOB,NTTB,Bora Bora Airport,Motu Mute,PF,-16.444400787353516,-151.75100708007812,10.0,medium_airport
RGI,NTTG,Rangiroa Airport,,PF,-14.954299926757812,-147.66099548339844,10.0,medium_airport
HUH,NTTH,Huahine-Fare Airport,Fare,PF,-16.687084,-151.021593,7.0,medium_airport
MOZ,NTTM,Moorea Temae Airport,Moorea-Maiao,PF,-17.48979,-149.761777,9.0,medium_airport
HOI,NTTO,Hao Airport,Otepa,PF,-18.0748,-140.945999,10.0,medium_airport
MAU,NTTP,Maupiti Airport,,PF,-16.42650032043457,-152.24400329589844,15.0,medium_airport
RFP,NTTR,Raiatea Airport,Uturoa,PF,-16.7229,-151.466003,3.0,medium_airport
SON,NVSS,Santo Pekoa International Airport,Luganville,VU,-15.505000114399998,167.220001221,184.0,medium_airport
VLI,NVVV,Bauerfield International Airport,Port Vila,VU,-17.699301,168.320007,70.0,large_airport
TAH,NVVW,Whitegrass Airport,Tanna Island,VU,-19.455099,169.223999,19.0,medium_airport
TGJ,NWWA,Tiga Airport,Tiga,NC,-21.096407,167.80379,128.0,medium_airport
KNQ,NWWD,Koné Airport,Koné,NC,-21.053551,164.838768,23.0,medium_airport
ILP,NWWE,Île des Pins Airport,Île des Pins,NC,-22.5889,167.455994,315.0,medium_airport
LIF,NWWL,Lifou Airport,Lifou,NC,-20.774563,167.239328,92.0,medium_airport
GEA,NWWM,Nouméa Magenta Airport,Nouméa,NC,-22.257706,166.472822,10.0,medium_airport
MEE,NWWR,Maré Airport,Maré,NC,-21.482438,168.038465,141.0,medium_airport
TOU,NWWU,Touho Airport,Touho,NC,-20.790127,165.259524,10.0,medium_airport
UVE,NWWV,Ouvéa Airport,Ouvéa,NC,-20.640932,166.573024,23.0,medium_airport
NOU,NWWW,La Tontouta International Airport,Nouméa (La Tontouta),NC,-22.014601,166.212997,52.0,large_airport
AKL,NZAA,Auckland International Airport,Auckland,NZ,-37.01199,174.786331,23.0,large_airport
TUO,NZAP,Taupo Airport,Taupo,NZ,-38.73970031738281,176.08399963378906,1335.0,medium_airport
CHC,NZCH,Christchurch International Airport,Christchurch,NZ,-43.489029,172.532065,123.0,large_airport
CHT,NZCI,Inia William Tuuta Memorial Airport,Te One,NZ,-43.81189,-176.46514,43.0,medium_airport
DUD,NZDN,Dunedin International Airport,Dunedin,NZ,-45.929017,170.197758,4.0,medium_airport
GIS,NZGS,Gisborne Airport,Gisborne,NZ,-38.6633,177.977997,15.0,medium_airport
HKK,NZHK,Hokitika Airfield,,NZ,-42.713600158691406,170.98500061035156,146.0,medium_airport
HLZ,NZHN,Hamilton International Airport,Hamilton,NZ,-37.866961,175.331952,172.0,medium_airport
KKE,NZKK,Kerikeri Airport,Kerikeri,NZ,-35.259148,173.913317,492.0,medium_airport
KAT,NZKT,Kaitaia Airport,Awanui,NZ,-35.069837,173.287053,270.0,medium_airport
NPL,NZNP,New Plymouth Airport,New Plymouth,NZ,-39.00859832763672,174.1790008544922,97.0,medium_airport
NPE,NZNR,Hawke's Bay Airport,Napier,NZ,-39.465801,176.869995,6.0,medium_airport
NSN,NZNS,Nelson Airport,Nelson,NZ,-41.296709,173.224323,17.0,medium_airport
IVC,NZNV,Invercargill Airport,Invercargill,NZ,-46.41239929199219,168.31300354003906,5.0,medium_airport
PMR,NZPM,Palmerston North Airport,Palmerston North,NZ,-40.320599,175.617004,151.0,medium_airport
ZQN,NZQN,Queenstown Airport,Queenstown,NZ,-45.019205,168.746379,1171.0,large_airport
ROT,NZRO,Rotorua Regional Airport,Rotorua,NZ,-38.1092,176.317001,935.0,medium_airport
TRG,NZTG,Tauranga Airport,Tauranga,NZ,-37.67190170288086,176.1959991455078,13.0,medium_airport
TIU,NZTU,Timaru Airport,,NZ,-44.30279922485352,171.22500610351562,89.0,medium_airport
BHE,NZWB,Woodbourne Airport,Blenheim,NZ,-41.5182991027832,173.8699951171875,109.0,medium_airport
WKA,NZWF,Wanaka Airport,Wanaka,NZ,-44.722091,169.246287,1142.0,medium_airport
WHK,NZWK,Whakatāne Airport,Whakatāne,NZ,-37.922224,176.91696,20.0,medium_airport
WLG,NZWN,Wellington International Airport,Wellington,NZ,-41.326839,174.806862,41.0,large_airport
WRE,NZWR,Whangarei Airport,Whangarei,NZ,-35.769253,174.363713,133.0,medium_airport
WSZ,NZWS,Westport Airport,Westport,NZ,-41.737111,171.579033,13.0,medium_airport
WAG,NZWU,Wanganui Airport,Wanganui,NZ,-39.963467,175.02444,27.0,medium_airport
HEA,OAHR,Herat - Khwaja Abdullah Ansari International Airport,Guzara,AF,34.209999,62.228298,3206.0,large_airport
KBL,OAKB,Kabul International Airport,Kabul,AF,34.565899,69.212303,5877.0,large_airport
KDH,OAKN,Ahmad Shah Baba International Airport,Kandahar,AF,31.505769,65.847963,3337.0,large_airport
KHT,OAKS,Khost International Airport,Khost,AF,33.284605,69.80734,4204.0,medium_airport
MZR,OAMS,Mazar-i-Sharif International Airport,Mazar-i-Sharif,AF,36.70412,67.210459,1284.0,large_airport
BAH,OBBI,Bahrain International Airport,Manama,BH,26.267295,50.63764,6.0,large_airport
OCS,FGCO,Corisco International Airport,Corisco Island,GQ,0.910937,9.33027,55.0,large_airport
AHB,OEAB,Abha International Airport,Abha,SA,18.2404,42.656601,6858.0,large_airport
HOF,OEAH,Al-Ahsa International Airport,Hofuf,SA,25.285299,49.485199,588.0,large_airport
ULH,OEAO,Al-Ula International Airport,Al-Ula,SA,26.483634,38.117048,2050.0,large_airport
ABT,OEBA,King Saud Bin Abdulaziz (Al Baha) Airport,Al-Baha,SA,20.298506,41.636153,5486.0,medium_airport
BHH,OEBH,Bisha Airport,Bisha,SA,19.9844,42.620899,3887.0,medium_airport
DMM,OEDF,King Fahd International Airport,Ad Dammam,SA,26.4691,49.798209,72.0,large_airport
DWD,OEDM,Dawadmi Domestic Airport,Dawadmi,SA,24.4499,44.121201,3026.0,medium_airport
GIZ,OEGN,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,Jizan,SA,16.9011,42.5858,20.0,medium_airport
ELQ,OEGS,Prince Naif bin Abdulaziz International Airport,Qassim,SA,26.302799,43.774399,2126.0,large_airport
URY,OEGT,Gurayat Domestic Airport,Gurayat,SA,31.412413,37.278898,1672.0,medium_airport
HAS,OEHL,Hail International Airport,Hail,SA,27.437901,41.686298,3331.0,large_airport
JED,OEJN,King Abdulaziz International Airport,Jeddah,SA,21.680241,39.157436,48.0,large_airport
KMC,OEKK,King Khaled Military City Airport,King Khaled Military City,SA,27.9009,45.528198,1352.0,medium_airport
MED,OEMA,Prince Mohammad Bin Abdulaziz Airport,Medina,SA,24.5534,39.705101,2151.0,large_airport
EAM,OENG,Najran Domestic Airport,Najran,SA,17.611401,44.419201,3982.0,medium_airport
NUM,OENN,Neom Bay Airport,Sharma,SA,27.924261,35.29358,29.0,large_airport
AQI,OEPA,Qaisumah–Hafar Al-Batin International Airport,Qaisumah,SA,28.335726,46.127108,1174.0,large_airport
RAH,OERF,Rafha Domestic Airport,Rafha,SA,29.626399993896484,43.4906005859375,1474.0,medium_airport
RUH,OERK,King Khalid International Airport,Riyadh,SA,24.9576,46.698799,2049.0,large_airport
RAE,OERR,Arar Domestic Airport,Arar,SA,30.90660095214844,41.13819885253906,1813.0,medium_airport
SHW,OESH,Sharurah Domestic Airport,Sharurah,SA,17.4669,47.121399,2363.0,medium_airport
AJF,OESK,Al-Jawf International Airport,Al-Jawf,SA,29.783301,40.100905,2261.0,large_airport
TUU,OETB,Prince Sultan bin Abdulaziz International Airport,Tabuk,SA,28.3711,36.624865,2551.0,large_airport
TIF,OETF,Taif International Airport,Taif,SA,21.484739,40.544074,4848.0,large_airport
TUI,OETR,Turaif Domestic Airport,Turaif,SA,31.692188,38.731544,2803.0,medium_airport
WAE,OEWD,Wadi Al Dawasir Domestic Airport,Wadi Al Dawasir,SA,20.504299,45.1996,2062.0,medium_airport
EJH,OEWJ,Al Wajh Domestic Airport,Al Wajh,SA,26.198601,36.476398,66.0,medium_airport
YNB,OEYN,Prince Abdulmohsen Bin Abdulaziz International Airport,Yanbu,SA,24.144199,38.0634,26.0,large_airport
ABD,OIAA,Abadan Ayatollah Jami International Airport,Abadan,IR,30.367887,48.230075,10.0,large_airport
DEF,OIAD,Dezful Airport,Dezful,IR,32.434399,48.397598,474.0,medium_airport
GCH,OIAH,Gachsaran Airport,Gachsaran,IR,30.333869,50.833796,2414.0,medium_airport
MRX,OIAM,Mahshahr Airport,Mahshahr,IR,30.5562,49.151901,8.0,medium_airport
AWZ,OIAW,Qasem Soleimani International Airport,Ahvaz,IR,31.3364,48.763789,66.0,large_airport
AEU,OIBA,Abu Musa Island Airport,Abu Musa,IR,25.8757,55.033001,23.0,medium_airport
BUZ,OIBB,Bushehr Airport,Bushehr,IR,28.9447994232,50.8345985413,68.0,medium_airport
KIH,OIBK,Kish International Airport,Kish Island,IR,26.525427,53.980462,101.0,large_airport
BDH,OIBL,Bandar Lengeh International Airport,Bandar Lengeh,IR,26.532283,54.82484,67.0,medium_airport
PGU,OIBP,Persian Gulf International Airport,Khiyaroo,IR,27.379601,52.737701,27.0,medium_airport
KHK,OIBQ,Khark Airport,Khark,IR,29.260503,50.322193,17.0,medium_airport
KSH,OICC,Shahid Ashrafi Esfahani Airport,Kermanshah,IR,34.3459014893,47.1581001282,4307.0,medium_airport
KHD,OICK,Khoram Abad Airport,,IR,33.43539810180664,48.282901763916016,3782.0,medium_airport
SDG,OICS,Sanandaj Airport,,IR,35.24589920043945,47.00920104980469,4522.0,medium_airport
KKS,OIFK,Kashan Airport,Kashan,IR,33.895302,51.577,3465.0,medium_airport
IFN,OIFM,Isfahan Shahid Beheshti International Airport,Isfahan,IR,32.755142,51.883877,5059.0,large_airport
RAS,OIGG,Sardar-e-Jangal Airport,Rasht,IR,37.323333,49.617778,-40.0,medium_airport
HDM,OIHH,Hamadan Airport,Hamadan,IR,34.866416,48.56069,5755.0,medium_airport
IKA,OIIE,Imam Khomeini International Airport,Tehran,IR,35.416099548339844,51.152198791503906,3305.0,large_airport
THR,OIII,Mehrabad International Airport,Tehran,IR,35.689175,51.314392,3962.0,large_airport
PYK,OIIP,Payam International Airport,Karaj,IR,35.7761,50.826698,4170.0,large_airport
BND,OIKB,Bandar Abbas International Airport,Bandar Abbas,IR,27.2183,56.3778,22.0,large_airport
KER,OIKK,Ayatollah Hashemi Rafsanjani International Airport,Kerman,IR,30.271276,56.949692,5741.0,large_airport
BXR,OIKM,Bam Airport,Bam,IR,29.0842,58.450001,3231.0,medium_airport
GSM,OIKQ,Qeshm International Airport,Qeshm(Dayrestan),IR,26.754639,55.902353,45.0,large_airport
RJN,OIKR,Rafsanjan Airport,Rafsanjan,IR,30.298345,56.048979,5298.0,medium_airport
XBJ,OIMB,Birjand International Airport,Birjand,IR,32.896525,59.281258,4952.0,large_airport
MHD,OIMM,Mashhad International Airport,Mashhad,IR,36.234821,59.642949,3263.0,large_airport
BJB,OIMN,Bojnord Airport,Bojnord,IR,37.49300003051758,57.30820083618164,3499.0,medium_airport
AFZ,OIMS,Sabzevar National Airport,Sabzevar,IR,36.16809844970703,57.59519958496094,3010.0,medium_airport
NSH,OINN,Nowshahr Airport,Nowshahr,IR,36.664286,51.46273,-61.0,medium_airport
RZR,OINR,Ramsar Airport,Ramsar,IR,36.90701,50.687316,-70.0,medium_airport
SRY,OINZ,Sari Dasht-e Naz International Airport,Sari,IR,36.644408,53.188761,35.0,medium_airport
LRR,OISL,Lar Airport,Lar,IR,27.6747,54.383301,2641.0,medium_airport
LFM,OISR,Lamerd Airport,Lamerd,IR,27.3727,53.188801,1337.0,medium_airport
SYZ,OISS,Shiraz Shahid Dastghaib International Airport,Shiraz,IR,29.5392,52.589802,4927.0,large_airport
ADU,OITL,Ardabil Airport,Ardabil,IR,38.3256988525,48.4244003296,4315.0,medium_airport
OMH,OITR,Urmia Airport,Urmia,IR,37.6680984497,45.0686988831,4343.0,medium_airport
TBZ,OITT,Tabriz International Airport,Tabriz,IR,38.1339,46.235001,4459.0,large_airport
AZD,OIYY,Shahid Sadooghi Airport,Yazd,IR,31.9048995972,54.2765007019,4054.0,medium_airport
ZBR,OIZC,Chabahar Konarak International Airport,Konarak,IR,25.44319,60.382167,13.0,medium_airport
ZAH,OIZH,Zahedan International Airport,Zahedan,IR,29.4757,60.9062,4564.0,large_airport
AMM,OJAI,Queen Alia International Airport,Amman,JO,31.7226009369,35.9931983948,2395.0,large_airport
ADJ,OJAM,Marka International (Amman Civil) Airport,Amman,JO,31.9727,35.9916,2555.0,large_airport
AQJ,OJAQ,King Hussein International Airport,Aqaba,JO,29.611601,35.018101,175.0,large_airport
KWI,OKKK,Kuwait International Airport,Kuwait City,KW,29.224487,47.969813,206.0,large_airport
BEY,OLBA,Beirut Rafic Hariri International Airport,Beirut,LB,33.819833,35.487443,87.0,large_airport
DQM,OODQ,Duqm International Airport,Duqm,OM,19.501944,57.634167,364.0,large_airport
AUH,OMAA,Zayed International Airport,Abu Dhabi,AE,24.440966,54.649237,88.0,large_airport
AAN,OMAL,Al Ain International Airport,Al Ain,AE,24.2617,55.6092,869.0,large_airport
DXB,OMDB,Dubai International Airport,Dubai,AE,25.24979,55.370992,62.0,large_airport
DWC,OMDW,Al Maktoum International Airport,Dubai(Jebel Ali),AE,24.896171,55.16235,114.0,large_airport
FJR,OMFJ,Fujairah International Airport,Fujairah,AE,25.108411,56.328061,152.0,large_airport
RKT,OMRK,Ras Al Khaimah International Airport,Ras Al Khaimah,AE,25.613501,55.938801,102.0,large_airport
SHJ,OMSJ,Sharjah International Airport,Sharjah,AE,25.3286,55.5172,111.0,large_airport
KHS,OOKB,Khasab Airport,Khasab,OM,26.171,56.240601,100.0,medium_airport
MCT,OOMS,Muscat International Airport,Muscat/Seeb,OM,23.600218,58.285268,48.0,large_airport
SLL,OOSA,Salalah International Airport,Salalah,OM,17.0387,54.091301,73.0,large_airport
OHS,OOSH,Suhar International Airport,Suhar,OM,24.38604,56.62541,20.0,large_airport
BHV,OPBW,Bahawalpur Airport,Bahawalpur,PK,29.348100662231445,71.71800231933594,392.0,medium_airport
CJL,OPCH,Chitral Airport,Chitral,PK,35.886213,71.799922,4920.0,medium_airport
DEA,OPDG,Dera Ghazi Khan Airport,Dera Ghazi Khan,PK,29.961000442504883,70.48590087890625,492.0,medium_airport
LYP,OPFA,Faisalabad International Airport,Faisalabad,PK,31.364923,72.995319,591.0,large_airport
GWD,OPGW,New Gwadar International Airport,Gurandani,PK,25.296733,62.498822,61.0,large_airport
GIL,OPGT,Gilgit Airport,Gilgit,PK,35.918800354003906,74.33360290527344,4796.0,medium_airport
ISB,OPIS,Islamabad International Airport,Attock,PK,33.549,72.82566,1761.0,large_airport
KHI,OPKC,Jinnah International Airport,Karachi,PK,24.9065,67.160797,100.0,large_airport
LHE,OPLA,Allama Iqbal International Airport,Lahore,PK,31.521601,74.403603,712.0,large_airport
MUX,OPMT,Multan International Airport,Multan,PK,30.203199,71.419098,403.0,large_airport
WNS,OPNH,Shaheed Benazirabad Airport,Nawabashah,PK,26.2194,68.390099,95.0,medium_airport
PEW,OPPS,Bacha Khan International Airport,Peshawar,PK,33.9939,71.514603,1158.0,large_airport
UET,OPQT,Quetta International Airport,Quetta,PK,30.2514,66.937798,5267.0,large_airport
RYK,OPRK,Shaikh Zaid Airport,Rahim Yar Khan,PK,28.383899688720703,70.27960205078125,271.0,medium_airport
KDU,OPSD,Skardu International Airport,Skardu,PK,35.33866,75.538648,7316.0,large_airport
SKZ,OPSK,Begum Nusrat Bhutto International Airport Sukkur,Sukkur,PK,27.722,68.791702,196.0,medium_airport
SKT,OPST,Sialkot International Airport,Sialkot,PK,32.535941,74.364623,837.0,large_airport
TUK,OPTU,Turbat International Airport,Turbat,PK,25.984767,63.028856,498.0,large_airport
PZH,OPZB,Zhob Airport,Fort Sandeman,PK,31.358400344848633,69.4636001586914,4728.0,medium_airport
BGW,ORBI,Baghdad International Airport / New Al Muthana Air Base,Baghdad,IQ,33.262501,44.2346,114.0,large_airport
EBL,ORER,Erbil International Airport,Arbil,IQ,36.236047,43.946615,1341.0,large_airport
KIK,ORKK,Kirkuk International Airport,Kirkuk,IQ,35.469501,44.3489,1061.0,large_airport
BSR,ORMM,Basra International Airport,Basra,IQ,30.549101,47.662102,11.0,large_airport
NJF,ORNI,Al Najaf International Airport,Najaf,IQ,31.991116,44.405019,103.0,large_airport
ISU,ORSJ,Jalal Talabani International Airport,Sulaymaniyah,IQ,35.560487,45.315137,2494.0,medium_airport
ALP,OSAP,Aleppo International Airport,Aleppo,SY,36.181262,37.226869,1276.0,large_airport
DAM,OSDI,Damascus International Airport,Damascus,SY,33.4114990234375,36.51559829711914,2020.0,large_airport
KAC,OSKL,Qamishli International Airport,Qamishli,SY,37.020599,41.191399,1480.0,medium_airport
LTK,OSLK,Latakia International Airport,Latakia,SY,35.4011,35.9487,157.0,medium_airport
DIA,OTBD,Doha International Airport,Doha,QA,25.259431,51.565528,35.0,large_airport
DOH,OTHH,Hamad International Airport,Doha,QA,25.273056,51.608056,13.0,large_airport
ADE,OYAA,Aden International Airport,Aden,YE,12.829564,45.029976,7.0,large_airport
AAY,OYGD,Al Ghaydah International Airport,Al Ghaydah,YE,16.193341,52.174186,134.0,medium_airport
RIY,OYRN,Riyan International Airport,Mukalla(Riyan),YE,14.662241,49.375289,54.0,large_airport
SAH,OYSN,Sanaa International Airport,Sanaa,YE,15.4763,44.2197,7216.0,large_airport
SCT,OYSQ,Socotra Airport,Mori,YE,12.632093,53.906173,146.0,medium_airport
GXF,OYSY,Seiyun Hadhramaut International Airport,Seiyun,YE,15.965887,48.788146,2097.0,large_airport
TAI,OYTZ,Taiz International Airport,Taiz,YE,13.686,44.139099,4838.0,medium_airport
BTI,PABA,Barter Island Long Range Radar Station Airport,Barter Island,US,70.134003,-143.582001,2.0,medium_airport
BET,PABE,Bethel Airport,Bethel,US,60.77980042,-161.8379974,126.0,medium_airport
BRW,PABR,Wiley Post Will Rogers Memorial Airport,Utqiaġvik,US,71.285402,-156.766008,44.0,medium_airport
CDB,PACD,Cold Bay Airport,Cold Bay,US,55.207871,-162.725029,96.0,medium_airport
CDV,PACV,Merle K (Mudhole) Smith Airport,Cordova,US,60.491798,-145.477997,54.0,medium_airport
DRG,PADE,Deering Airport,Deering,US,66.068901,-162.766914,21.0,medium_airport
ADK,PADK,Adak Airport,Adak,US,51.883564,-176.642783,18.0,medium_airport
DLG,PADL,Dillingham Airport,Dillingham,US,59.04470062,-158.5050049,81.0,medium_airport
ADQ,PADQ,Kodiak Airport,Kodiak,US,57.75,-152.4940033,78.0,medium_airport
DUT,PADU,Tom Madsen (Dutch Harbor) Airport,Unalaska,US,53.89881,-166.544996,22.0,medium_airport
EMK,PAEM,Emmonak Airport,Emmonak,US,62.78609848,-164.4909973,13.0,medium_airport
ENA,PAEN,Kenai Municipal Airport,Kenai,US,60.570946,-151.245174,99.0,medium_airport
FAI,PAFA,Fairbanks International Airport,Fairbanks,US,64.815102,-147.856003,439.0,medium_airport
ABL,PAFM,Ambler Airport,Ambler,US,67.105529,-157.855339,334.0,medium_airport
GAL,PAGA,Edward G. Pitka Sr Airport,Galena,US,64.736198,-156.936997,153.0,medium_airport
GKN,PAGK,Gulkana Airport,Gulkana,US,62.155859,-145.454662,1586.0,medium_airport
GAM,PAGM,Gambell Airport,Gambell,US,63.767694,-171.733303,27.0,medium_airport
GST,PAGS,Gustavus Airport,Gustavus,US,58.4253006,-135.7070007,35.0,medium_airport
HCR,PAHC,Holy Cross Airport,Holy Cross,US,62.18830108642578,-159.77499389648438,70.0,medium_airport
HSL,PAHL,Huslia Airport,Huslia,US,65.697899,-156.350998,220.0,medium_airport
HNS,PAHN,Haines Airport,Haines,US,59.243921,-135.523925,15.0,medium_airport
HOM,PAHO,Homer Airport,Homer,US,59.644456,-151.479235,84.0,medium_airport
EGX,PAII,Egegik Airport,Egegik,US,58.184386,-157.374873,92.0,medium_airport
IAN,PAIK,Bob Baker Memorial Airport,Kiana,US,66.976128,-160.439014,166.0,medium_airport
ILI,PAIL,Iliamna Airport,Iliamna,US,59.754398,-154.910996,192.0,medium_airport
UTO,PAIM,Indian Mountain LRRS Airport,Utopia Creek,US,65.992798,-153.703995,1273.0,medium_airport
JNU,PAJN,Juneau International Airport,Juneau,US,58.354935,-134.574416,21.0,medium_airport
AKN,PAKN,King Salmon Airport,King Salmon,US,58.677845,-156.651965,73.0,medium_airport
AKP,PAKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,US,68.133598,-151.742996,2102.0,medium_airport
KTN,PAKT,Ketchikan International Airport,Ketchikan,US,55.35559845,-131.7140045,89.0,medium_airport
KLW,PAKW,Klawock Airport,Klawock,US,55.579201,-133.076004,80.0,medium_airport
LUR,PALU,Cape Lisburne LRRS Airport,Cape Lisburne,US,68.875099,-166.110001,16.0,medium_airport
MCG,PAMC,McGrath Airport,McGrath,US,62.95289993,-155.6060028,341.0,medium_airport
MRI,PAMR,Merrill Field,Anchorage,US,61.212792,-149.843988,137.0,medium_airport
MYU,PAMY,Mekoryuk Airport,Mekoryuk,US,60.372338,-166.269751,48.0,medium_airport
ANC,PANC,Ted Stevens Anchorage International Airport,Anchorage,US,61.179004,-149.992561,152.0,large_airport
ANI,PANI,Aniak Airport,Aniak,US,61.581600189208984,-159.54299926757812,88.0,medium_airport
